Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Limassol,1609,469,17907.2,19265.0,1999.6,2001.3,2002.1,2003.3,339.0,1038.2,638.9,685.7,38.0,161.1,283.1,313.0,23.0,95.8,84.0,99.7,4062.9,3229.4,833.4,310474.9,246808.6,63666.2,316436.0,251547.4,64888.6
Famagusta,933,135,1203.2,1426.3,1982.5,1989.1,1993.0,1995.0,129.9,592.6,344.4,417.9,15.0,134.5,231.2,285.7,27.0,108.4,72.3,76.6,556.0,317.7,238.3,42227.9,24201.3,18026.6,43038.7,24666.0,18372.7
Larnaca,649,249,4072.2,3792.4,1999.6,1998.9,2006.9,2005.4,451.9,691.6,723.0,713.4,52.0,119.2,202.9,251.4,29.0,60.5,64.1,99.9,990.4,782.8,207.6,75620.9,59906.3,15714.6,77072.8,61056.5,16016.3
Vassiliko,578,324,15380.7,26320.2,1999.9,2003.3,2008.0,2008.0,589.3,1208.9,1708.4,1779.2,80.0,176.9,505.8,491.9,46.0,88.7,140.9,132.3,2258.1,1758.4,499.6,173964.2,135653.9,38310.3,177304.3,138258.5,39045.9
Kyrenia,220,36,746.9,691.1,1982.4,1992.0,1992.0,1999.7,123.5,750.5,514.9,660.4,11.0,98.1,153.6,135.6,15.0,66.6,140.8,102.3,252.7,154.3,98.4,19214.7,11778.6,7436.1,19583.6,12004.7,7578.9
Ayia Napa,74,63,1013.6,1540.4,1995.5,1994.8,2000.5,2000.5,692.2,1167.5,931.3,944.5,80.0,121.4,224.3,225.5,28.0,76.6,86.3,83.5,175.1,133.6,41.5,13442.0,10278.2,3163.8,13700.0,10475.5,3224.5
Akrotiri,36,34,1081.4,1762.8,1994.8,1995.9,2008.4,2009.4,817.1,1226.1,1740.1,1748.2,86.0,132.9,350.3,336.0,26.5,75.2,64.4,65.2,132.8,108.7,24.2,10232.8,8384.5,1848.4,10429.3,8545.4,1883.9
Paphos,34,32,481.9,641.7,1993.4,1993.2,1998.2,1997.5,652.2,946.8,1396.0,1509.9,81.0,120.9,204.3,228.3,25.5,89.5,45.8,49.8,93.2,78.5,14.7,7177.8,6057.0,1120.8,7315.6,6173.3,1142.3
Latchi,22,21,309.5,498.8,1995.0,1995.8,1998.9,2000.0,696.9,816.9,696.3,692.0,70.0,87.7,129.2,131.7,12.5,79.0,113.9,130.6,49.6,31.7,18.0,3821.6,2440.6,1381.0,3895.0,2487.5,1407.5
Dhekelia,16,15,368.6,583.1,2002.9,2002.6,2007.4,2007.6,702.2,1153.5,1245.8,1247.1,73.5,120.4,181.2,180.3,27.5,37.5,43.1,43.7,57.0,49.7,7.2,4410.7,3850.7,560.0,4495.4,3924.7,570.7
Liopetri,9,9,505.3,966.7,1994.7,1994.7,2001.5,2001.6,1088.4,1534.8,3289.5,3690.7,114.0,175.7,617.9,630.6,60.0,76.7,94.7,96.0,56.0,47.7,8.3,4328.5,3689.5,639.1,4411.7,3760.3,651.3
Karavostasi,7,6,40.2,53.7,1994.1,1992.2,1996.1,1996.7,930.0,1057.1,854.0,836.3,76.0,77.8,96.1,99.0,21.0,92.8,180.7,187.6,13.8,6.7,7.1,1052.5,512.0,540.5,1072.7,521.9,550.8
Xeros,4,4,24.8,39.0,1976.2,1976.2,1977.4,1977.4,660.7,1768.8,3478.5,3635.4,171.0,239.0,502.7,507.7,26.0,37.5,10.0,9.9,6.7,6.5,0.2,515.8,497.8,18.0,525.7,507.4,18.3
Psimolofou,3,3,70.0,114.8,1986.7,1986.7,1993.9,1994.1,1083.4,1831.1,2544.7,2595.9,124.0,183.0,281.3,283.5,16.0,16.3,15.3,15.3,8.1,8.0,0.1,625.5,614.3,11.2,637.5,626.1,11.4
Aradhippou,3,3,140.4,237.0,1990.7,1990.7,1998.4,1999.3,1252.2,1519.5,1667.9,1628.8,109.0,123.7,172.2,166.8,15.0,15.0,20.3,19.8,17.1,16.0,1.1,1321.7,1239.8,81.9,1347.0,1263.6,83.4
Nicosia,2,2,6.0,8.0,1980.0,1980.0,1993.6,1993.6,756.7,756.7,1060.3,1067.5,103.0,103.0,144.6,144.8,69.5,69.5,126.0,126.3,1.3,1.0,0.4,100.5,74.0,26.5,102.4,75.4,27.0
