Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,1063,400,3566.5,4822.0,1987.7,1992.0,1995.3,1995.9,315.9,972.4,864.2,886.8,53.0,124.9,232.1,244.9,36.0,58.9,83.9,91.7,843.3,681.6,161.6,64339.6,52092.4,12247.1,65574.9,53092.6,12482.3
Container,756,84,20800.2,23931.4,2002.6,2002.2,2004.3,2004.4,527.3,936.1,1356.2,1318.4,41.0,71.7,174.3,173.0,14.0,12.6,17.1,17.2,4334.2,4203.8,130.4,334344.3,324430.4,9914.0,340763.7,330659.4,10104.3
Ro-Ro,533,19,2297.3,1415.5,1978.9,1991.3,1994.2,1993.0,156.3,962.0,489.7,450.3,16.0,75.3,111.2,105.4,11.0,19.7,9.7,10.2,531.4,440.9,90.4,40927.3,34048.5,6878.8,41713.1,34702.2,7010.9
Chemical tanker,409,195,5884.8,9401.1,2007.7,2007.8,2008.6,2008.7,597.1,1030.2,1022.6,1038.2,62.0,112.0,187.5,191.0,28.0,45.0,49.3,48.9,1214.6,950.4,264.1,93584.2,73340.8,20243.3,95381.0,74749.0,20632.0
Oil tanker,304,138,9160.1,16273.3,2008.3,2007.4,2007.8,2007.8,592.3,1205.1,1302.9,1320.7,57.5,136.2,262.5,264.3,33.0,47.2,54.7,51.9,1292.4,973.0,319.3,99481.6,75105.1,24376.5,101391.6,76547.1,24844.5
Ferry-RoPax,227,4,291.4,102.6,1980.6,1982.0,1980.1,1979.3,136.3,188.5,256.5,227.5,15.0,13.6,61.9,50.6,12.0,18.5,45.5,41.3,113.6,62.1,51.5,8624.2,4728.9,3895.3,8789.8,4819.7,3970.1
Bulk carrier,203,110,3104.6,5127.3,1999.2,2000.4,2001.7,2001.7,315.4,1223.2,1181.4,1161.0,56.0,137.1,256.4,252.8,27.0,60.6,96.2,96.8,365.7,292.1,73.6,28216.6,22561.2,5655.5,28758.4,22994.4,5764.0
Offshore,161,51,1144.1,1056.9,2005.9,2005.1,2008.7,2008.8,326.1,1972.8,1005.4,808.9,69.0,569.8,2184.7,2263.5,26.0,267.0,419.1,322.6,602.8,476.5,126.3,45443.9,35960.8,9483.1,46316.4,36651.2,9665.2
Liquefied gas tanker,160,48,2781.2,2643.0,2000.4,2004.3,2009.2,2008.3,560.0,1293.1,1997.6,1732.3,56.0,141.5,477.0,452.3,13.0,37.5,63.4,60.4,573.9,497.1,76.8,40914.1,35112.4,5801.7,41699.6,35786.5,5913.1
Cruise,104,25,902.5,124.0,1984.5,2000.4,1996.7,1991.8,207.1,566.4,364.0,349.1,21.0,47.1,60.5,59.0,8.0,31.8,9.7,9.9,265.6,200.5,65.1,20523.2,15518.4,5004.9,20917.3,15816.3,5100.9
Vehicle,103,34,3920.6,1258.9,2003.8,2005.6,2010.2,2009.4,322.4,888.5,793.2,744.7,30.0,67.5,193.6,180.8,5.0,5.8,5.4,5.3,222.0,215.7,6.4,17193.7,16702.8,490.9,17523.8,17023.5,500.3
Service - tug,83,35,88.6,79.8,2002.7,2000.5,2005.4,2005.0,349.4,1248.9,740.0,712.9,82.0,525.9,592.1,528.6,23.0,160.6,216.0,200.6,114.5,95.1,19.3,8598.7,7147.6,1451.2,8763.8,7284.8,1479.0
Service - other,38,17,270.4,302.1,1991.1,1993.8,1996.2,1994.7,713.6,1359.8,1514.4,1423.0,433.0,414.5,449.5,493.6,55.0,103.5,67.6,53.8,113.0,105.6,7.3,8598.3,8046.8,551.4,8763.4,8201.3,562.0
Refrigerated bulk,24,3,14.1,15.1,1980.2,1988.3,1983.2,1983.0,131.3,194.4,200.0,199.0,31.0,44.0,147.6,147.8,13.5,7.7,17.1,17.3,39.0,31.9,7.1,2933.5,2400.5,533.0,2989.8,2446.6,543.3
Ferry-pax only,16,4,4.5,0.7,1996.6,1986.5,1991.1,1990.8,172.6,1277.5,610.9,839.9,30.0,197.6,305.6,218.6,64.0,183.4,313.8,257.2,9.6,3.9,5.7,717.8,290.4,427.4,731.6,296.0,435.6
Miscellaneous - fishing,4,3,1.3,0.5,1980.5,1984.7,1974.3,1977.5,653.8,706.3,770.5,748.7,108.5,167.8,377.6,333.4,36.5,137.5,110.8,95.8,3.6,2.1,1.4,268.8,161.2,107.7,274.0,164.3,109.7
