Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Limassol,103,56,248.6,324.2,1996.3,1998.6,1997.2,1997.6,125.3,478.9,484.4,449.1,40.0,195.9,324.9,272.7,19.0,45.6,83.1,80.9,149.0,95.7,53.3,11276.9,7258.2,4018.7,11493.4,7397.5,4095.9
Larnaca,95,43,76.8,105.9,1994.0,1997.1,1995.4,1994.6,178.7,269.6,339.8,342.3,74.0,199.9,358.8,356.4,22.0,56.8,75.2,65.7,150.4,120.8,29.6,11312.6,9086.7,2226.0,11529.8,9261.1,2268.7
Vassiliko,50,44,274.3,424.0,1997.7,1997.6,2003.2,2002.7,164.3,617.6,424.5,402.1,37.0,239.7,236.3,184.3,24.0,61.9,49.5,53.7,73.6,56.4,17.2,5634.4,4311.3,1323.2,5742.6,4394.1,1348.6
Ayia Napa,37,27,133.0,200.5,1995.2,1995.1,1996.7,1997.2,182.7,438.9,342.4,355.6,39.0,66.7,116.8,116.7,19.0,26.7,38.3,36.9,31.9,21.9,10.0,2446.3,1676.0,770.3,2493.3,1708.2,785.1
Paphos,15,14,50.0,60.0,1997.2,1997.6,2000.5,1999.9,184.9,481.8,290.6,355.5,55.0,220.3,84.2,91.7,16.0,34.7,50.8,60.1,21.7,15.5,6.2,1658.0,1178.7,479.3,1689.8,1201.3,488.5
Latchi,13,12,33.1,43.4,1989.5,1991.2,1991.5,1992.5,310.0,361.1,290.0,283.6,21.0,45.8,29.0,26.0,18.0,22.1,16.6,17.3,5.7,3.6,2.1,437.9,274.4,163.5,446.3,279.7,166.6
Kyrenia,13,10,79.3,123.9,1986.8,1989.1,1994.2,1994.8,154.6,1303.0,1349.5,1733.3,12.0,53.4,181.8,187.0,35.0,80.0,123.6,120.2,15.5,7.0,8.4,1182.6,540.2,642.4,1205.4,550.6,654.7
Famagusta,11,11,19.2,26.2,1987.7,1987.7,1993.6,1993.3,187.2,420.7,366.0,393.6,14.0,21.8,24.9,24.9,46.0,143.5,68.0,61.9,6.1,2.2,4.0,469.3,168.0,301.4,478.3,171.2,307.1
Akrotiri,9,9,29.6,30.2,2003.4,2003.4,2003.4,2003.8,285.3,357.5,424.5,420.0,86.0,132.6,114.2,131.6,22.0,34.1,60.3,67.3,9.5,6.4,3.0,720.0,487.4,232.6,733.9,496.8,237.1
Liopetri,6,4,3.4,4.3,1994.7,1996.5,1997.6,1998.3,283.7,251.6,249.7,238.5,74.5,65.8,90.8,85.4,20.5,12.5,24.5,18.1,1.9,1.4,0.5,140.9,102.9,38.1,143.6,104.8,38.8
Dhekelia,5,4,3.0,3.1,1986.4,1985.2,1980.1,1981.4,483.8,655.7,269.8,230.7,108.0,70.1,42.3,32.9,13.0,46.1,37.1,25.1,1.9,1.2,0.8,147.1,89.6,57.5,149.9,91.3,58.6
Karavostasi,5,4,17.9,25.9,1997.0,1994.8,2002.6,2003.0,262.3,346.1,442.0,461.6,24.0,55.0,121.4,127.6,8.0,7.5,6.9,6.9,5.5,5.0,0.5,418.0,379.1,39.0,426.0,386.3,39.7
Xeros,3,3,16.8,24.7,1982.3,1982.3,1988.8,1987.6,761.4,1031.0,1191.3,1258.1,14.0,28.7,38.7,40.7,80.0,94.0,108.6,114.2,4.3,1.1,3.2,332.4,86.4,246.0,338.8,88.0,250.8
Nicosia,2,2,0.6,0.7,1980.0,1980.0,1992.1,1992.2,80.6,80.6,97.7,98.2,8.0,8.0,8.8,8.8,5.0,5.0,5.0,5.0,0.1,0.1,0.0,7.4,4.8,2.7,7.6,4.9,2.7
Aradhippou,2,2,21.9,38.6,1993.5,1993.5,2005.3,2005.9,488.6,488.6,328.7,325.0,31.0,31.0,21.9,21.4,14.5,14.5,7.3,6.9,2.7,2.0,0.7,211.0,156.6,54.4,215.0,159.6,55.4
Psimolofou,1,1,1.6,2.5,1981.0,1981.0,1981.0,1981.0,361.4,361.4,361.4,361.4,26.0,26.0,26.0,26.0,18.0,18.0,18.0,18.0,0.3,0.2,0.1,26.3,15.5,10.7,26.8,15.8,10.9
