Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Saint Lucia,239,69,1339.9,292.3,1999.1,2001.6,2001.4,2002.4,126.7,132.5,137.8,133.1,13.0,15.2,14.4,13.6,9.0,12.4,9.4,12.6,392.5,275.1,117.5,30317.6,21274.9,9042.6,30899.7,21683.4,9216.3
Trinidad and Tobago,235,65,956.8,666.6,2005.1,2002.1,2005.9,2006.5,226.1,362.3,227.2,247.7,19.0,77.5,34.0,51.9,12.0,55.3,22.6,37.2,320.0,223.8,96.2,24493.4,17219.8,7273.6,24963.7,17550.4,7413.2
Saint Vincent and the Grenadines,116,53,248.7,100.0,1994.6,1995.8,2002.5,2003.2,109.7,128.5,119.4,120.6,11.0,19.3,13.4,14.0,9.0,14.6,9.8,9.9,72.4,48.0,24.4,5549.6,3692.1,1857.5,5656.2,3763.0,1893.2
Grenada,107,35,557.7,145.5,1993.8,2000.3,2001.7,2003.5,153.8,179.2,181.2,177.8,15.0,14.9,15.7,14.2,7.0,19.1,10.2,18.7,141.1,100.6,40.6,10885.4,7765.5,3119.9,11094.4,7914.6,3179.8
Guyana,99,25,161.6,210.9,1991.1,1989.5,1996.0,1995.4,421.6,466.9,430.6,432.0,47.0,81.4,67.9,71.3,24.0,79.6,57.3,59.7,65.6,48.7,16.9,5003.0,3731.8,1271.2,5099.1,3803.4,1295.6
Puerto Rico,50,14,2119.4,404.2,2004.9,2004.8,2004.0,2005.6,568.1,1010.0,601.5,675.2,39.0,128.2,45.4,81.4,14.0,21.7,13.8,16.0,383.4,320.6,62.8,29303.7,24588.2,4715.5,29866.4,25060.3,4806.0
Martinique,46,28,275.0,49.9,2002.7,2000.8,2009.5,2007.0,135.2,156.9,139.6,152.9,14.0,20.0,15.1,16.3,10.0,13.8,10.1,16.5,74.6,49.8,24.7,5756.7,3851.3,1905.4,5867.2,3925.2,1942.0
Jamaica,41,11,499.4,650.4,2007.3,2007.7,2007.4,2007.3,1079.2,1184.5,1135.6,1132.6,74.0,82.6,80.3,80.4,33.0,44.4,47.3,48.1,144.2,119.2,25.0,11057.5,9173.6,1883.9,11269.8,9349.7,1920.1
Antigua and Barbuda,32,18,627.2,84.5,2003.8,2003.7,2006.6,2005.4,313.6,330.9,316.3,328.4,24.5,27.0,23.7,25.6,8.5,20.8,9.0,19.2,146.6,125.7,20.9,11342.2,9736.6,1605.6,11559.9,9923.6,1636.4
Saint Kitts and Nevis,26,16,585.0,59.6,1996.0,2000.8,2008.1,2005.2,331.9,358.8,336.5,339.5,36.0,50.5,23.1,30.0,9.0,15.6,8.0,11.2,120.3,106.5,13.9,9314.7,8242.4,1072.3,9493.6,8400.6,1092.9
