Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Saint Lucia,236,81,1740.1,320.6,2002.2,1999.8,2006.2,2005.1,124.3,139.3,141.4,141.1,14.0,16.8,16.4,16.3,10.0,21.4,10.3,14.7,385.7,252.5,133.2,29769.0,19528.4,10240.6,30340.5,19903.4,10437.2
Trinidad and Tobago,214,44,463.9,557.1,2004.3,2002.2,2005.3,2006.1,230.3,238.7,227.3,244.5,20.0,33.9,28.5,31.9,17.5,40.0,26.6,30.6,194.4,134.3,60.1,14831.0,10289.7,4541.3,15115.8,10487.3,4628.5
Saint Vincent and the Grenadines,165,42,501.8,114.8,1988.8,1995.1,2003.0,2003.4,106.0,496.6,136.2,130.0,14.0,124.4,173.5,157.5,12.0,17.1,22.8,18.4,218.1,109.7,108.4,16792.4,8437.5,8354.9,17114.8,8599.5,8515.3
Martinique,122,41,747.0,213.9,2005.1,2006.1,2006.0,2006.7,138.1,146.5,151.5,150.4,14.0,23.4,14.9,14.9,11.0,15.0,15.3,12.8,204.4,124.5,79.9,15770.8,9611.2,6159.5,16073.6,9795.8,6277.8
Virgin Islands (U.S.),83,8,1196.2,366.5,1999.3,2003.6,1995.5,2000.0,423.9,460.8,450.3,430.7,29.0,51.1,38.1,34.1,9.0,17.2,8.7,11.2,328.6,296.1,32.5,25294.3,22791.6,2502.7,25779.9,23229.2,2550.8
Grenada,59,31,460.6,57.4,1997.5,1995.5,2005.4,2003.3,160.6,184.0,157.5,165.0,15.0,24.5,15.2,20.7,11.0,23.4,11.0,16.3,119.4,83.1,36.3,9232.4,6430.5,2801.9,9409.6,6553.9,2855.7
Guyana,37,14,62.5,85.9,1991.7,1991.3,1995.9,1994.3,431.5,438.9,442.4,446.4,48.0,119.6,119.5,129.9,21.0,37.1,36.8,38.2,30.8,24.7,6.1,2344.5,1886.1,458.4,2389.5,1922.3,467.2
Dominica,36,17,342.1,59.7,2004.9,2006.7,2004.2,2005.7,189.6,213.1,188.8,203.6,15.0,24.0,15.5,22.5,11.5,21.6,20.3,18.9,105.9,66.9,39.0,8195.8,5175.1,3020.7,8353.1,5274.5,3078.7
Puerto Rico,33,12,721.5,230.9,2006.9,2007.4,2005.6,2006.5,526.0,568.0,565.5,592.0,43.0,45.8,41.6,54.5,31.0,27.5,12.1,31.4,168.4,143.4,25.0,12919.6,11008.1,1911.5,13167.6,11219.4,1948.2
Antigua and Barbuda,31,17,757.8,85.8,2004.9,2004.2,2007.8,2006.1,308.7,316.0,307.4,313.6,19.0,28.7,20.3,25.0,8.0,14.4,12.2,15.2,172.7,144.2,28.5,13364.0,11163.4,2200.6,13620.6,11377.8,2242.9
Netherlands,25,7,1296.9,1435.4,2001.1,2001.1,2001.2,2001.2,3889.2,3936.5,3902.2,3901.4,220.0,225.1,223.5,223.4,12.0,10.8,11.1,11.0,465.3,457.5,7.9,35625.0,35034.2,590.7,36309.0,35706.9,602.1
United States of America,18,17,1405.8,1790.2,2008.7,2008.6,2011.4,2011.5,2307.7,2325.6,2255.7,2502.3,201.0,248.2,334.9,435.1,16.0,73.7,27.2,27.3,218.8,212.3,6.5,16103.7,15611.5,492.2,16412.9,15911.3,501.6
Suriname,16,5,128.0,45.4,2007.8,2002.8,2009.5,2008.0,530.3,566.4,530.4,542.2,41.5,51.4,41.1,43.8,7.5,10.0,7.6,8.7,27.8,26.1,1.8,2146.2,2011.6,134.6,2187.4,2050.2,137.2
Spain,14,14,1286.3,344.5,1996.1,1996.1,2006.7,1998.2,2700.0,3540.2,2789.8,3569.6,254.0,436.9,215.8,454.0,11.5,25.6,15.8,42.2,270.8,262.0,8.8,20889.4,20218.5,670.9,21290.4,20606.7,683.7
