Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,433,90,12313.0,1190.1,2000.1,1999.6,2005.1,2003.7,167.2,492.8,391.6,386.7,16.0,37.8,66.9,71.7,9.0,15.6,12.4,14.9,2564.3,2180.9,383.5,198151.9,168627.7,29524.1,201956.4,171865.4,30091.0
Container,297,33,1263.3,1613.7,2006.0,2007.3,2006.9,2006.9,233.7,386.3,425.2,425.4,22.0,34.0,62.0,61.6,13.0,66.7,34.2,34.7,404.3,319.5,84.8,30949.3,24567.3,6382.0,31543.5,25039.0,6504.5
General cargo,118,28,216.3,276.9,1991.4,1995.2,2002.0,2002.1,179.3,624.6,271.4,285.9,26.0,115.4,139.0,149.1,13.5,63.1,56.3,57.6,83.1,70.0,13.1,6355.6,5369.9,985.7,6477.6,5473.0,1004.6
Chemical tanker,81,22,488.5,765.1,2007.9,2007.1,2007.9,2007.9,440.2,807.6,774.5,776.4,40.0,102.2,151.6,150.2,31.0,41.4,49.5,48.3,162.4,115.2,47.3,12381.7,8818.1,3563.6,12619.5,8987.4,3632.1
Ferry-RoPax,54,3,4.1,1.0,1965.4,1967.7,1965.7,1965.5,143.8,153.0,136.8,136.4,15.0,16.0,23.1,22.4,5.0,9.8,14.5,13.5,9.7,6.2,3.5,728.1,468.9,259.2,742.1,477.9,264.2
Refrigerated bulk,54,9,256.0,274.3,2003.4,2002.0,2006.0,2005.8,146.5,787.3,349.3,338.8,12.0,51.0,113.9,110.6,7.0,22.3,27.7,27.7,107.3,88.8,18.5,8189.5,6798.6,1390.9,8346.7,6929.2,1417.6
Liquefied gas tanker,47,7,920.2,817.1,2008.5,2006.1,2010.8,2010.8,214.9,1366.2,2264.3,2119.6,16.0,181.9,324.4,322.4,15.0,23.0,34.6,34.6,145.2,124.3,20.9,9327.3,7750.7,1576.5,9506.3,7899.5,1606.8
Oil tanker,39,10,1984.2,3860.4,2004.1,2004.8,2010.7,2010.8,237.7,1792.3,4889.9,5470.4,23.0,198.0,807.0,815.1,31.0,79.7,231.3,233.7,170.2,141.1,29.1,13112.3,10902.6,2209.7,13364.0,11111.9,2252.1
Vehicle,35,14,207.4,65.9,2003.5,2003.7,2004.5,2003.8,200.0,169.9,202.1,202.2,29.0,19.2,30.1,30.7,5.0,9.0,8.2,8.4,22.8,20.0,2.8,1752.1,1539.2,212.9,1785.8,1568.8,217.0
Bulk carrier,30,14,707.8,1270.9,1993.0,2003.1,2013.3,2013.6,462.4,1376.3,2318.3,2663.8,101.0,149.7,720.7,740.0,87.0,95.5,32.3,30.2,71.9,63.8,8.1,5537.0,4928.3,608.7,5643.3,5022.9,620.4
Service - other,13,11,99.3,59.8,1997.4,1996.5,1997.1,1997.8,1206.6,2362.3,2376.1,2556.6,404.0,406.9,522.9,490.3,118.0,151.2,129.7,131.0,39.5,35.2,4.3,3011.2,2690.9,320.4,3069.0,2742.5,326.5
Offshore,5,4,363.5,241.4,2010.4,2008.0,2012.0,2011.9,5339.7,4321.7,5343.1,5352.2,479.0,734.0,550.0,554.3,28.0,34.1,56.5,55.8,106.7,106.2,0.5,8239.4,8201.3,38.1,8397.6,8358.7,38.9
Service - tug,4,3,1.0,0.6,1985.8,1990.3,1991.0,1991.1,335.8,933.9,893.9,849.4,187.5,243.5,319.5,316.2,27.5,28.8,30.2,30.1,2.1,2.0,0.1,156.8,149.2,7.5,159.8,152.1,7.7
Miscellaneous - fishing,1,1,9.7,3.5,2008.0,2008.0,2008.0,2008.0,4352.8,4352.8,4352.8,4352.8,328.0,328.0,328.0,328.0,455.0,455.0,455.0,455.0,5.0,3.7,1.3,378.9,278.8,100.1,386.2,284.2,102.0
