Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,431,90,9117.8,893.3,2000.2,1999.9,2004.0,2002.8,149.5,542.2,291.2,291.9,16.0,44.9,60.0,61.7,10.0,13.6,11.8,12.3,2169.7,1709.5,460.2,167744.0,132163.7,35580.3,170964.7,134701.3,36263.4
Container,299,33,673.1,849.6,2006.0,2007.3,2007.6,2007.4,213.4,304.5,225.0,222.3,16.0,24.0,51.3,47.9,12.0,14.1,16.7,16.4,202.7,152.5,50.2,15498.7,11723.0,3775.7,15796.3,11948.0,3848.2
General cargo,115,28,479.7,615.0,1991.6,1995.2,2000.2,1999.6,409.8,846.4,613.6,648.1,28.0,103.4,129.8,142.4,14.0,58.2,41.9,43.8,151.7,139.3,12.5,11640.2,10703.2,937.0,11863.7,10908.7,955.0
Chemical tanker,81,22,462.3,718.3,2007.9,2007.1,2008.2,2008.2,383.1,1017.5,733.0,729.0,50.0,124.2,235.5,225.8,31.0,48.5,48.7,47.0,166.8,116.4,50.4,12685.8,8883.9,3801.9,12929.3,9054.5,3874.9
Ferry-RoPax,54,3,20.4,4.3,1965.4,1967.7,1967.6,1967.5,102.3,2733.0,681.5,607.5,15.0,777.0,3847.6,3753.8,8.5,5.8,3.9,4.2,20.1,17.3,2.8,1506.1,1298.7,207.4,1535.0,1323.6,211.4
Refrigerated bulk,53,9,1637.2,1804.4,2003.3,2002.0,2002.2,2002.2,3778.4,2645.2,2277.2,2272.5,206.0,172.2,221.1,220.8,11.0,13.4,11.3,11.3,592.8,576.7,16.1,45366.0,44154.4,1211.6,46237.0,45002.2,1234.8
Liquefied gas tanker,47,7,789.1,702.5,2008.5,2006.1,2010.8,2010.8,230.4,1158.6,1941.6,1822.5,19.0,109.4,323.6,320.5,19.0,19.7,30.0,29.9,109.2,92.8,16.4,7198.0,5960.3,1237.6,7336.2,6074.8,1261.4
Oil tanker,37,9,542.6,1036.2,2004.4,2005.0,2010.0,2010.2,347.1,660.7,1371.5,1503.0,44.0,121.7,575.9,593.3,23.0,19.1,9.2,8.8,85.2,73.4,11.8,6476.1,5588.3,887.7,6600.4,5695.6,904.8
Vehicle,35,14,259.5,79.6,2003.5,2003.7,2006.0,2005.3,259.9,183.5,252.8,244.2,32.0,24.7,38.8,39.1,8.0,12.2,9.9,10.1,35.4,31.8,3.6,2731.1,2455.1,276.0,2783.5,2502.2,281.2
Bulk carrier,31,14,445.2,674.6,1992.6,2003.1,2011.1,2011.3,510.4,1440.8,1447.7,1405.0,122.0,147.9,216.3,214.0,53.0,101.0,90.1,81.2,66.7,59.3,7.4,5136.3,4569.4,566.9,5235.0,4657.2,577.8
Service - other,13,11,50.3,30.2,1997.4,1996.5,1988.4,1990.6,1017.0,1800.6,1204.4,1291.7,96.0,283.3,664.4,870.2,23.0,105.8,82.2,60.7,23.7,20.3,3.4,1795.7,1542.4,253.3,1830.2,1572.1,258.1
Offshore,5,4,157.1,104.8,2010.4,2008.0,2011.8,2011.6,2282.3,2572.5,2309.1,2322.8,252.0,409.4,247.6,252.7,36.0,33.9,3.9,4.1,50.1,49.5,0.6,3829.9,3786.3,43.6,3903.5,3859.0,44.5
Service - tug,4,3,0.4,0.2,1985.8,1990.3,1986.6,1986.5,245.8,333.2,339.2,326.8,64.5,243.2,398.0,382.9,22.0,30.7,21.7,22.0,0.9,0.8,0.1,64.5,58.2,6.3,65.7,59.3,6.4
Miscellaneous - fishing,1,1,4.6,1.7,2008.0,2008.0,2008.0,2008.0,2062.7,2062.7,2062.7,2062.7,203.0,203.0,203.0,203.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,184.3,184.3,0.0,187.8,187.8,0.0
