Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Foynes,150,118,1980.3,3093.5,2003.9,2005.1,2008.5,2008.6,958.5,1457.9,2083.6,2102.4,109.5,158.6,295.6,295.9,39.5,56.8,77.3,77.7,316.6,282.5,34.2,24244.5,21639.4,2605.1,24710.0,22054.9,2655.1
Wicklow,141,55,101.9,139.7,1993.4,2000.5,2000.6,2001.0,195.7,341.5,348.1,353.5,25.0,42.5,76.4,77.8,19.0,21.1,24.0,24.0,35.3,32.4,2.9,2660.2,2440.5,219.7,2711.2,2487.3,223.9
Dunmore East,135,123,645.9,875.9,2004.0,2004.1,2006.2,2006.2,736.0,955.4,947.5,1090.6,77.0,106.0,140.0,150.3,15.0,26.4,28.2,30.3,144.1,129.5,14.6,10961.6,9850.0,1111.6,11172.1,10039.1,1132.9
Moneypoint,127,101,4235.3,7578.9,2006.2,2006.5,2008.6,2008.6,1093.4,1591.4,2280.5,2343.2,112.0,157.9,287.9,292.9,23.0,72.2,158.3,162.4,439.5,376.5,63.0,33806.6,28970.3,4836.3,34455.7,29526.6,4929.2
Kilrush,125,106,1902.5,3087.6,2005.9,2006.0,2007.7,2007.8,1113.0,1433.5,1934.0,1995.3,84.0,121.1,254.1,260.6,37.0,47.9,61.9,63.5,319.6,263.3,56.3,24479.3,20163.6,4315.7,24949.3,20550.7,4398.6
Aughinish,98,78,5079.7,9099.0,2008.3,2008.8,2011.1,2011.2,1516.7,2041.5,2550.8,2602.4,163.5,253.5,414.0,418.1,56.0,78.3,106.3,107.3,504.9,468.6,36.3,38989.1,36198.5,2790.6,39737.7,36893.5,2844.2
Howth,90,49,800.8,302.1,2002.0,2002.7,2004.9,2005.3,244.4,573.8,598.2,575.9,18.5,50.9,60.3,61.5,7.5,21.6,15.9,16.2,139.9,105.2,34.7,10752.3,8078.4,2673.9,10958.7,8233.5,2725.2
Cobh,75,49,2783.4,930.6,2001.5,2000.1,2006.7,2009.7,424.3,1017.2,578.6,1407.0,37.0,85.0,103.1,272.7,9.0,64.9,24.5,46.1,552.9,501.4,51.5,42480.5,38511.5,3969.0,43296.1,39250.9,4045.2
Donegal,68,57,236.2,331.1,2003.4,2004.2,2008.4,2008.5,547.8,703.9,647.6,642.1,61.0,85.5,107.4,105.6,28.0,32.1,26.5,26.2,57.3,51.6,5.7,4347.0,3914.9,432.1,4430.4,3990.1,440.4
Tarbert,65,57,1136.8,1956.3,2005.3,2005.1,2010.0,2010.2,1037.8,1343.4,1890.1,1960.2,91.0,128.1,250.1,256.7,14.0,21.7,24.0,24.2,143.2,128.4,14.8,10974.2,9840.5,1133.7,11184.9,10029.5,1155.5
Dun Laoghaire,61,45,581.9,462.8,2004.8,2005.4,2010.4,2009.2,583.8,716.6,816.9,749.5,44.0,55.2,69.2,81.8,12.0,33.3,39.4,34.2,121.4,88.6,32.8,9267.5,6754.3,2513.2,9445.5,6884.0,2561.5
Limerick,47,35,101.8,157.1,2002.9,2004.3,2005.2,2005.7,666.8,830.3,836.1,841.3,69.0,95.5,123.4,122.9,49.0,59.5,61.8,62.2,34.0,28.0,6.0,2572.3,2118.5,453.8,2621.7,2159.2,462.5
Fenit,45,36,608.4,750.9,2004.7,2006.6,2007.9,2007.9,924.3,1448.1,2070.4,2062.7,79.0,124.5,266.9,263.6,43.0,85.4,137.6,117.6,130.2,105.5,24.7,9942.8,8084.5,1858.4,10133.7,8239.7,1894.0
Rushbrooke,44,30,85.7,117.3,2002.5,2005.0,2005.3,2005.5,393.6,633.9,544.3,555.9,44.0,116.6,103.2,110.4,30.5,74.1,85.6,82.5,40.1,27.5,12.6,3034.3,2087.4,946.9,3092.5,2127.5,965.0
Ballydavid,43,35,1007.0,1808.6,2001.0,2002.2,2007.5,2007.9,1123.7,2211.6,2108.5,2222.5,122.0,248.6,337.7,336.2,12.0,58.6,14.0,11.7,134.3,121.3,13.0,10282.9,9287.7,995.2,10480.3,9466.0,1014.3
Dundalk,40,29,40.0,57.8,2000.4,2000.5,1998.6,1998.5,238.5,434.5,431.6,435.4,38.5,65.8,102.7,103.6,36.0,38.3,38.6,38.2,12.7,11.5,1.2,954.4,866.7,87.8,972.8,883.3,89.5
Ardmore,37,9,36.4,51.3,1995.8,1999.1,2001.1,2001.9,288.2,693.9,384.2,371.6,38.0,87.4,118.8,115.3,11.0,7.8,9.0,9.2,10.0,9.4,0.5,751.6,711.0,40.6,766.0,724.6,41.4
New Ross-Raheen/Roberscon,36,33,86.3,129.7,2002.8,2003.8,2003.8,2003.9,642.3,871.4,935.2,927.8,105.0,109.4,155.9,155.7,34.5,40.8,43.7,44.3,28.7,26.0,2.7,2157.1,1957.6,199.4,2198.5,1995.2,203.3
Skerries,32,18,82.9,71.3,1997.8,2001.2,2006.2,2004.2,265.5,763.8,784.9,890.4,37.0,79.5,110.4,155.5,10.0,22.5,20.3,35.6,16.5,14.3,2.2,1250.9,1083.4,167.5,1274.9,1104.2,170.7
Dublin-Marine Terminal,30,18,48.8,11.9,1994.8,1994.8,1997.3,2002.4,147.7,224.6,171.5,248.1,14.5,28.1,22.2,39.8,13.0,21.9,13.4,17.7,26.8,17.2,9.7,2048.7,1310.6,738.1,2088.1,1335.8,752.3
Galway,27,26,161.9,111.0,2006.8,2006.6,2011.6,2008.6,928.5,1467.2,1399.7,1109.5,91.0,161.0,159.4,130.9,49.0,55.2,40.0,65.4,42.0,35.4,6.6,3191.6,2693.0,498.6,3252.9,2744.7,508.1
Stokestown/New Ross,27,25,76.9,110.7,2000.4,2000.9,2001.5,2001.5,1114.1,1142.1,1173.7,1171.8,119.0,138.9,173.0,172.0,22.0,28.4,30.2,29.9,21.9,19.2,2.8,1648.4,1440.7,207.7,1680.1,1468.3,211.7
Duncannon/Saint Helens,23,23,197.8,290.6,2003.1,2003.1,2005.7,2005.7,1043.1,1287.2,1903.4,1910.4,114.0,135.2,238.1,238.5,12.0,33.3,58.6,58.5,36.2,34.3,2.0,2750.5,2603.0,147.5,2803.3,2653.0,150.3
Kinsale,23,21,119.8,181.3,2003.9,2004.0,2010.5,2010.7,618.0,859.3,1738.0,1928.1,71.0,98.1,418.7,424.3,57.0,51.5,30.1,30.1,20.5,18.4,2.1,1559.0,1403.9,155.1,1589.0,1430.8,158.1
Esb Poolbeg-Dublin,21,14,301.5,87.8,2003.0,1999.7,2003.2,2003.5,176.7,653.2,824.3,709.6,20.0,55.4,116.5,109.9,3.0,18.2,19.4,17.1,58.4,46.0,12.4,4498.9,3546.0,952.9,4585.3,3614.1,971.2
Drogheda,21,18,43.5,61.8,2008.0,2006.8,2008.0,2007.5,638.8,787.8,753.6,794.1,79.0,95.9,121.3,127.0,22.0,39.9,46.5,50.5,16.1,13.8,2.3,1187.2,1017.6,169.6,1210.0,1037.1,172.9
Town Quays/Drogheda,20,19,39.4,58.9,2006.7,2007.7,2007.8,2008.3,647.4,797.1,802.4,810.8,83.5,94.9,143.5,142.8,34.5,37.2,44.5,44.3,13.1,12.0,1.1,990.2,904.5,85.8,1009.2,921.8,87.4
Clogherhead,20,20,74.4,93.6,2000.6,2000.6,1998.8,1999.2,832.5,993.5,1239.5,1173.3,94.5,106.8,183.5,175.1,36.5,44.9,52.2,52.6,27.9,25.4,2.5,2129.1,1939.1,190.0,2170.0,1976.3,193.7
Dunfanaghy,18,7,11.9,10.9,2001.0,1997.1,1991.2,1992.6,525.1,463.8,1012.0,1123.1,44.5,57.3,162.0,161.4,26.0,29.1,25.1,35.6,9.1,6.1,3.1,688.1,458.6,229.5,701.3,467.4,233.9
Glengarriff,17,17,744.6,1237.2,1999.6,1999.6,2011.1,2012.6,618.7,1318.5,1456.2,1564.7,67.0,141.8,334.3,341.4,29.0,51.1,171.9,176.4,99.9,79.6,20.3,7712.6,6141.2,1571.4,7860.7,6259.1,1601.6
Bantry,16,5,5.1,2.4,1993.6,1988.0,1992.7,1997.2,509.9,534.4,628.7,732.3,50.5,53.3,109.7,110.5,28.5,33.7,125.9,122.2,8.9,5.2,3.8,672.3,389.6,282.6,685.2,397.1,288.1
Greencastle,15,13,51.3,18.4,1994.5,1994.8,1994.0,1991.4,210.9,794.9,448.5,504.7,34.0,729.8,510.1,1027.1,5.0,8.5,9.0,6.2,39.2,37.0,2.2,2973.1,2805.6,167.5,3030.1,2859.4,170.7
Kilmore Quay,14,13,48.3,69.3,1997.4,1998.6,2008.0,2008.4,1088.8,1713.1,1683.1,1687.6,106.5,116.7,201.1,200.9,14.5,156.0,58.5,31.7,22.9,14.0,8.8,1731.5,1068.1,663.4,1764.7,1088.6,676.1
Ballyhack,13,12,46.3,68.9,2003.8,2005.2,2005.1,2005.6,711.7,1055.2,1016.0,1032.8,82.0,115.8,186.8,188.0,24.0,32.8,31.0,30.0,13.1,11.9,1.1,990.6,904.9,85.8,1009.6,922.2,87.4
Passage East,13,13,42.3,60.8,2006.4,2006.4,2009.1,2009.3,579.0,794.4,904.8,878.7,75.0,88.9,111.1,106.2,17.0,20.5,16.8,17.6,11.5,9.8,1.7,875.8,748.6,127.2,892.6,763.0,129.6
Passage West,13,11,23.8,30.0,2000.2,2001.4,2001.9,2001.4,368.6,502.0,477.8,481.0,48.0,57.8,79.3,78.2,14.0,17.2,16.0,16.5,9.8,8.5,1.2,740.5,648.2,92.3,754.7,660.6,94.1
Crosshaven,12,12,596.4,959.3,2007.5,2007.5,2009.0,2008.5,522.4,3553.9,2756.0,2771.4,54.0,341.3,591.1,398.5,6.5,17.4,17.8,11.1,83.6,81.5,2.1,6358.7,6196.2,162.6,6480.8,6315.1,165.7
Greystones,9,7,68.6,46.6,2002.8,2002.1,2006.1,2005.8,700.1,643.0,670.6,690.9,40.0,44.2,40.9,41.8,9.0,12.0,9.1,11.6,14.2,11.8,2.5,1084.2,892.2,192.0,1105.1,909.4,195.7
Lehanbeag,9,9,9.6,7.4,1993.9,1993.9,1995.1,1994.9,718.1,1966.2,736.9,696.7,63.0,148.9,252.9,124.7,9.0,74.8,191.1,95.8,12.6,7.7,4.9,946.3,577.9,368.4,964.5,589.0,375.5
Skull,9,9,28.7,42.1,2001.0,2001.0,2009.6,2010.0,261.1,727.0,690.2,661.1,44.0,91.8,253.8,258.6,12.0,33.0,98.5,101.6,10.0,8.0,2.1,759.8,603.4,156.4,774.4,615.0,159.4
Arklow,8,8,75.8,28.6,2007.5,2007.5,2012.7,2011.3,498.8,537.8,599.5,542.2,58.5,65.1,70.4,78.5,5.5,10.8,17.9,16.5,5.7,5.1,0.6,434.2,388.0,46.2,442.5,395.4,47.1
Inisheer,8,6,35.2,44.3,2004.8,2005.7,2004.9,2005.0,923.9,1207.0,1067.4,1078.8,70.0,99.7,97.8,99.4,12.0,39.4,40.6,39.8,11.0,8.6,2.5,844.0,654.6,189.4,860.3,667.2,193.0
Easkey/Rathlee,7,7,10.2,12.6,2004.6,2004.6,2007.6,2007.2,297.3,569.0,607.1,647.8,47.0,64.6,90.4,89.6,6.0,32.3,44.9,50.5,2.5,2.1,0.4,190.7,159.0,31.7,194.3,162.0,32.3
Fethard/Slade,6,5,15.1,11.1,1995.5,1993.0,1994.8,2003.3,322.9,598.3,470.6,635.6,24.0,51.2,64.2,92.6,7.0,8.2,9.1,7.8,4.1,3.4,0.7,309.5,256.3,53.2,315.4,261.2,54.2
Sligo,5,4,5.9,7.8,1989.4,1991.0,1992.7,1992.8,732.8,807.6,779.7,821.6,141.0,117.0,129.8,134.2,29.0,39.2,45.7,44.9,2.1,1.8,0.3,154.1,133.5,20.6,157.0,136.0,21.0
Balbriggan,5,5,6.8,8.4,1998.0,1998.0,1999.7,1998.0,435.1,560.0,634.6,676.3,69.0,102.4,164.8,152.0,46.0,61.2,63.6,57.0,3.6,2.7,0.8,266.8,205.6,61.1,271.9,209.6,62.3
Pontoon,4,4,57.4,91.0,1997.5,1997.5,2002.5,2003.4,909.0,1465.0,1059.3,1100.5,76.0,444.2,173.0,118.6,14.5,17.2,12.9,12.9,12.9,12.6,0.3,981.9,962.3,19.6,1000.7,980.8,19.9
Rathmullan,4,4,0.9,0.5,2001.0,2001.0,2000.9,2002.2,266.7,400.3,157.7,219.0,34.0,36.8,29.0,40.8,40.0,74.8,73.9,119.3,1.2,0.5,0.7,89.7,40.1,49.5,91.4,40.9,50.5
Waterford City Quays,3,3,25.1,38.3,2005.0,2005.0,2002.5,2002.5,1880.6,1828.0,2211.6,2227.0,182.0,179.3,250.3,251.6,5.0,13.3,5.9,5.9,4.9,4.8,0.1,373.1,366.5,6.5,380.2,373.6,6.6
Helvick,3,3,32.6,38.1,2005.0,2005.0,2014.3,2014.2,649.5,492.9,648.1,651.0,65.0,58.0,81.0,80.8,0.0,3.3,0.5,0.7,3.3,3.2,0.1,248.4,244.0,4.4,253.2,248.7,4.5
New Ross,3,3,3.0,4.3,2004.3,2004.3,2004.5,2004.6,559.1,499.0,506.6,508.7,75.0,68.3,71.1,71.2,35.0,42.3,48.4,48.7,1.1,1.0,0.1,78.9,72.1,6.8,80.4,73.5,6.9
Waterford,3,3,18.6,27.6,1994.7,1994.7,1999.1,1999.4,561.9,1163.7,1471.2,2091.4,132.0,133.7,235.9,244.1,322.0,549.3,385.9,387.0,7.3,5.1,2.2,556.3,391.6,164.6,566.9,399.2,167.8
Bangor,3,3,33.4,33.0,1994.3,1994.3,1997.0,1997.2,2544.6,1896.0,2457.2,2751.4,349.0,280.0,457.0,460.0,0.0,0.7,0.0,0.0,7.2,7.2,0.0,554.6,554.4,0.2,565.3,565.0,0.2
Burtonport,3,3,5.1,5.6,1990.0,1990.0,1987.2,1986.3,690.4,721.3,639.7,754.0,25.0,55.0,61.2,64.5,37.0,30.7,39.5,41.9,1.2,0.9,0.4,93.7,64.1,29.7,95.5,65.3,30.2
Fintona,2,2,3.9,2.1,2009.5,2009.5,2010.2,2007.9,1041.9,1041.9,1026.1,1059.8,39.0,39.0,38.0,41.4,31.0,31.0,30.4,32.5,2.1,1.2,1.0,158.4,86.4,72.0,161.5,88.0,73.4
Ballina,2,2,1.3,1.3,2006.5,2006.5,2008.1,2009.9,261.4,261.4,261.2,311.2,32.5,32.5,36.6,41.1,16.5,16.5,21.3,26.6,0.4,0.4,0.0,32.6,31.3,1.2,33.2,31.9,1.3
Inishmore,2,2,1.3,1.9,1985.0,1985.0,1994.0,1994.8,512.0,512.0,708.5,778.8,61.5,61.5,80.8,82.5,10.5,10.5,12.7,12.9,0.5,0.5,0.1,40.0,34.4,5.6,40.8,35.1,5.7
Wexford,2,2,2.9,3.3,2011.0,2011.0,2005.9,2005.4,3866.3,3866.3,3901.0,5237.8,686.5,686.5,1229.6,1282.6,61.5,61.5,105.4,109.7,4.2,4.0,0.2,316.4,301.8,14.6,322.5,307.6,14.9
Moville,2,2,16.8,29.0,2000.5,2000.5,2001.0,2001.0,328.0,328.0,546.5,579.7,9.0,9.0,9.0,9.0,62.0,62.0,113.9,114.7,1.0,0.2,0.8,77.4,16.5,60.9,78.9,16.8,62.1
Westport,2,2,1.0,0.7,1977.5,1977.5,1982.5,1968.5,1984.3,1984.3,388.2,674.1,49.5,49.5,45.7,56.3,1292.0,1292.0,1034.0,1756.5,11.2,0.5,10.7,841.2,36.6,804.6,857.3,37.3,820.0
Rossaveel,2,2,1.6,2.0,2002.0,2002.0,2000.3,2000.2,547.0,547.0,570.2,571.7,51.5,51.5,47.7,47.5,172.5,172.5,39.1,31.5,1.2,0.6,0.6,92.8,45.6,47.2,94.5,46.4,48.1
Tober,2,2,383.9,719.1,2003.0,2003.0,2003.0,2003.0,1466.3,1466.3,2390.7,2392.9,325.5,325.5,603.6,603.8,6.0,6.0,2.0,2.0,16.2,16.2,0.0,1258.0,1254.6,3.4,1282.1,1278.7,3.5
Ennistymon,1,1,1.2,1.8,1994.0,1994.0,1994.0,1994.0,764.9,764.9,764.9,764.9,95.0,95.0,95.0,95.0,6.0,6.0,6.0,6.0,0.4,0.4,0.0,31.5,29.6,1.9,32.1,30.1,2.0
Dublin-Ferryport Terminal 2,1,1,4.0,1.5,1993.0,1993.0,1993.0,1993.0,464.7,464.7,464.7,464.7,37.0,37.0,37.0,37.0,9.0,9.0,9.0,9.0,0.6,0.6,0.1,48.3,42.4,5.9,49.2,43.2,6.0
Newport,1,1,0.0,0.0,1992.0,1992.0,1992.0,1992.0,93.5,93.5,93.5,93.5,80.0,80.0,80.0,80.0,5.0,5.0,5.0,5.0,0.1,0.1,0.0,10.4,9.8,0.6,10.6,10.0,0.6
Flogas Products Drogheda,1,1,0.3,0.5,2017.0,2017.0,2017.0,2017.0,98.0,98.0,98.0,98.0,12.0,12.0,12.0,12.0,48.0,48.0,48.0,48.0,0.2,0.1,0.2,17.7,5.5,12.2,18.1,5.6,12.5
