Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
United Kingdom of Great Britain and Northern Ireland,4591,819,16466.0,8772.1,2002.1,2003.1,2001.9,2004.4,133.5,518.4,260.3,274.0,12.0,79.5,131.8,90.5,11.0,58.5,93.1,60.0,4547.3,3272.3,1275.0,348266.8,251064.9,97201.9,354953.6,255885.4,99068.2
Netherlands,952,295,6556.2,6490.1,2006.6,2005.0,2008.3,2008.0,637.7,721.1,665.9,676.9,54.0,89.1,60.2,65.9,26.0,40.8,27.9,35.1,1796.8,1578.3,218.4,136186.8,119645.2,16541.7,138801.6,121942.3,16859.3
Spain,662,375,6815.3,9652.5,2003.6,2004.2,2008.7,2009.2,1146.0,1693.7,1282.5,1395.5,133.0,219.0,225.7,206.8,32.0,89.1,77.5,83.3,1386.2,1162.8,223.3,105882.8,88953.1,16929.8,107915.8,90661.0,17254.8
France,542,193,4562.5,1883.3,2001.5,2003.3,2001.2,2005.5,402.1,798.6,445.3,538.9,22.0,99.7,47.3,79.7,13.0,65.5,28.0,38.8,1065.7,818.2,247.5,80916.2,62158.5,18757.7,82469.8,63351.9,19117.9
Belgium,465,137,5145.7,3092.6,2004.7,2005.0,2009.8,2008.4,617.2,747.4,605.0,630.1,51.0,89.4,46.2,53.1,15.0,46.9,17.5,23.1,867.8,782.3,85.5,65833.6,59339.5,6494.2,67097.6,60478.8,6618.8
Germany,223,150,1854.0,1139.0,2004.1,2003.5,2009.5,2007.7,867.4,997.1,892.1,943.4,97.0,112.3,88.1,115.9,22.0,50.4,27.4,36.2,279.8,238.8,40.9,21142.9,18041.2,3101.8,21548.9,18387.5,3161.3
Norway,100,78,1183.0,1756.0,2003.7,2003.9,2009.5,2009.9,1037.7,1192.3,1045.9,1049.7,110.5,153.5,167.5,178.0,35.0,210.2,73.6,65.6,261.6,191.7,69.9,19901.1,14572.6,5328.5,20283.2,14852.4,5430.8
Russian Federation,79,56,1414.2,2177.8,2006.6,2006.1,2008.7,2009.1,1844.1,1844.4,2020.4,2050.3,184.0,188.8,188.7,188.9,36.0,47.3,88.3,97.4,310.5,271.1,39.4,23501.7,20513.1,2988.6,23952.9,20906.9,3046.0
Portugal,69,57,720.8,526.3,2004.2,2004.0,2004.5,2005.9,986.9,1056.9,1062.3,1012.0,102.0,112.9,85.9,101.3,32.0,41.0,26.6,38.6,167.8,153.1,14.7,12928.8,11799.6,1129.2,13177.0,12026.2,1150.8
Sweden,61,52,737.6,1102.1,2003.6,2003.7,2004.8,2004.8,1142.8,1344.9,1280.1,1273.5,120.0,132.4,133.0,130.3,29.0,30.1,32.8,32.9,163.5,138.0,25.5,12392.0,10429.5,1962.5,12629.9,10629.8,2000.2
