Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
United Kingdom of Great Britain and Northern Ireland,4717,985,23880.1,11594.9,2002.2,2003.3,2002.4,2005.3,131.4,473.3,367.7,331.8,13.0,79.5,1138.7,548.0,10.0,44.2,66.6,50.8,5900.8,4722.6,1178.2,451859.6,362155.7,89703.9,460535.3,369109.1,91426.2
Netherlands,974,311,7038.3,7266.6,2006.9,2005.5,2008.0,2007.7,648.8,837.3,706.6,729.6,53.0,99.9,93.7,103.5,29.0,49.1,69.2,73.2,1874.9,1619.7,255.2,142037.9,122804.7,19233.1,144765.0,125162.6,19602.4
France,611,226,4985.5,2468.1,2001.9,2004.2,2000.9,2005.1,432.4,700.4,465.4,561.6,39.0,99.7,84.2,119.8,7.0,46.7,33.7,61.7,1114.7,976.1,138.6,84671.3,74217.1,10454.2,86297.0,75642.1,10654.9
Spain,567,301,3957.3,3226.7,2002.0,2001.8,2006.8,2006.7,781.4,1481.5,862.6,987.6,88.0,222.3,130.5,135.4,40.0,141.5,91.4,99.8,1096.2,866.1,230.1,83378.5,66007.3,17371.2,84979.3,67274.6,17704.7
Belgium,511,153,5666.5,3535.5,2005.2,2004.6,2009.8,2008.4,604.4,683.3,617.3,627.8,47.0,73.4,45.2,52.9,15.0,31.2,20.8,28.0,929.4,848.0,81.4,70506.0,64390.8,6115.2,71859.8,65627.1,6232.6
Norway,195,135,1844.9,2875.7,2005.7,2006.0,2008.6,2008.8,904.9,1008.6,986.5,1010.4,85.0,115.4,113.4,117.1,21.0,54.6,47.4,48.9,363.9,293.4,70.6,27639.4,22337.9,5301.5,28170.1,22766.8,5403.3
Portugal,166,85,1459.6,1419.5,2004.0,2005.0,2003.2,2003.4,839.2,908.3,909.0,886.6,72.0,112.5,76.8,82.8,23.0,44.6,39.8,55.2,360.0,331.1,28.9,27694.9,25504.6,2190.2,28226.6,25994.3,2232.3
Germany,117,82,758.6,1090.8,2002.2,2004.6,2007.7,2009.2,919.7,1093.8,1103.8,1164.4,93.0,137.8,190.0,204.7,33.0,89.8,81.0,89.0,176.3,127.0,49.3,13306.9,9600.7,3706.3,13562.4,9785.0,3777.4
Denmark,105,82,1855.7,1728.0,2006.6,2007.7,2004.1,2007.4,1008.2,1292.9,976.6,1063.6,99.0,253.6,102.1,126.0,15.0,147.8,43.5,48.2,281.5,242.7,38.9,21275.8,18357.3,2918.5,21684.3,18709.7,2974.5
Sweden,79,71,1112.2,1282.5,2005.8,2006.0,2005.8,2007.1,1070.8,1208.3,1167.0,1209.9,106.0,121.6,131.7,155.9,11.0,29.3,30.4,32.4,173.8,157.9,15.9,13096.7,11899.5,1197.2,13348.2,12128.0,1220.2
Russian Federation,48,46,1754.2,3001.3,2007.9,2007.7,2010.7,2011.0,1941.2,1938.4,1909.2,1909.0,194.5,196.7,187.8,186.1,86.0,115.6,89.2,87.7,217.4,190.1,27.3,16516.8,14456.3,2060.5,16833.9,14733.9,2100.0
United States of America,37,37,6113.0,11025.4,2010.5,2010.5,2011.3,2011.4,3309.1,3925.1,3989.1,4018.1,432.0,438.3,506.3,513.4,64.0,68.4,63.1,62.4,469.1,440.5,28.7,36079.1,33926.8,2152.2,36771.8,34578.2,2193.6
Canada,23,22,2255.6,2548.0,2005.0,2005.1,2007.0,2009.8,2755.4,2600.1,2503.8,2652.6,241.0,258.1,248.8,311.7,49.0,126.3,87.9,121.2,308.5,277.8,30.7,23682.5,21378.0,2304.5,24137.2,21788.4,2348.7
Isle of Man,16,9,14.1,5.1,1987.8,1991.4,1995.7,1986.4,216.8,218.1,110.3,184.3,13.0,20.8,11.7,14.3,13.0,18.4,16.7,33.5,6.2,3.6,2.6,476.3,275.2,201.1,485.4,280.5,204.9
Morocco,14,13,389.4,616.0,2008.2,2008.2,2008.9,2009.2,1265.6,1324.8,1319.8,1313.6,127.5,247.8,151.0,149.1,39.5,50.8,63.9,69.7,48.3,45.0,3.3,3719.9,3464.5,255.4,3791.3,3531.0,260.3
Finland,13,11,137.8,207.1,2006.8,2006.6,2009.3,2009.2,1775.7,1735.2,1712.5,1714.2,161.0,161.7,157.2,157.4,46.0,61.4,47.6,47.7,35.7,33.0,2.7,2694.7,2492.0,202.7,2746.4,2539.8,206.6
Estonia,13,11,301.8,486.1,2008.1,2008.3,2010.3,2010.3,1683.3,1763.7,1795.5,1796.9,175.0,185.7,181.5,181.3,53.0,240.4,54.9,56.3,40.2,34.3,5.9,3042.7,2597.0,445.7,3101.1,2646.8,454.3
Iceland,12,10,425.8,132.0,2002.8,2001.2,2004.5,2007.3,1017.6,1080.6,999.9,1057.0,94.5,96.8,69.1,101.6,48.5,49.8,29.3,86.6,90.8,81.0,9.9,7015.4,6261.9,753.5,7150.1,6382.2,767.9
Lithuania,11,11,363.5,620.6,2007.8,2007.8,2009.8,2009.8,1510.7,1733.4,1593.7,1587.7,131.0,163.0,165.1,163.4,69.0,94.3,100.9,103.0,48.0,41.2,6.8,3630.2,3117.7,512.5,3699.9,3177.6,522.3
Turkey,11,9,853.2,977.4,1997.4,2000.6,2002.2,2003.9,3001.8,3008.5,3013.2,3033.9,270.0,252.6,247.3,258.6,17.0,35.7,27.4,21.3,79.2,76.6,2.5,6097.5,5902.4,195.1,6214.6,6015.7,198.9
Latvia,10,10,326.5,528.5,2009.1,2009.1,2011.0,2011.3,2201.5,2475.0,2307.7,2309.5,191.5,216.9,231.5,231.6,54.0,79.1,96.3,96.7,49.7,45.3,4.4,3755.2,3425.2,330.0,3827.3,3491.0,336.3
Gibraltar,8,8,283.4,479.0,2006.8,2006.8,2012.6,2012.7,1302.1,1821.3,2884.0,2997.1,147.5,199.2,481.7,491.8,6.5,6.4,7.8,7.9,30.8,30.2,0.5,2368.8,2327.5,41.3,2414.2,2372.2,42.1
Guernsey,7,5,215.8,20.9,2002.6,2001.2,2003.9,2003.0,336.5,342.9,332.8,337.7,27.0,27.9,28.5,29.5,9.0,11.7,10.6,10.5,50.1,41.5,8.6,3831.4,3185.8,645.6,3905.0,3247.0,658.0
Faroe Islands,7,6,32.0,17.3,1997.4,1996.3,1996.7,1995.0,848.1,1787.1,1826.5,1319.0,61.0,277.4,796.6,446.7,20.0,44.5,71.4,101.5,16.4,12.6,3.9,1239.8,948.5,291.3,1263.6,966.7,296.9
Poland,7,7,122.0,133.9,2007.3,2007.3,2007.8,2010.0,1366.8,1352.5,1342.4,1303.6,107.0,157.3,161.8,141.0,80.0,292.3,164.4,148.1,44.7,21.7,23.1,3369.4,1636.0,1733.4,3434.1,1667.4,1766.7
Mexico,5,2,0.1,0.1,1968.2,1970.0,1970.0,1969.4,70.3,67.5,75.6,76.7,20.0,16.5,21.7,23.4,16.0,16.2,15.7,14.9,0.3,0.2,0.1,24.2,17.4,6.8,24.6,17.7,6.9
Italy,4,2,17.5,12.6,2000.8,2005.5,2008.8,2002.1,491.2,2768.2,1054.3,565.4,25.0,435.0,579.2,288.2,22.0,22.0,32.0,44.0,7.3,6.3,1.0,552.5,477.7,74.8,563.1,486.9,76.2
Indonesia,4,2,0.4,0.2,1971.5,1970.0,1972.2,1971.9,175.1,190.5,133.2,137.4,31.5,31.5,84.2,81.7,7.5,6.0,8.4,7.9,0.6,0.5,0.1,43.7,37.9,5.9,44.6,38.6,6.0
