Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Dublin,302,75,870.2,620.0,2004.6,2002.8,2004.2,2007.5,170.6,315.1,259.8,229.6,14.0,32.0,71.8,41.1,11.0,20.5,15.6,23.0,247.3,186.3,61.0,19001.5,14354.9,4646.5,19366.3,14630.6,4735.7
Cork,188,43,230.3,297.2,2000.8,2004.2,2003.4,2002.2,272.3,323.9,324.2,274.5,28.0,50.8,96.0,51.2,15.0,29.1,91.3,44.3,110.8,72.8,38.0,8414.5,5542.9,2871.6,8576.0,5649.3,2926.7
Cobh,152,43,710.3,94.8,2000.5,2000.0,2009.0,2005.2,206.7,319.4,221.2,282.4,38.0,62.9,57.1,163.3,13.0,44.1,20.6,45.8,222.3,161.1,61.2,17015.0,12315.7,4699.3,17341.7,12552.2,4789.5
Killybegs,138,54,126.6,58.0,1995.9,2000.2,1994.0,1997.5,347.6,805.9,386.6,373.2,43.0,376.1,256.7,463.0,14.5,134.7,186.4,243.7,134.5,87.7,46.8,10135.9,6618.8,3517.1,10330.5,6745.9,3584.6
Galway,95,25,122.0,105.0,1998.6,1999.8,2000.0,1999.0,263.5,514.3,339.9,313.4,30.0,56.7,105.6,79.6,17.0,70.1,77.7,43.0,69.5,41.9,27.6,5267.5,3187.6,2079.9,5368.7,3248.8,2119.9
Castletown Bearhaven,93,46,32.9,25.8,1996.9,1996.8,1996.9,1998.2,487.7,1055.6,564.6,438.7,82.0,279.3,510.6,385.2,19.0,72.3,121.9,92.2,77.5,59.6,17.9,5817.7,4475.6,1342.1,5929.4,4561.5,1367.9
Ringaskiddy Deepwater Terminal,91,69,238.1,345.5,2005.3,2007.2,2009.4,2010.5,201.6,321.2,226.0,224.3,32.0,81.8,86.5,65.5,44.0,60.5,69.9,71.6,65.2,41.9,23.4,4991.8,3200.3,1791.5,5087.7,3261.7,1825.9
Ford'S Wharf (Topaz Energy Terminal),70,39,76.3,100.1,2000.8,2003.6,2004.6,2005.1,182.6,332.0,297.5,313.0,20.0,43.0,69.3,72.5,15.5,40.4,32.3,28.5,31.4,22.2,9.3,2387.7,1688.7,699.0,2433.6,1721.2,712.4
Dunmore East,61,49,132.0,102.6,2004.9,2004.7,2009.2,2009.4,293.7,539.1,185.2,301.6,55.0,79.1,68.2,99.8,25.0,37.8,46.7,68.7,46.6,28.7,17.8,3560.3,2193.9,1366.4,3628.6,2236.0,1392.6
Foynes,56,47,100.7,157.1,2000.8,2002.2,2005.2,2005.5,248.7,299.5,309.5,311.5,23.0,58.2,58.4,51.2,27.5,45.3,60.4,58.6,27.6,20.0,7.5,2093.7,1525.3,568.4,2133.9,1554.6,579.3
Moneypoint,55,47,278.3,480.0,2004.6,2005.2,2008.2,2008.3,319.2,361.9,449.3,456.7,29.0,39.8,48.7,48.8,21.0,32.9,36.8,36.6,38.9,26.6,12.3,2977.2,2037.4,939.8,3034.4,2076.5,957.8
Waterford Great Island (Esb),53,31,61.0,79.4,2006.1,2005.9,2007.4,2008.3,120.9,331.9,207.8,220.9,13.0,30.5,31.8,33.1,19.0,42.0,34.4,36.8,20.1,12.8,7.4,1537.3,976.3,561.0,1566.8,995.1,571.8
Ballydavid,49,41,288.6,464.4,2003.3,2003.9,2009.2,2009.9,589.0,753.9,569.4,582.0,41.0,100.9,128.8,139.1,25.0,119.4,83.8,77.5,61.7,35.8,26.0,4697.3,2736.6,1960.7,4787.5,2789.2,1998.3
Inisheer,47,12,38.3,50.9,1994.9,1999.6,1997.0,1997.5,319.7,503.7,361.6,344.5,32.0,67.3,61.6,45.7,21.0,49.1,45.1,36.7,21.2,12.7,8.5,1611.9,967.5,644.4,1642.8,986.1,656.8
Rushbrooke,41,19,33.5,25.2,2002.0,2001.4,1998.7,1999.4,172.9,915.8,643.0,476.4,55.0,123.2,220.8,172.1,24.0,243.9,1051.9,1078.8,29.0,19.7,9.3,2181.7,1483.9,697.7,2223.6,1512.4,711.1
Rosslare,41,20,129.9,42.6,1996.1,1997.4,2004.1,2004.8,311.0,425.6,594.5,452.6,25.0,33.6,69.1,61.8,17.0,46.9,70.7,96.6,41.6,21.8,19.8,3170.6,1666.7,1503.9,3231.4,1698.7,1532.8
Bangor,40,17,17.8,14.1,1990.8,1995.4,1995.5,1996.3,142.8,468.1,258.8,274.5,17.0,40.3,59.1,62.8,32.0,412.1,694.2,755.2,27.6,7.5,20.0,2074.6,569.0,1505.6,2114.5,579.9,1534.5
Dun Laoghaire,38,18,30.7,32.3,1997.1,2001.3,2001.3,2005.3,182.8,574.4,243.2,214.3,24.0,136.7,124.2,116.5,19.5,70.7,86.0,95.9,21.8,15.9,5.9,1640.4,1199.7,440.7,1671.9,1222.7,449.2
