Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,2219,784,7482.7,10822.7,2002.9,2003.5,2006.3,2006.6,658.2,1014.3,1000.8,982.9,75.0,112.2,171.8,168.1,30.0,40.1,52.8,50.5,1976.8,1723.5,253.3,150025.4,130880.1,19145.4,152905.9,133393.0,19513.0
Ro-Ro,1439,26,8774.3,3421.9,2008.6,2006.8,2010.8,2010.4,124.7,424.4,304.2,327.3,10.0,27.9,35.1,36.1,3.0,7.6,11.6,11.9,1524.0,1362.6,161.4,116971.0,104479.9,12491.1,119216.8,106485.9,12730.9
Ferry-RoPax,1394,22,11451.3,2667.7,1997.2,1996.9,1998.2,1999.9,129.6,1660.8,350.7,288.0,9.0,170.5,157.3,109.6,3.0,154.0,113.0,63.8,2707.7,1982.1,725.6,207026.7,151804.6,55222.1,211001.6,154719.2,56282.4
Container,1195,92,12505.8,15282.2,2005.1,2006.0,2009.9,2009.7,625.2,1117.0,1116.2,1136.5,44.0,75.6,177.4,178.6,24.0,25.5,15.9,15.8,2793.5,2552.6,240.9,213720.8,195588.1,18132.7,217824.2,199343.4,18480.8
Chemical tanker,607,213,4573.4,7171.9,2005.7,2006.9,2007.9,2008.0,257.4,912.2,751.3,776.2,41.0,92.9,223.2,232.4,22.0,36.1,50.1,51.1,1201.6,896.3,305.3,91612.1,68393.7,23218.4,93371.1,69706.9,23664.2
Miscellaneous - fishing,510,175,595.5,477.7,1998.2,1997.8,1999.7,2000.8,1213.2,2183.0,1507.9,1567.2,175.0,343.1,762.3,757.4,26.0,199.3,315.6,347.7,750.2,521.6,228.6,56375.2,39202.1,17173.2,57457.6,39954.7,17502.9
Bulk carrier,266,228,16797.9,29224.2,2008.2,2009.3,2010.0,2010.0,1776.8,2391.8,2430.5,2433.2,193.0,254.3,358.1,358.0,64.0,83.4,99.3,101.3,1600.1,1489.7,110.3,123564.6,115050.6,8513.9,125937.0,117259.6,8677.4
Cruise,204,72,4153.2,441.5,1995.1,1996.3,2003.2,1999.9,226.0,313.8,408.3,402.3,16.5,23.8,48.2,49.7,10.0,13.0,13.4,13.0,968.6,803.3,165.3,74529.0,61742.2,12786.7,75959.9,62927.7,13032.2
Vehicle,144,35,3612.5,1146.7,2002.3,2004.7,2006.9,2006.4,595.8,894.8,702.8,705.3,53.5,67.8,91.9,96.5,15.5,15.8,15.7,15.4,284.5,257.1,27.4,21747.5,19651.3,2096.2,22165.1,20028.6,2136.5
Oil tanker,133,63,5909.4,10526.5,2006.0,2007.8,2008.2,2008.2,622.8,1543.6,1710.6,1756.8,69.0,172.2,328.6,334.2,29.0,50.0,67.2,65.9,678.3,514.7,163.6,52210.5,39574.2,12636.3,53213.0,40334.0,12878.9
Liquefied gas tanker,105,27,212.3,214.6,2009.5,2009.0,2010.0,2010.0,541.2,608.7,555.6,572.3,53.0,66.4,73.1,74.4,14.0,18.4,15.9,15.2,103.0,72.3,30.7,7729.7,5428.0,2301.7,7878.1,5532.2,2345.9
Service - other,58,30,168.3,107.3,2000.0,2000.7,2008.2,2007.1,568.1,2250.8,1457.4,1243.3,70.5,596.6,1371.7,937.9,21.0,192.8,240.0,215.8,126.5,106.7,19.8,9496.9,8011.3,1485.6,9679.2,8165.1,1514.2
Service - tug,31,16,7.8,5.5,1985.1,1992.6,1991.4,1992.0,283.5,1656.0,953.3,785.2,48.0,525.7,1546.1,1423.0,24.0,191.6,117.8,116.1,36.6,28.7,7.9,2750.0,2156.6,593.4,2802.8,2198.1,604.8
Offshore,15,10,35.4,31.7,2010.1,2009.2,2012.1,2012.4,391.1,756.0,589.5,651.7,42.0,211.8,416.7,472.9,32.0,55.8,87.9,88.6,28.2,25.9,2.3,2126.0,1950.7,175.3,2166.8,1988.2,178.6
Refrigerated bulk,5,4,42.9,46.2,1993.8,1993.0,1992.2,1992.2,993.1,1659.1,1622.1,1600.1,129.0,131.8,211.1,209.7,54.0,81.8,62.7,63.1,26.8,21.1,5.7,2038.3,1609.4,428.9,2077.5,1640.3,437.2
Ferry-pax only,1,1,0.4,0.0,1992.0,1992.0,1992.0,1992.0,173.3,173.3,173.3,173.3,19.0,19.0,19.0,19.0,3.0,3.0,3.0,3.0,0.2,0.2,0.0,14.5,13.6,1.0,14.8,13.9,1.0
