Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,2220,786,5920.4,8475.6,2002.9,2003.5,2006.0,2006.5,590.2,724.7,790.5,768.6,64.0,80.4,141.0,134.6,31.0,44.7,67.6,65.0,1613.0,1400.6,212.4,122267.1,106290.6,15976.4,124614.6,108331.4,16283.2
Ro-Ro,1441,26,8746.1,3439.1,2008.6,2006.8,2010.8,2010.4,123.4,443.3,302.8,328.4,10.0,28.7,32.8,35.1,4.0,9.1,14.7,15.5,1481.7,1268.7,212.9,113603.8,97218.8,16385.0,115785.0,99085.4,16699.6
Ferry-RoPax,1396,21,18490.9,4119.9,1997.3,1999.0,1999.6,2000.6,125.9,2179.8,565.4,443.9,10.0,234.7,1459.1,1429.9,3.0,23.5,71.8,52.4,4085.7,3549.6,536.1,313011.8,272154.8,40857.0,319021.6,277380.2,41641.4
Container,1197,92,6735.3,8076.6,2005.1,2006.0,2007.0,2006.9,614.8,623.6,598.4,597.5,44.0,48.1,55.5,55.5,20.0,20.2,26.4,26.6,2032.3,1775.5,256.8,154453.5,135143.6,19310.0,157419.1,137738.3,19680.7
Chemical tanker,610,216,3498.1,5446.1,2005.7,2007.0,2008.0,2008.1,241.3,666.3,572.9,588.5,46.0,81.6,141.3,143.6,23.0,43.6,50.6,50.9,1040.7,708.4,332.3,79000.7,53936.2,25064.4,80517.5,54971.8,25545.6
Miscellaneous - fishing,504,176,867.0,723.4,1998.2,1997.6,1998.6,1999.7,1262.1,2298.6,2242.8,2396.0,242.0,454.0,770.7,721.6,42.0,247.0,796.1,896.1,858.9,611.6,247.3,64579.9,45998.6,18581.3,65819.9,46881.8,18938.0
Bulk carrier,266,225,11488.8,20685.4,2008.1,2009.2,2010.6,2010.6,960.1,1386.4,1628.0,1682.6,91.5,157.8,357.8,364.6,51.5,74.6,86.8,87.3,920.4,841.7,78.7,70638.5,64651.4,5987.0,71994.7,65892.7,6102.0
Cruise,204,72,3743.9,411.1,1995.1,1996.3,2001.7,1997.9,205.9,389.9,368.1,374.6,16.0,29.2,55.1,57.4,10.0,10.4,10.6,10.3,845.4,709.5,135.9,65012.7,54585.0,10427.6,66260.9,55633.1,10627.8
Vehicle,145,35,3857.0,1244.3,2002.3,2004.7,2004.5,2003.8,622.9,778.5,743.6,759.4,49.0,58.4,64.3,65.6,18.0,25.8,22.4,22.7,334.3,303.3,31.0,25492.9,23136.1,2356.7,25982.4,23580.4,2402.0
Oil tanker,133,65,4902.9,8590.4,2005.9,2007.7,2008.3,2008.3,623.9,1444.8,1462.3,1474.9,71.0,149.5,237.0,237.1,22.0,39.5,44.6,44.4,587.3,444.9,142.5,44926.8,34169.7,10757.1,45789.4,34825.7,10963.7
Liquefied gas tanker,104,27,220.0,218.4,2009.5,2009.0,2009.8,2009.8,601.6,604.8,579.3,585.5,59.0,62.7,71.7,72.0,23.0,35.7,38.9,38.1,132.5,75.2,57.3,9930.4,5631.5,4298.9,10121.0,5739.6,4381.4
Service - other,56,27,101.9,78.4,1999.8,2000.2,2004.5,2004.4,357.2,1130.5,895.4,885.6,56.5,165.4,326.2,260.4,10.0,95.4,124.2,113.8,59.9,46.5,13.4,4500.4,3490.6,1009.8,4586.9,3557.7,1029.2
Service - tug,29,16,7.2,5.4,1985.5,1992.6,1999.9,2002.5,202.4,1137.0,904.8,804.2,36.0,191.2,886.2,833.1,10.0,209.9,1156.4,1340.4,28.5,25.5,3.0,2140.0,1915.8,224.2,2181.1,1952.6,228.5
Offshore,16,11,35.8,31.2,2010.2,2009.5,2012.2,2012.3,406.3,704.2,595.4,639.2,85.0,124.7,278.4,291.2,30.0,62.7,181.8,190.0,22.8,17.4,5.5,1716.6,1306.4,410.2,1749.5,1331.5,418.1
Refrigerated bulk,5,4,35.6,39.1,1993.8,1993.0,1993.0,1992.9,1269.6,1367.5,1344.5,1355.0,114.0,105.1,108.6,109.7,53.0,60.0,53.7,52.0,19.8,14.7,5.1,1505.4,1118.3,387.1,1534.3,1139.8,394.5
Ferry-pax only,1,1,1.0,0.1,1992.0,1992.0,1992.0,1992.0,466.1,466.1,466.1,466.1,41.0,41.0,41.0,41.0,5.0,5.0,5.0,5.0,0.5,0.5,0.1,38.8,34.8,4.1,39.6,35.4,4.1
