Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Service - tug,1132,34,327.1,284.0,2009.8,2009.8,2009.6,2009.4,133.0,246.6,186.2,193.7,30.0,168.0,106.3,106.1,14.5,30.9,47.0,48.5,281.2,244.5,36.8,21114.7,18354.3,2760.4,21520.1,18706.7,2813.4
Offshore,648,19,134.3,128.8,2004.0,2006.5,2000.7,1997.1,245.1,298.8,221.1,191.6,14.0,166.4,290.2,240.4,12.0,106.1,109.4,96.1,265.0,191.2,73.7,19896.9,14359.6,5537.3,20278.9,14635.3,5643.6
Ro-Ro,154,4,29.1,32.8,2012.1,2009.0,2011.7,2012.1,212.0,159.0,173.5,173.2,28.0,29.4,97.4,78.8,37.0,43.4,87.3,70.9,151.7,72.6,79.1,11390.6,5452.5,5938.1,11609.3,5557.2,6052.1
Ferry-pax only,152,1,5.9,2.1,1984.0,1984.0,1984.0,1984.0,90.0,90.0,139.0,139.0,7.0,7.0,29.1,29.1,6.0,6.0,67.5,67.5,16.9,8.6,8.3,1268.6,644.6,624.0,1293.0,657.0,636.0
Ferry-RoPax,98,1,6.1,1.5,1974.0,1974.0,1974.0,1974.0,87.7,87.7,99.7,99.7,16.0,16.0,23.1,23.1,19.0,19.0,100.6,100.6,35.3,6.9,28.3,2647.2,521.2,2126.1,2698.1,531.2,2166.9
Chemical tanker,80,9,60.9,94.1,2007.0,2007.3,2007.0,2007.0,99.3,109.3,104.2,104.1,11.0,20.3,39.0,39.1,45.0,58.8,83.9,83.9,145.6,42.6,103.0,10954.1,3221.4,7732.7,11164.4,3283.3,7881.2
Container,27,12,109.2,129.8,2006.9,2006.7,2006.9,2007.0,109.3,114.8,114.9,114.9,11.0,19.0,20.4,20.5,23.0,35.2,32.2,32.2,29.7,15.5,14.2,2298.5,1198.3,1100.2,2342.6,1221.3,1121.3
Service - other,21,7,4.7,1.5,2012.2,2011.9,2013.8,2013.0,238.5,8877.8,824.6,385.7,82.0,1421.5,5307.5,1696.5,29.0,40.2,82.1,72.6,34.1,31.4,2.7,2560.4,2357.0,203.3,2609.5,2402.3,207.2
General cargo,10,6,8.4,11.3,1996.6,2003.0,2009.9,2009.9,104.5,118.7,114.3,114.9,13.0,13.0,12.9,13.0,47.0,87.5,96.7,97.9,4.7,1.4,3.3,355.0,103.9,251.1,361.8,105.9,255.9
Oil tanker,9,9,122.9,227.3,2007.9,2007.9,2009.7,2009.9,222.3,204.5,202.0,201.2,34.0,34.6,34.5,34.5,38.0,69.4,78.5,78.0,49.4,15.0,34.3,3824.6,1164.6,2660.0,3898.1,1187.0,2711.1
Miscellaneous - fishing,3,2,0.4,0.3,1982.0,1987.0,1978.6,1983.1,224.1,203.3,187.9,194.4,48.0,59.5,70.8,66.4,0.0,1.0,1.9,1.6,0.5,0.5,0.0,41.0,40.5,0.5,41.8,41.3,0.5
Bulk carrier,2,2,14.0,23.9,2010.0,2010.0,2010.0,2010.0,213.3,213.3,212.7,212.1,175.0,175.0,266.5,266.0,125.0,125.0,107.0,107.1,2.7,1.8,0.9,206.4,139.6,66.8,210.4,142.3,68.1
Liquefied gas tanker,1,1,0.8,1.0,2012.0,2012.0,2012.0,2012.0,115.6,115.6,115.6,115.6,9.0,9.0,9.0,9.0,81.0,81.0,81.0,81.0,1.2,0.1,1.0,88.5,10.0,78.5,90.2,10.2,80.0
