Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,224,74,3715.9,5015.6,2005.2,2005.5,2007.7,2008.0,451.3,1592.0,1724.1,1748.7,47.0,156.7,412.6,425.6,46.0,79.7,63.0,59.4,565.8,496.8,69.0,43476.8,38295.5,5181.4,44311.6,39030.8,5280.8
Container,152,38,2337.4,2955.8,2005.8,2006.4,2007.1,2007.1,572.0,682.1,678.4,685.5,57.0,75.1,173.4,172.8,48.0,58.8,47.0,46.7,476.0,346.5,129.5,36737.4,26788.6,9948.8,37442.8,27303.0,10139.8
Bulk carrier,134,123,17835.6,30996.8,2008.5,2008.6,2009.0,2008.9,4479.1,4471.0,4301.6,4290.0,437.5,442.0,579.8,580.7,16.0,54.0,42.8,42.6,1523.7,1494.9,28.8,117953.6,115736.6,2217.0,120218.3,117958.7,2259.6
Oil tanker,114,74,34781.0,65229.4,2005.7,2010.0,2009.5,2009.6,2429.1,4993.7,4177.6,4244.2,227.0,450.9,708.6,708.9,21.0,57.2,66.6,67.2,2648.1,2405.8,242.3,205056.7,186327.8,18728.9,208993.8,189905.3,19088.5
Service - tug,113,37,108.5,101.0,2008.8,2009.1,2009.6,2009.3,313.0,792.5,444.7,432.9,56.0,180.7,214.5,193.3,28.0,171.8,127.6,127.4,87.8,76.5,11.3,6599.0,5749.7,849.3,6725.7,5860.1,865.6
Chemical tanker,61,37,1560.0,2486.3,2006.5,2006.5,2007.0,2007.0,689.9,1841.0,2113.4,2148.4,62.0,280.5,467.2,468.2,48.0,74.5,36.6,36.1,427.2,349.9,77.3,32829.5,27003.1,5826.3,33459.8,27521.6,5938.2
Ro-Ro,49,14,1628.9,795.0,2005.5,2006.3,2004.0,2004.2,582.9,1295.8,1790.2,1736.4,63.0,103.4,211.0,209.3,32.0,110.1,40.4,40.0,240.7,206.5,34.2,18537.6,15954.0,2583.5,18893.5,16260.3,2633.1
Offshore,46,32,442.4,459.5,2007.1,2006.8,2008.8,2008.8,454.4,2064.4,2769.2,3055.7,68.0,526.5,758.5,785.2,138.5,381.2,339.1,331.1,215.7,168.6,47.1,16197.7,12661.9,3535.7,16508.6,12905.1,3603.6
Liquefied gas tanker,36,10,2014.0,1724.7,2011.4,2011.0,2014.2,2014.3,504.9,1741.1,2367.3,2281.7,45.5,133.0,335.3,337.2,61.5,60.0,35.1,36.4,288.4,245.0,43.4,18792.0,15569.5,3222.5,19152.8,15868.4,3284.4
Vehicle,17,14,1574.4,518.1,2007.1,2006.6,2006.7,2006.9,803.8,1333.2,1743.7,1810.2,105.0,117.9,260.4,265.8,8.0,18.0,67.5,70.6,92.9,87.6,5.4,7172.2,6767.7,404.5,7309.9,6897.7,412.3
Miscellaneous - fishing,8,5,22.5,18.4,1980.6,1985.8,1984.8,1986.2,1094.3,2532.1,2282.5,2458.7,437.5,357.8,438.5,444.1,68.0,244.0,148.6,127.9,17.8,12.3,5.5,1339.6,924.0,415.6,1365.4,941.8,423.6
Service - other,8,7,130.8,78.5,2005.6,2004.3,1996.6,1993.1,1451.5,2426.1,3481.8,3336.9,382.5,791.4,748.4,768.3,262.0,324.4,467.6,329.0,48.0,43.0,5.0,3673.3,3298.3,375.0,3743.8,3361.6,382.2
Ferry-pax only,4,1,2.6,0.4,1969.0,1969.0,1969.0,1969.0,607.9,607.9,548.0,548.0,86.0,86.0,100.7,100.7,97.0,97.0,235.9,235.9,2.1,0.7,1.4,156.1,50.5,105.5,159.1,51.5,107.6
Refrigerated bulk,1,1,15.3,18.4,1989.0,1989.0,1989.0,1989.0,3000.3,3000.3,3000.3,3000.3,467.0,467.0,467.0,467.0,376.0,376.0,376.0,376.0,15.8,9.5,6.3,1189.3,718.5,470.8,1212.2,732.3,479.8
