Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Gentil,965,75,260.0,249.6,2004.4,2006.8,2007.5,2007.6,155.6,1079.8,183.1,169.9,18.0,322.7,250.7,147.8,33.0,70.9,74.4,75.0,441.7,242.9,198.8,33188.9,18252.5,14936.4,33826.2,18603.0,15223.2
Oguandjo,474,36,147.7,199.0,2008.5,2009.3,2009.9,2010.2,90.4,251.3,163.0,184.3,16.0,104.3,85.6,60.1,8.0,23.2,29.1,31.9,148.8,121.5,27.4,11221.4,9136.4,2085.0,11436.8,9311.8,2125.1
Tchatamba,234,17,67.9,72.5,2007.7,2006.5,2009.4,2009.9,132.1,144.3,173.5,198.8,19.0,33.9,38.9,37.6,8.0,29.6,87.3,130.0,42.3,32.7,9.6,3181.2,2455.5,725.7,3242.3,2502.7,739.6
Libreville,165,12,18.2,15.0,1986.2,1999.7,1998.7,2004.7,90.5,193.8,136.9,144.8,14.0,66.0,49.0,46.2,7.0,29.4,98.6,81.2,69.8,24.0,45.8,5244.9,1802.3,3442.6,5345.6,1836.9,3508.7
Etame,158,13,28.6,24.8,2004.3,2007.8,2007.3,2007.7,258.0,279.2,289.4,286.2,15.0,49.7,82.9,67.4,8.0,31.4,22.7,23.2,48.7,45.1,3.6,3658.7,3389.4,269.3,3728.9,3454.5,274.5
M'Bya,90,23,67.1,79.0,2008.0,2007.4,2000.5,1997.5,275.0,274.4,226.6,217.1,36.0,60.7,60.1,63.4,9.0,17.6,37.6,43.7,30.9,29.2,1.7,2321.7,2192.4,129.4,2366.3,2234.5,131.8
Gamba,82,9,41.5,60.1,2014.3,2012.2,2011.8,2011.0,215.6,198.8,155.5,142.1,32.0,65.5,42.3,41.5,30.0,37.3,68.7,79.9,74.4,42.5,31.9,5646.8,3207.2,2439.6,5755.2,3268.8,2486.4
Owendo,75,30,141.5,186.4,2007.8,2008.7,2007.7,2007.8,103.0,231.5,121.0,121.9,11.0,172.5,65.4,67.4,36.0,60.5,43.3,45.4,100.9,55.7,45.1,7646.3,4234.0,3412.3,7793.1,4315.3,3477.8
Cap Lopez,68,11,13.7,11.2,2008.4,2009.4,2010.5,2010.4,215.7,362.8,343.2,346.2,96.5,175.4,236.6,264.1,41.5,122.7,310.8,310.3,28.2,18.5,9.7,2121.0,1390.6,730.3,2161.7,1417.3,744.4
Lucina,14,9,19.6,25.2,2008.1,2007.6,1995.4,1992.2,271.8,327.2,121.5,103.9,51.0,211.8,338.0,197.1,10.5,131.8,155.7,102.8,17.2,11.2,6.0,1293.3,840.1,453.2,1318.1,856.2,461.9
Equata,12,5,18.2,15.9,2001.8,2003.2,2006.0,2004.8,634.7,481.1,353.0,294.1,61.5,72.4,333.9,319.6,75.5,72.7,212.2,213.3,14.9,8.9,6.1,1122.5,667.3,455.1,1144.0,680.2,463.9
