Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Congo,196,74,657.7,991.7,2007.9,2008.1,2008.1,2007.8,400.6,454.3,463.1,476.6,48.0,133.3,148.2,150.5,41.0,85.7,58.1,50.9,216.9,156.6,60.3,16510.2,11944.4,4565.8,16827.2,12173.7,4653.5
Cameroon,164,69,998.6,1330.8,2007.2,2007.1,2008.1,2008.2,266.5,333.6,301.2,307.6,26.0,79.7,92.3,89.5,81.0,188.9,113.8,119.7,336.3,184.4,151.9,25822.8,14206.4,11616.5,26318.6,14479.1,11839.5
Togo,71,19,615.3,997.3,2004.0,2003.9,2006.8,2007.4,653.5,719.7,814.1,857.9,57.0,84.7,153.6,172.4,61.0,223.6,68.3,64.5,203.3,117.7,85.6,15463.0,9037.9,6425.1,15759.9,9211.4,6548.5
Nigeria,51,47,1226.8,1117.7,2005.6,2006.9,2008.7,2010.1,632.9,922.3,666.4,565.6,55.0,165.3,121.0,143.1,41.0,240.4,39.2,47.8,178.2,126.5,51.7,13231.2,9386.5,3844.7,13485.3,9566.7,3918.6
Angola,42,37,684.1,1234.0,2008.2,2008.9,2012.3,2012.6,601.6,571.8,511.2,502.6,62.5,97.8,74.6,72.0,35.0,60.0,49.0,48.6,85.1,63.8,21.2,6546.2,4916.7,1629.5,6671.8,5011.1,1660.7
China,41,12,9084.0,17019.6,1998.7,2007.7,2009.6,2009.6,130.5,7923.0,4408.5,4791.9,22.0,738.4,945.1,947.1,4.0,53.1,68.1,68.3,578.8,545.8,33.0,44831.9,42276.8,2555.1,45692.6,43088.5,2604.1
Singapore,40,40,11945.4,21297.0,2009.6,2009.6,2009.6,2009.6,7858.9,7819.0,7808.4,7807.6,741.5,738.6,727.2,725.4,11.0,18.4,17.7,17.5,966.4,961.4,5.0,74841.2,74452.3,388.9,76278.1,75881.8,396.4
Benin,39,24,588.9,696.7,1999.2,2001.8,2004.4,2004.5,642.2,727.6,724.4,744.8,67.0,71.5,72.8,77.2,44.0,71.5,37.0,37.9,93.4,73.4,20.0,7211.2,5677.5,1533.7,7349.7,5786.5,1563.2
Spain,39,39,3084.9,4735.9,2007.7,2007.7,2007.7,2008.2,2939.6,3088.1,3139.6,3103.4,285.0,369.9,350.0,351.6,8.0,32.7,22.1,19.1,417.1,406.6,10.5,32262.7,31457.0,805.7,32882.1,32060.9,821.2
Equatorial Guinea,37,29,74.9,93.0,2007.5,2007.9,2008.6,2008.3,276.2,274.7,240.1,232.7,29.0,44.5,48.7,43.6,27.0,51.4,77.6,81.7,30.2,17.9,12.3,2300.6,1365.7,934.9,2344.8,1392.0,952.8
