Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Congo,214,98,1049.8,1485.7,2006.7,2007.3,2005.9,2005.8,382.2,450.9,437.2,429.2,49.0,88.5,79.1,73.6,31.0,58.6,61.9,66.3,228.6,175.1,53.5,17512.8,13418.9,4093.9,17849.0,13676.5,4172.5
Cameroon,158,86,1024.2,1192.6,2007.1,2008.0,2008.2,2009.2,269.8,486.6,302.1,314.5,26.0,114.7,72.0,83.1,45.0,81.8,81.2,91.5,216.2,142.8,73.5,16610.4,10986.9,5623.5,16929.3,11197.9,5731.4
Togo,95,37,792.9,1233.9,2002.2,2002.8,2004.5,2004.3,648.2,901.3,749.6,754.0,60.0,246.1,139.2,137.5,40.0,133.9,105.0,112.4,225.1,169.7,55.3,17194.7,13014.2,4180.5,17524.8,13264.0,4260.8
Nigeria,85,69,951.8,1427.9,2006.2,2007.3,2009.0,2009.0,528.0,579.0,481.6,491.7,55.0,116.9,103.4,109.6,97.0,144.7,137.2,137.7,180.6,121.6,59.1,13801.2,9288.2,4513.0,14066.2,9466.5,4599.7
"Congo, Democratic Republic of the",52,15,224.9,309.9,2007.9,2007.7,2008.2,2008.4,612.6,638.4,619.7,622.4,55.0,226.8,119.4,125.3,30.5,116.6,105.6,122.4,62.5,50.1,12.4,4780.8,3843.0,937.7,4872.6,3916.8,955.8
Angola,46,43,1417.1,1668.9,2007.7,2007.1,2008.8,2009.7,698.4,712.1,744.1,723.3,61.0,106.5,161.9,219.4,28.0,49.9,37.8,48.9,155.6,120.7,34.9,12022.5,9335.4,2687.1,12253.4,9514.6,2738.7
Equatorial Guinea,41,27,213.7,230.2,2007.3,2007.9,2010.0,2010.5,265.7,375.6,375.0,365.7,32.0,47.2,101.7,105.9,29.0,44.6,24.8,28.2,45.3,33.2,12.1,3427.9,2503.6,924.4,3493.7,2551.6,942.1
Côte d'Ivoire,36,31,712.6,1182.8,2007.1,2006.4,2009.1,2009.2,932.9,1852.2,1053.8,1058.7,102.5,246.2,235.7,217.2,119.0,134.9,170.4,177.0,166.3,120.0,46.3,12715.6,9169.9,3545.7,12959.7,9346.0,3613.8
China,31,2,91.6,150.8,1995.5,2003.0,2000.4,2000.7,37.9,490.0,76.9,78.5,12.0,107.2,80.6,83.3,1.0,78.5,60.9,63.0,11.8,7.3,4.5,911.1,564.1,347.0,928.6,574.9,353.7
Ghana,25,23,436.5,740.7,2008.5,2010.0,2010.9,2010.9,726.6,911.8,776.3,769.2,117.0,320.1,198.6,173.7,84.0,114.7,147.0,150.4,61.9,50.5,11.4,4751.4,3869.5,881.9,4842.7,3943.8,898.9
Sao Tome and Principe,21,16,38.3,57.1,2006.3,2005.2,2006.3,2005.9,168.8,583.3,230.6,247.3,17.0,82.5,55.4,57.9,41.0,59.5,137.6,156.2,13.8,8.7,5.1,1054.0,666.9,387.2,1074.3,679.7,394.6
