Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Gentil,980,83,304.0,314.4,2004.5,2007.9,2008.1,2008.4,129.0,213.6,146.6,140.4,17.0,73.6,98.1,79.7,9.5,35.1,45.1,44.0,415.3,300.9,114.4,31251.0,22639.2,8611.9,31851.1,23073.8,8777.2
Oguandjo,472,33,108.1,103.9,2008.4,2009.3,2008.8,2009.2,114.8,152.1,171.7,188.0,28.5,35.5,105.3,94.1,21.5,108.6,111.2,135.9,121.4,77.8,43.6,9121.7,5845.3,3276.4,9296.8,5957.6,3339.3
Tchatamba,234,21,45.1,34.9,2007.7,2006.5,2009.0,2009.1,121.9,215.5,137.6,137.1,19.0,87.0,59.9,61.5,11.0,60.8,29.1,28.6,42.6,33.5,9.1,3198.9,2512.2,686.7,3260.3,2560.4,699.9
Etame,163,16,97.1,127.8,2004.4,2007.3,2002.7,2001.8,254.1,320.0,232.5,197.6,13.0,143.4,164.8,135.8,27.0,95.7,88.0,82.7,92.4,50.3,42.1,6998.1,3794.8,3203.3,7132.5,3867.7,3264.8
Libreville,160,11,14.8,9.2,1985.8,1998.6,1995.3,2000.8,88.0,275.9,159.8,163.5,13.0,74.9,166.7,181.6,37.0,127.0,116.7,113.5,47.9,16.0,31.9,3598.3,1200.7,2397.5,3667.3,1223.8,2443.5
M'Bya,98,28,133.5,203.8,2008.0,2008.1,2007.6,2007.9,259.5,314.6,209.1,203.7,44.0,107.6,51.2,44.1,25.5,66.9,44.6,40.9,61.3,41.7,19.6,4648.5,3149.2,1499.3,4737.8,3209.7,1528.1
Gamba,82,8,27.5,24.1,2014.4,2013.2,2014.4,2014.3,217.3,8020.1,275.3,241.5,29.0,2125.3,1120.3,267.3,36.0,58.3,50.9,45.1,78.9,55.8,23.1,5921.4,4187.2,1734.2,6035.1,4267.6,1767.5
Cap Lopez,76,17,28.8,34.9,2007.7,2005.8,2007.6,2007.8,173.3,538.3,278.1,276.4,74.5,161.3,311.2,306.7,13.5,61.5,111.6,109.1,32.0,25.3,6.8,2410.7,1901.9,508.8,2457.0,1938.4,518.5
Owendo,48,14,52.2,75.1,2006.9,2006.6,2005.1,2005.1,99.1,181.7,108.2,106.6,10.5,161.2,58.2,37.0,89.0,60.3,94.4,97.5,97.3,20.3,77.0,7330.8,1541.9,5788.8,7471.5,1571.5,5900.0
Equata,12,5,9.0,7.6,2001.8,2003.2,2007.6,2006.3,419.1,375.3,175.6,140.5,72.0,68.7,216.9,196.1,15.5,486.4,190.0,161.8,23.8,6.0,17.7,1788.2,453.5,1334.6,1822.5,462.2,1360.2
Lucina,12,7,3.9,2.9,2009.2,2009.3,2008.8,2008.8,230.4,268.0,225.1,226.7,37.0,121.9,197.5,199.0,4.0,27.1,36.6,37.4,5.0,4.6,0.5,379.1,341.6,37.5,386.4,348.2,38.2
