Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,228,75,2558.7,3332.9,2005.1,2005.6,2006.5,2006.6,436.5,1336.9,1164.4,1138.0,47.5,141.6,306.8,303.6,40.5,84.1,85.0,86.9,507.2,441.8,65.4,38953.4,34045.1,4908.3,39701.3,34698.7,5002.5
Container,154,39,1464.4,1865.8,2005.8,2006.3,2005.8,2005.7,495.0,454.2,423.8,431.2,51.0,54.5,64.2,65.0,34.0,41.1,40.9,41.1,310.9,233.2,77.7,23967.8,18003.2,5964.5,24428.0,18348.9,6079.0
Bulk carrier,144,133,6438.3,11157.7,2008.6,2008.8,2010.1,2010.1,692.6,1478.2,1439.6,1430.3,116.5,192.4,393.7,391.8,121.5,158.3,140.2,140.6,635.2,550.2,85.0,49183.2,42603.5,6579.7,50127.5,43421.5,6706.0
Service - tug,115,40,137.8,127.9,2008.8,2009.2,2009.7,2009.4,321.7,1353.8,551.5,538.1,73.0,329.2,708.6,628.4,32.0,54.7,63.4,63.6,128.3,121.1,7.3,9637.1,9090.5,546.6,9822.1,9265.0,557.1
Oil tanker,110,72,35389.2,66781.8,2005.7,2010.0,2010.4,2010.5,2937.1,5186.2,4516.6,4627.5,344.0,514.0,677.2,676.9,38.5,67.7,64.0,63.9,2308.4,1937.7,370.7,178801.4,150085.0,28716.4,182234.4,152966.6,29267.8
Chemical tanker,60,36,1287.7,2030.1,2006.5,2006.4,2007.2,2007.2,700.8,1580.7,1764.3,1774.5,80.0,193.7,285.3,285.5,48.0,92.8,132.8,133.1,316.1,223.5,92.7,24313.8,17228.2,7085.5,24780.6,17559.0,7221.6
Ro-Ro,51,14,387.6,200.1,2005.3,2006.3,2006.8,2007.3,348.3,438.6,414.7,422.6,45.0,41.8,65.8,67.2,18.0,50.5,44.3,44.0,82.7,59.3,23.4,6343.8,4555.2,1788.6,6465.6,4642.6,1823.0
Offshore,37,25,88.8,95.8,2006.3,2004.7,2004.8,2001.5,432.6,1259.4,401.3,323.4,106.0,331.1,232.2,183.2,49.0,145.2,298.3,241.1,68.6,47.6,21.1,5153.2,3572.5,1580.8,5252.2,3641.1,1611.1
Liquefied gas tanker,37,11,3140.5,2492.4,2011.5,2011.6,2007.9,2008.3,533.4,2925.3,3666.1,3269.7,56.0,219.2,509.5,486.8,23.0,47.5,36.0,40.4,337.6,311.8,25.8,21877.5,19919.1,1958.4,22297.5,20301.5,1996.0
Vehicle,17,14,605.5,190.1,2007.1,2006.6,2007.2,2007.3,704.5,722.6,670.6,664.2,46.0,55.2,68.4,68.6,14.0,20.1,18.2,18.6,39.6,34.1,5.5,3068.1,2641.6,426.5,3127.1,2692.4,434.7
Service - other,9,9,39.2,40.2,2005.1,2005.1,1997.5,1998.3,744.3,1539.7,1298.0,1623.4,313.0,611.7,637.0,717.2,26.0,97.9,71.3,47.7,26.4,24.7,1.7,1999.4,1870.9,128.5,2037.8,1906.9,130.9
Miscellaneous - fishing,8,5,12.9,10.5,1980.6,1985.8,1984.8,1986.3,973.4,1400.9,1309.6,1409.1,180.0,191.6,263.2,259.0,19.5,15.7,24.3,21.1,8.4,7.4,1.0,630.8,553.8,77.0,642.9,564.4,78.4
Ferry-pax only,4,1,3.3,0.5,1969.0,1969.0,1969.0,1969.0,712.2,712.2,710.9,710.9,66.0,66.0,79.5,79.5,322.5,322.5,712.8,712.8,4.4,0.8,3.6,327.8,56.8,271.0,334.1,57.9,276.2
Refrigerated bulk,1,1,1.4,1.6,1989.0,1989.0,1989.0,1989.0,268.3,268.3,268.3,268.3,66.0,66.0,66.0,66.0,10.0,10.0,10.0,10.0,1.5,1.3,0.2,109.9,97.1,12.8,112.0,98.9,13.1
