Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Rotterdam Maasvlakte,4175,1324,379788.8,428980.3,2008.9,2008.8,2013.6,2013.2,316.7,1127.5,1302.7,1301.9,39.0,110.8,331.3,329.2,24.0,43.3,34.8,39.1,33223.3,30933.2,2290.1,2545640.8,2371756.7,173884.2,2594517.1,2417294.4,177222.8
Rotterdam Waalhaven,3651,985,32305.7,41112.2,2006.0,2005.1,2007.2,2007.2,541.1,918.3,774.9,797.3,50.0,111.6,191.7,195.5,15.0,67.2,78.5,93.8,8551.9,7677.1,874.8,647238.6,581246.9,65991.7,659665.6,592406.9,67258.7
Rotterdam Botlek,2667,1222,42394.0,68686.4,2005.7,2006.6,2008.8,2008.9,444.8,1225.8,1559.5,1625.9,62.0,132.8,348.7,355.4,25.0,52.0,70.7,70.8,8030.6,6760.2,1270.4,612113.0,515950.4,96162.6,623865.5,525856.7,98008.9
Hoek Van Holland,2472,432,42960.8,58820.0,2005.3,2006.8,2008.5,2009.2,188.6,1169.9,503.8,944.6,12.0,153.2,247.2,323.2,12.0,53.6,215.6,98.5,5571.1,4285.8,1285.3,421069.5,324187.2,96882.4,429154.1,330411.6,98742.5
Vlissingen,2392,920,31583.6,40724.9,2001.8,2005.1,2006.3,2006.9,283.3,1123.5,1104.9,1455.2,42.0,120.6,307.6,338.0,16.0,56.8,62.1,70.2,5770.8,5107.5,663.3,438756.7,388697.0,50059.7,447180.8,396159.9,51020.8
Ijmuiden,2319,1218,71333.2,116156.3,2000.9,2004.8,2008.8,2010.1,516.1,1560.5,1543.0,2204.2,71.0,197.0,389.2,411.5,19.0,82.0,96.1,102.8,9181.2,8070.3,1110.9,699578.1,615308.8,84269.3,713010.0,627122.7,85887.3
Domburg,2262,1027,7652.5,10198.4,2006.1,2006.4,2007.6,2007.5,80.6,191.1,173.2,193.6,9.0,24.5,111.5,118.8,23.0,33.5,50.2,52.7,2180.3,1167.9,1012.5,164145.4,88044.3,76101.1,167297.0,89734.7,77562.2
Vlaardingen,1944,439,8637.6,7843.8,2003.1,2003.6,2007.7,2008.3,194.2,826.1,245.8,430.1,13.0,89.6,109.4,179.8,11.0,40.3,43.3,66.2,2440.3,2009.2,431.2,184279.7,151858.9,32420.8,187817.9,154774.6,33043.3
Rozenburg,1693,410,21497.9,19027.6,2006.2,2006.3,2008.0,2008.8,271.5,946.6,468.9,762.6,22.0,97.9,152.7,255.4,10.0,45.8,29.9,38.9,3467.7,2983.4,484.2,263156.5,226458.4,36698.1,268209.1,230806.4,37402.7
Moerdijk,1670,470,3965.2,5389.7,1999.3,2003.0,2003.4,2003.2,303.9,721.2,554.1,548.4,29.0,100.4,123.2,110.3,12.0,52.9,42.8,45.4,1473.5,1271.2,202.2,110987.9,95818.2,15169.7,113118.9,97658.0,15460.9
Zaandam,1344,781,31458.2,49801.3,2003.3,2006.0,2009.1,2009.6,555.3,1277.8,1593.9,1893.5,64.0,138.6,390.7,410.5,28.0,55.7,80.5,83.5,4646.0,3975.5,670.5,354584.8,303573.8,51011.0,361392.9,309402.4,51990.4
Terneuzen,1216,661,11498.0,18415.9,2002.4,2004.8,2008.6,2009.0,357.8,933.3,1229.2,1345.4,66.0,125.3,298.5,314.6,24.0,58.6,92.2,95.3,1926.5,1638.2,288.2,146240.2,124495.2,21745.0,149048.1,126885.5,22162.5
Vondelingenplaat,1078,619,20278.3,33914.2,2006.4,2006.6,2008.5,2008.5,489.0,1208.2,1636.1,1721.5,63.0,130.6,370.0,385.8,26.0,44.6,57.7,57.7,3873.4,3162.4,711.0,295109.5,241324.3,53785.3,300775.7,245957.7,54818.0
Europoort,962,704,125503.6,187962.0,2007.6,2008.4,2011.3,2010.9,913.8,1911.4,2444.9,2348.3,100.0,192.4,474.9,465.5,34.5,68.9,82.3,94.8,11290.1,9939.4,1350.7,797884.5,695673.3,102211.1,813203.8,709030.3,104173.6
Eemshaven,931,483,10329.9,13494.7,2002.1,2003.3,2008.0,2007.7,410.0,1060.3,1504.8,1628.7,60.0,229.7,470.5,421.4,24.0,89.4,89.4,93.1,2242.2,1972.8,269.4,168196.6,147944.0,20252.6,171426.0,150784.5,20641.5
Everingen,909,564,30370.1,47376.3,2006.7,2007.7,2010.1,2010.3,503.7,1465.7,1785.9,1950.7,58.0,152.2,427.3,442.8,26.0,61.4,56.4,56.9,3996.8,3315.9,680.9,304963.4,253604.3,51359.1,310818.7,258473.5,52345.2
Brielle,820,487,58979.4,107979.3,2007.2,2007.5,2010.1,2010.2,628.5,1584.9,2675.2,2867.4,78.5,170.2,656.8,678.3,31.0,68.1,141.1,141.5,5997.1,4780.4,1216.7,458384.4,366018.7,92365.7,467185.4,373046.3,94139.2
Amsterdam,776,491,10479.3,11179.3,2000.8,2002.4,2006.9,2009.7,445.0,807.5,743.9,1136.9,49.0,98.4,204.5,294.7,26.0,63.1,72.0,105.3,1937.6,1658.7,278.9,146710.5,125573.0,21137.6,149527.4,127984.0,21543.4
Nieuwdorp,767,419,14569.2,19210.8,2004.4,2004.9,2004.3,2004.5,588.5,1304.8,1681.7,1689.3,63.0,125.6,326.0,337.8,28.0,48.6,78.8,70.3,3188.8,2822.4,366.3,242496.3,214945.1,27551.2,247152.2,219072.0,28080.2
Rotterdam,691,482,50177.3,92416.2,2006.8,2007.2,2009.1,2009.2,613.3,1300.8,2195.0,2287.9,80.0,171.8,663.7,677.9,25.0,53.5,65.4,65.9,4728.0,3721.2,1006.8,360470.1,284214.2,76255.9,367391.1,289671.1,77720.0
Rotterdam Pernis,654,395,3929.2,4807.4,2004.3,2004.6,2006.6,2007.4,467.7,720.5,788.4,849.6,48.0,90.5,199.6,229.3,17.0,43.8,73.5,90.4,1081.1,931.0,150.1,81255.5,69954.3,11301.2,82815.6,71297.4,11518.2
Harlingen,593,246,904.6,1159.4,1998.0,1998.2,2001.7,2002.8,478.8,882.4,720.2,681.9,60.0,154.2,192.7,156.0,17.0,60.1,64.9,57.8,575.5,465.2,110.2,43335.9,35055.0,8280.9,44167.9,35728.1,8439.9
Rotterdam Centrum,555,255,3540.8,1799.6,2000.9,1999.4,2009.3,2006.7,321.8,680.0,443.7,804.9,39.0,87.8,106.8,250.8,23.0,41.4,20.4,35.8,808.5,697.9,110.7,61152.1,52709.2,8442.9,62326.2,53721.2,8605.0
Schiedam,506,310,1583.3,2094.4,2000.5,2001.3,2003.3,2003.4,514.6,716.8,853.2,810.7,60.0,91.4,182.3,176.1,25.5,49.6,86.1,83.4,560.4,455.7,104.7,42250.5,34388.4,7862.1,43061.7,35048.6,8013.1
Sluiskil,485,264,7234.8,11452.3,2002.6,2005.1,2006.7,2006.7,568.3,1376.0,2031.8,2138.8,65.0,152.4,453.5,461.9,24.0,51.0,82.9,82.0,1375.2,1125.9,249.3,104824.0,86069.3,18754.7,106836.6,87721.9,19114.8
Assendelft,445,251,16502.5,27331.8,2005.7,2008.0,2010.4,2010.7,390.7,2033.5,2222.7,2568.0,48.0,200.8,390.9,399.7,20.0,63.2,99.0,100.1,2205.0,1922.4,282.6,169269.5,147632.8,21636.8,172519.5,150467.3,22052.2
Velsen Noord,413,275,10244.0,16824.5,2004.3,2005.1,2010.3,2010.6,513.3,1239.5,2239.7,2691.7,61.0,135.1,542.6,553.1,22.0,61.7,80.7,81.8,1314.3,1145.3,169.0,100448.7,87606.5,12842.2,102377.3,89288.5,13088.8
Delfzijl,391,215,1370.8,2014.3,2000.3,2002.0,2005.1,2005.3,408.0,755.9,867.2,873.4,55.0,121.0,245.9,246.9,25.0,53.3,87.5,86.4,413.3,340.8,72.5,31196.4,25753.2,5443.3,31795.4,26247.6,5547.8
Lijnden,372,285,14190.4,23971.7,2007.1,2007.0,2010.3,2010.4,718.9,1661.3,2492.5,2601.1,84.0,164.4,414.0,421.8,32.0,56.7,79.9,80.0,2013.7,1726.1,287.6,154289.9,132408.8,21881.1,157252.3,134951.1,22301.2
S-Gravendeel,350,255,1381.8,2039.1,2002.8,2003.6,2005.6,2005.7,441.0,750.7,924.9,956.3,53.0,99.1,230.7,231.5,25.5,59.9,112.3,117.7,406.9,334.3,72.5,30735.6,25283.8,5451.8,31325.7,25769.2,5556.5
Beverwijk,344,210,4541.1,6762.9,2000.3,2001.5,2006.0,2006.9,494.2,1145.3,1729.2,2024.0,53.0,118.4,346.8,363.6,24.0,62.3,80.5,72.7,1007.3,794.0,213.2,76591.6,60456.9,16134.6,78062.1,61617.7,16444.4
Breskens,326,130,325.3,438.3,1995.2,2000.2,2003.0,2003.3,260.5,438.4,424.2,390.7,46.0,64.7,160.8,159.2,6.0,45.2,75.6,75.7,197.8,156.5,41.3,14893.3,11772.4,3120.9,15179.3,11998.5,3180.8
Den Helder,298,151,580.8,536.6,1998.3,1998.4,2006.8,2005.7,512.6,971.5,1163.9,1038.4,100.0,282.1,1018.7,699.4,24.5,110.6,91.8,85.7,518.6,446.2,72.4,38961.5,33522.8,5438.7,39709.6,34166.5,5543.1
