Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Service - tug,5979,218,311.1,196.7,2003.5,2004.3,2005.5,2005.0,69.7,163.7,137.8,143.4,29.0,118.1,464.0,438.5,15.0,77.0,104.8,113.2,995.5,733.7,261.8,74748.4,55091.4,19657.0,76183.6,56149.2,20034.4
Service - other,3802,190,2800.1,3444.5,1998.8,1999.4,2000.7,2000.8,120.2,531.6,473.7,462.7,29.0,170.1,419.2,352.0,12.0,126.4,141.0,106.2,1964.0,1376.5,587.5,147475.0,103345.7,44129.3,150306.5,105330.0,44976.6
Miscellaneous - fishing,3794,270,1140.2,715.9,1985.2,1986.6,1992.6,1992.4,276.2,985.4,778.3,901.4,56.0,197.8,735.8,792.2,57.0,150.0,219.8,230.2,2862.7,1829.1,1033.6,215000.1,137385.4,77614.7,219128.1,140023.2,79104.9
Chemical tanker,2098,786,3714.2,5852.0,2006.4,2007.8,2008.2,2008.3,93.9,166.8,167.2,165.0,37.0,78.6,175.1,173.8,27.0,40.1,44.8,45.1,3039.0,1811.9,1227.1,229296.2,136548.6,92747.6,233698.7,139170.3,94528.3
General cargo,1591,745,1004.3,1335.7,2002.1,2002.8,2006.3,2006.0,91.8,108.7,145.7,140.5,17.0,45.7,144.9,135.9,22.0,55.0,122.8,104.9,471.6,274.2,197.3,35438.2,20621.9,14816.3,36118.6,21017.8,15100.8
Container,1110,292,1493.0,1727.3,2007.5,2007.2,2009.0,2008.8,46.4,62.1,61.5,61.8,16.0,40.4,44.1,46.9,12.0,19.8,28.0,28.2,794.2,521.1,273.1,59658.3,39145.9,20512.5,60803.8,39897.5,20906.3
Offshore,911,147,1212.6,1196.0,2000.1,2002.9,2008.2,2007.4,224.8,653.1,401.4,430.1,46.0,288.8,607.9,573.9,29.0,202.0,230.2,180.5,1273.5,858.3,415.2,95622.4,64445.0,31177.4,97458.3,65682.3,31776.0
Oil tanker,347,208,4313.1,7658.1,2007.6,2008.2,2009.5,2009.6,69.0,238.8,301.9,298.1,49.0,126.2,371.0,375.5,33.0,60.4,49.7,50.4,2031.5,1034.7,996.8,154534.5,78229.5,76305.0,157501.6,79731.5,77770.1
Bulk carrier,186,158,1525.3,2759.6,2007.8,2008.4,2010.4,2010.5,100.9,246.6,240.3,243.9,50.0,104.6,412.4,417.3,52.5,71.2,64.4,64.5,235.9,181.2,54.7,17849.1,13716.6,4132.5,18191.8,13979.9,4211.8
Liquefied gas tanker,151,82,162.9,173.8,2006.5,2007.6,2009.7,2009.6,107.8,150.7,142.2,140.6,26.0,48.6,69.9,70.2,23.0,39.7,45.3,44.6,180.7,79.9,100.8,13557.2,5991.4,7565.8,13817.5,6106.4,7711.1
Ro-Ro,56,11,50.2,31.8,2005.5,2006.0,2008.3,2006.5,77.2,65.8,75.4,74.3,14.0,259.6,18.9,21.4,15.0,16.1,21.4,19.0,50.5,37.9,12.5,3746.3,2796.3,950.0,3818.2,2850.0,968.2
Refrigerated bulk,54,30,174.7,203.0,1995.1,1994.6,1990.2,1990.0,115.8,458.7,396.4,429.1,12.0,58.8,468.0,484.3,26.5,39.3,33.5,33.7,108.4,72.4,36.0,8184.0,5480.4,2703.6,8341.1,5585.7,2755.5
Cruise,43,17,34.9,6.1,1943.3,1969.4,1994.3,1985.9,78.1,89.9,68.2,83.2,17.0,20.8,20.4,24.5,54.0,69.0,11.6,32.1,205.0,40.9,164.2,15400.2,3071.9,12328.3,15695.9,3130.9,12565.0
Ferry-pax only,35,10,174.5,90.0,1940.0,1954.1,2004.8,2004.7,74.8,870.0,5442.2,5036.8,31.0,686.0,6730.8,6729.0,26.0,132.6,417.5,417.4,81.4,69.0,12.4,6113.3,5180.3,933.0,6230.7,5279.8,950.9
Vehicle,12,12,73.2,23.6,2009.8,2009.8,2009.5,2009.9,88.6,110.5,101.5,100.1,11.0,19.7,22.7,21.4,14.5,12.8,12.9,13.2,6.3,4.8,1.6,479.4,359.8,119.5,488.6,366.8,121.8
Ferry-RoPax,6,2,438.4,48.7,2007.3,2003.0,2014.4,2013.9,643.9,1127.3,5581.0,5311.5,94.5,87.0,6181.7,6057.3,123.5,1756.0,446.4,571.2,210.4,130.6,79.8,15056.2,9086.8,5969.3,15345.2,9261.3,6083.9
Other liquids tankers,5,3,7.5,9.3,1996.2,1993.7,1998.6,1998.5,90.7,90.5,92.0,92.0,14.0,18.3,38.7,38.5,89.0,66.3,85.4,84.6,9.2,3.0,6.3,706.6,224.1,482.5,720.2,228.4,491.8
Yacht,2,1,0.0,0.0,1911.0,1911.0,1911.0,1911.0,56.1,56.1,56.1,56.1,281.0,281.0,94.8,94.8,17.5,17.5,29.9,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
