Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Rotterdam Botlek,1283,409,706.3,1025.1,2002.1,2005.5,2006.5,2007.0,79.0,126.6,135.7,132.3,27.0,59.1,94.3,93.2,20.0,53.7,92.6,73.3,701.0,375.4,325.6,53004.6,28295.9,24708.7,54022.3,28839.2,25183.1
Rotterdam Waalhaven,1121,308,482.7,616.1,2002.7,2005.2,2007.6,2007.4,52.9,101.3,88.0,91.3,22.0,81.4,152.9,160.9,13.0,59.7,88.7,89.6,545.8,336.8,209.0,41098.5,25316.7,15781.8,41887.6,25802.8,16084.8
Rotterdam Maasvlakte,1028,337,1408.4,2014.0,2006.9,2005.5,2008.5,2008.8,64.9,258.3,153.1,183.6,28.0,100.4,302.0,302.7,16.0,26.2,38.6,38.3,588.0,429.5,158.5,44223.5,32321.0,11902.5,45072.6,32941.6,12131.0
Hoek Van Holland,973,125,1193.7,2073.3,2007.2,2005.6,2010.2,2011.3,72.4,310.2,634.3,717.5,25.0,143.1,577.8,602.5,19.0,45.5,61.8,55.2,414.2,299.8,114.4,31264.9,22662.2,8602.7,31865.2,23097.3,8767.9
Rotterdam,945,169,1309.4,2206.5,2007.7,2007.9,2008.7,2008.6,65.2,171.9,548.0,620.9,26.0,90.6,407.9,408.9,12.0,50.8,40.2,39.4,426.3,286.6,139.7,32284.4,21640.2,10644.2,32904.3,22055.7,10848.5
Ijmuiden,936,453,1286.0,1852.9,2001.0,2000.8,2008.3,2009.8,116.1,417.4,270.0,257.2,37.0,154.3,403.8,340.6,21.0,66.1,41.4,31.8,790.8,629.5,161.3,59433.9,47324.1,12109.8,60575.0,48232.7,12342.3
Harlingen,779,236,242.0,227.3,1990.2,1992.2,1996.6,1999.3,202.9,663.8,332.0,255.4,39.0,150.9,287.9,194.0,83.0,171.6,213.7,185.1,575.3,302.1,273.2,43190.3,22677.3,20513.1,44019.6,23112.7,20906.9
Vlissingen,753,313,530.1,627.1,2002.1,2003.7,2006.6,2005.9,101.6,228.0,182.4,176.3,29.0,85.6,237.8,178.7,18.0,67.6,132.1,92.8,372.4,233.4,139.0,27953.0,17515.5,10437.4,28489.7,17851.8,10637.8
Den Helder,686,216,730.7,744.9,1995.6,1993.1,2005.6,2006.4,322.3,1015.8,862.3,812.5,47.5,253.6,784.8,648.1,67.0,192.7,429.6,207.8,826.6,428.2,398.4,62029.9,32140.8,29889.1,63220.9,32757.9,30463.0
Domburg,614,436,1111.4,1510.5,2004.9,2005.4,2007.3,2007.3,78.0,203.0,88.3,95.4,10.0,57.2,68.0,65.4,13.0,28.5,28.7,31.1,381.9,261.4,120.5,28708.1,19661.4,9046.7,29259.3,20038.9,9220.4
Vondelingenplaat,602,230,434.1,684.7,2002.2,2006.5,2005.3,2006.0,54.0,112.3,128.6,125.0,25.0,60.0,127.1,127.1,13.0,39.2,51.8,50.9,455.3,235.5,219.8,34564.2,17778.3,16785.8,35227.8,18119.7,17108.1
Rotterdam Pernis,492,143,203.9,212.5,2001.2,2004.9,2001.2,1999.6,48.2,161.9,158.2,142.1,17.0,94.1,352.1,356.1,9.0,90.0,312.2,243.7,210.6,126.1,84.5,15843.7,9455.2,6388.5,16147.9,9636.7,6511.2
Vlaardingen,458,155,117.7,159.1,2001.2,2004.1,2005.3,2006.6,50.6,111.7,109.4,104.5,27.0,76.0,224.3,173.2,13.5,51.1,298.2,200.5,194.6,116.0,78.6,14668.9,8732.5,5936.3,14950.5,8900.2,6050.3
Terneuzen,453,175,187.0,254.9,1999.9,2001.3,2003.6,2005.6,104.5,159.5,194.5,180.0,35.0,73.3,129.6,107.5,20.0,63.4,37.8,40.4,139.9,95.2,44.8,10540.9,7177.9,3363.0,10743.3,7315.7,3427.6
Breskens,404,118,202.5,218.7,1993.4,1996.0,2000.1,1997.9,248.8,557.4,327.9,282.7,45.5,135.4,253.9,193.2,33.0,104.3,147.2,92.8,257.3,150.0,107.4,19320.6,11260.1,8060.5,19691.6,11476.3,8215.3
Zaandam,372,182,534.4,826.5,2005.9,2005.7,2008.0,2008.9,81.2,271.2,168.3,160.1,31.5,180.0,363.3,299.5,31.0,59.5,73.5,73.0,483.0,269.8,213.1,36309.3,20306.0,16003.4,37006.5,20695.9,16310.6
Yerseke,361,62,27.9,18.4,1988.1,1986.4,1991.0,1986.9,217.5,497.8,326.5,332.2,37.0,175.3,243.7,336.7,82.0,251.8,254.6,225.3,204.3,98.2,106.1,15337.4,7371.6,7965.8,15631.9,7513.1,8118.8
Terschelling,350,100,59.2,46.9,1984.9,1985.0,1999.9,2000.8,186.2,540.4,245.6,224.8,41.0,272.4,591.1,518.2,14.0,37.7,47.5,38.4,175.4,130.1,45.3,13168.9,9766.5,3402.5,13421.8,9954.0,3467.8
Den Oever,331,89,22.7,18.8,1982.7,1984.1,1989.1,1990.4,185.0,450.5,359.3,453.5,41.0,255.4,568.5,650.8,78.0,145.2,155.2,171.0,200.8,119.9,80.9,15073.7,9001.9,6071.8,15363.1,9174.7,6188.3
Eemshaven,328,197,594.7,720.6,2001.7,2002.5,2007.1,2009.4,312.3,813.5,571.1,565.3,74.0,225.1,345.6,326.5,68.0,223.6,287.6,168.1,409.6,259.5,150.0,30742.5,19477.0,11265.5,31332.7,19850.9,11481.8
Maassluis,313,124,271.6,410.1,2003.6,2004.0,2005.3,2006.1,87.7,171.5,145.4,132.7,25.0,122.1,136.1,129.1,14.0,63.0,60.4,59.8,251.6,116.4,135.2,19131.0,8760.8,10370.2,19498.3,8929.0,10569.3
