Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Rotterdam Maasvlakte,4219,1292,615448.7,703364.1,2008.9,2008.8,2013.4,2013.0,325.5,1859.4,2088.7,2115.6,43.0,175.5,426.4,451.3,27.0,43.2,44.5,48.2,56488.8,54064.4,2424.4,4347090.7,4165046.8,182043.9,4430554.9,4245015.7,185539.2
Rotterdam Waalhaven,3599,992,48796.5,63778.6,2006.0,2005.1,2007.7,2007.8,504.6,1255.4,1185.3,1253.5,49.0,149.3,312.8,332.7,20.0,79.1,62.9,66.5,11127.4,9971.8,1155.6,847696.3,760151.5,87544.9,863972.1,774746.4,89225.7
Rotterdam Botlek,2666,1214,54329.0,87842.9,2005.8,2006.7,2009.6,2009.7,405.2,1521.5,1992.0,2069.2,72.0,168.7,489.4,498.0,30.0,56.8,90.3,90.0,10017.2,8235.2,1781.9,766070.6,630000.1,136070.5,780779.2,642096.1,138683.1
Hoek Van Holland,2507,454,58561.9,76914.2,2005.3,2007.0,2008.9,2009.5,189.4,1620.7,680.7,1211.9,13.0,187.0,1225.1,526.5,10.0,65.2,78.0,101.9,7697.2,6235.1,1462.1,583049.3,472974.3,110075.0,594243.8,482055.4,112188.4
Ijmuiden,2365,1234,78539.6,131049.8,2000.8,2004.6,2009.0,2010.1,418.3,1542.5,1640.8,2403.1,65.0,221.2,654.8,717.8,7.0,60.8,97.1,101.2,9381.2,8479.5,901.6,714219.8,646479.7,67740.1,727932.8,658892.1,69040.7
Vlissingen,2363,879,29373.1,38820.4,2001.9,2005.3,2007.0,2007.8,198.2,1046.2,1008.3,1350.9,28.0,135.4,372.0,419.1,19.0,55.5,70.1,79.0,5233.7,4406.9,826.8,398163.4,336009.8,62153.6,405808.1,342461.2,63346.9
Domburg,2036,978,31367.7,41240.0,2006.3,2006.6,2009.4,2009.3,334.4,689.0,752.0,816.5,32.0,64.3,269.5,276.9,20.0,39.6,30.9,37.1,4521.6,3968.9,552.8,342351.6,300843.8,41507.7,348924.7,306620.0,42304.7
Vlaardingen,1914,441,11009.8,11494.5,2003.1,2004.0,2008.4,2009.0,190.4,1049.3,312.8,627.8,13.0,137.2,272.2,402.3,10.0,45.8,37.7,51.0,2725.0,2324.6,400.4,206539.7,175976.2,30563.6,210505.3,179354.9,31150.4
Moerdijk,1768,491,4469.4,6241.6,1999.5,2003.2,2003.1,2003.2,312.5,871.6,573.3,585.2,34.0,117.3,158.4,163.0,19.0,51.6,46.4,47.0,1632.8,1358.3,274.5,123170.2,102550.8,20619.5,125535.1,104519.7,21015.4
Rozenburg,1709,435,25718.8,22907.1,2006.0,2005.9,2008.1,2008.9,215.7,958.5,559.1,903.0,22.0,111.0,224.7,351.6,12.0,45.3,35.0,52.2,3919.2,3301.5,617.7,297996.5,250477.8,47518.7,303718.0,255286.9,48431.1
Zaandam,1416,798,26101.7,40612.8,2003.4,2005.9,2008.8,2009.1,621.2,1249.7,1334.4,1590.8,73.0,144.8,339.9,357.8,27.5,48.7,75.4,79.8,4343.5,3604.4,739.1,330266.3,274771.3,55494.9,336607.4,280046.9,56560.4
Terneuzen,1221,668,14117.1,23640.7,2002.3,2004.7,2009.3,2009.7,237.3,926.2,1480.7,1692.5,55.0,132.0,462.6,488.9,15.0,38.3,38.5,37.7,1997.9,1835.3,162.6,152282.1,140035.7,12246.4,155205.9,142724.4,12481.5
Vondelingenplaat,1031,591,19468.0,31360.8,2006.4,2006.6,2008.4,2008.7,433.2,1329.1,1700.0,1737.3,72.0,150.5,431.7,436.3,31.0,45.6,58.5,59.0,3953.8,3207.4,746.4,302012.4,244987.8,57024.6,307811.1,249691.6,58119.5
Eemshaven,944,499,7983.5,11112.3,2002.1,2002.8,2009.2,2009.0,427.6,915.2,1186.0,1385.8,56.0,161.2,333.6,355.8,43.0,117.4,142.3,127.3,1952.5,1537.8,414.8,147116.9,115976.4,31140.6,149941.6,118203.1,31738.5
Everingen,933,585,16860.9,23475.6,2006.8,2007.8,2009.5,2009.2,339.3,872.0,959.4,937.1,45.0,103.0,304.4,304.6,21.0,26.7,44.4,45.5,2704.6,2163.7,540.9,205527.2,164914.9,40612.4,209473.3,168081.2,41392.1
Europoort,932,678,174769.9,293901.2,2007.6,2008.4,2011.3,2011.2,1349.9,2661.9,3354.3,3615.9,141.0,294.4,641.8,682.9,33.0,57.9,78.0,84.0,14494.6,13157.7,1336.9,1062708.4,962110.8,100597.6,1083112.4,980583.3,102529.1
Brielle,810,466,35859.1,63722.7,2007.1,2007.7,2010.5,2010.6,652.7,1325.3,1809.6,1907.7,86.0,144.5,344.4,354.2,28.0,42.8,49.6,49.4,4591.5,3636.8,954.7,350238.7,276777.8,73460.8,356963.2,282092.0,74871.3
Amsterdam,738,467,13520.0,18416.4,2001.1,2002.5,2010.1,2011.3,294.1,958.5,989.6,1972.4,39.0,110.6,358.7,458.1,29.0,59.6,95.1,117.6,2205.1,1811.1,394.0,167438.1,137822.2,29615.9,170652.9,140468.4,30184.5
Nieuwdorp,720,393,14352.7,19538.2,2004.5,2005.1,2002.4,2002.7,517.5,1150.5,1783.7,1865.8,54.0,125.4,480.9,483.9,25.0,53.9,92.4,90.8,2630.1,2274.6,355.5,200195.8,173441.9,26753.9,204039.6,176772.0,27267.5
Rotterdam Pernis,683,399,5105.3,7175.5,2003.8,2004.3,2008.4,2009.1,542.4,906.0,1013.4,1214.5,66.0,134.1,352.9,390.7,25.0,64.3,114.2,107.3,1280.6,1071.4,209.2,96597.5,80837.7,15759.8,98452.2,82389.7,16062.4
Rotterdam,644,462,55946.1,104063.4,2006.9,2007.2,2009.8,2009.8,636.8,1493.2,2382.7,2485.4,84.5,177.4,456.0,463.1,29.0,49.0,60.5,60.7,5667.8,4480.9,1186.9,434515.8,343262.1,91253.7,442858.5,349852.8,93005.8
Rotterdam Centrum,557,257,2580.8,1535.9,2001.9,2001.3,2007.6,2006.1,228.7,606.7,327.2,701.5,33.0,103.2,211.5,383.0,11.0,38.7,46.5,86.6,682.9,543.1,139.8,51772.5,40987.1,10785.4,52766.6,41774.1,10992.5
Harlingen,537,212,563.9,651.8,1997.2,1996.8,1999.0,1999.8,342.3,681.1,506.7,439.6,45.0,83.1,165.4,138.1,52.0,159.8,163.6,123.1,512.4,269.2,243.2,38533.6,20270.0,18263.6,39273.5,20659.2,18614.3
Schiedam,523,338,3402.6,4512.9,2001.0,2001.8,2003.5,2004.1,521.9,1149.4,1616.4,1549.3,77.0,131.1,302.4,282.4,17.0,36.5,45.4,47.6,911.8,868.2,43.6,69476.9,66204.3,3272.7,70810.9,67475.4,3335.5
