Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Drapetzona,2522,183,20830.7,3670.8,1995.3,1995.1,1997.4,1995.9,222.2,1172.6,354.7,360.2,13.0,196.9,149.7,174.0,11.0,49.2,30.4,35.9,6505.4,4866.0,1639.4,500181.0,374692.6,125488.4,509784.4,381886.7,127897.8
Aspropyrgos,1509,170,1038.3,1473.6,1994.5,1996.9,1998.7,1999.1,134.6,230.3,244.5,246.1,33.0,75.2,82.4,82.6,23.0,45.4,67.3,65.8,1118.3,622.0,496.3,84585.2,47081.3,37503.9,86209.2,47985.2,38224.0
Piraeus,1103,197,1629.3,922.9,1988.3,1994.3,1995.2,1993.1,151.8,647.3,391.3,259.4,21.0,151.8,206.6,158.3,24.0,115.4,70.5,98.0,1129.7,702.1,427.7,86115.8,53604.9,32510.9,87769.2,54634.1,33135.1
Rhodes,1014,121,6899.5,1425.2,1995.6,1994.1,2000.7,1997.9,327.6,487.3,372.8,365.9,19.0,57.3,68.3,70.1,9.0,33.8,19.6,24.3,2315.4,1920.1,395.4,178241.4,147984.8,30256.6,181663.6,150826.1,30837.5
Thessaloniki,1002,274,2625.6,3365.2,1993.8,1996.8,1999.8,2000.6,274.4,364.0,322.4,323.7,27.0,44.0,50.7,53.8,34.0,76.0,56.4,60.1,1003.3,578.9,424.4,76596.7,44426.8,32169.9,78067.4,45279.8,32787.5
Mykonos,938,120,3898.2,531.6,1991.0,1993.1,2000.2,1996.4,115.2,245.7,213.1,201.5,11.0,29.7,40.9,39.8,7.0,20.8,10.5,12.8,1356.5,1085.8,270.7,104253.2,83428.6,20824.6,106254.8,85030.4,21224.4
Perama,900,308,1103.2,1076.7,1991.5,1995.5,2000.8,2001.9,147.5,1389.2,302.5,249.4,35.0,285.1,489.4,234.1,24.0,257.3,292.5,236.7,1212.8,679.3,533.5,91634.2,51377.3,40256.9,93393.5,52363.8,41029.8
Eleusina,619,156,322.1,465.6,1997.1,1995.8,2001.1,2001.0,126.0,277.2,244.9,248.1,33.0,70.3,166.2,163.7,16.0,43.3,65.7,65.2,433.4,264.9,168.5,32707.2,20023.4,12683.8,33335.2,20407.8,12927.3
Agioi Theodoroi,595,108,1253.5,2004.2,2001.5,2002.2,2005.5,2005.5,184.1,360.1,427.5,440.4,28.0,62.0,186.0,188.9,30.0,65.8,89.8,89.2,771.4,310.3,461.2,58807.8,23701.1,35106.7,59936.9,24156.2,35780.8
Souda,544,50,4226.0,932.7,1988.9,1994.9,1994.9,1994.8,179.5,646.0,302.1,280.1,12.0,68.8,34.1,31.6,12.0,121.0,14.0,19.1,1068.5,766.1,302.4,82259.3,59083.4,23175.9,83838.6,60217.8,23620.8
Keratsinion,538,175,1069.6,1193.1,2000.0,2001.9,2006.1,2005.9,120.6,133.0,137.0,144.4,29.0,31.3,44.4,46.6,17.0,22.5,23.6,24.5,386.6,278.7,107.9,29362.1,21209.9,8152.2,29925.9,21617.2,8308.7
Naxos,528,66,2168.0,451.3,1995.4,1991.9,2003.6,2000.1,235.2,1273.0,779.6,572.1,17.0,125.1,99.8,101.5,6.0,103.2,149.4,114.2,1128.1,595.4,532.7,86056.3,45345.0,40711.3,87708.6,46215.6,41493.0
Lavrio,513,100,1027.8,1187.2,1984.3,1992.1,1996.2,2001.4,206.3,520.3,428.7,411.5,16.0,66.0,138.9,74.9,13.0,49.9,96.2,67.9,551.3,315.8,235.5,41775.5,23962.1,17813.5,42577.6,24422.1,18155.5
