Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Ferry-RoPax,8664,157,60101.8,13451.1,1993.9,1996.3,1996.7,1995.0,308.0,2227.3,542.5,553.1,16.0,341.0,270.9,324.3,10.0,80.5,69.9,97.4,24552.5,17766.1,6786.4,1877825.6,1360039.7,517785.9,1913879.9,1386152.5,527727.4
General cargo,4480,787,3761.8,5497.3,1984.0,1993.1,1990.9,1990.4,247.4,359.8,377.6,375.9,26.0,35.9,117.9,116.4,19.0,41.6,55.5,56.0,1200.5,804.8,395.6,90806.1,60935.3,29870.8,92549.6,62105.3,30444.3
Oil tanker,3272,279,14057.7,24664.8,1997.8,2006.1,2006.4,2006.6,179.0,387.9,429.1,431.1,27.0,53.2,120.7,117.9,16.0,40.8,44.6,43.5,3919.6,2250.6,1669.0,298724.0,171580.5,127143.5,304459.5,174874.8,129584.7
Miscellaneous - fishing,2412,202,483.1,460.6,1992.3,1992.0,1995.4,1994.5,622.2,3539.5,1961.2,1926.3,76.5,472.9,1134.0,1136.6,49.0,218.6,591.7,584.1,3226.2,1964.5,1261.7,242231.3,147502.0,94729.3,246882.2,150334.0,96548.1
Service - tug,2398,97,223.0,197.2,1994.0,1991.5,1987.6,1987.4,102.2,349.0,244.6,270.3,41.5,124.5,655.7,756.3,20.0,49.0,166.0,187.6,838.5,591.9,246.5,62955.5,44444.5,18510.9,64164.2,45297.9,18866.3
Chemical tanker,2375,234,4085.8,6265.0,2002.4,2006.2,2006.1,2006.1,230.5,280.0,306.0,306.1,27.0,33.6,80.0,80.5,19.0,38.8,103.9,107.7,2033.9,1044.1,989.8,155058.2,79737.5,75320.7,158035.3,81268.4,76766.9
Cruise,1838,91,20806.2,2175.5,1995.5,1998.5,2000.7,1999.5,179.9,219.8,280.7,275.7,16.0,17.9,29.5,29.9,9.0,11.2,13.9,14.0,5280.9,4107.8,1173.1,408287.1,317741.2,90545.9,416126.2,323841.9,92284.4
Ferry-pax only,1617,73,950.5,215.6,1991.4,1993.8,1992.7,1993.7,625.3,4067.0,1336.1,1446.0,33.0,324.5,1135.6,1424.5,18.0,205.3,181.1,182.6,1122.8,787.3,335.5,84300.3,59111.2,25189.1,85918.9,60246.2,25672.7
Bulk carrier,1391,243,4770.0,7851.0,1992.6,2003.3,2001.8,2001.7,237.5,478.3,447.1,452.4,22.0,45.4,77.3,79.3,16.0,59.9,65.9,67.1,748.6,485.8,262.8,57266.0,37180.3,20085.7,58365.5,37894.2,20471.3
Ro-Ro,1006,15,1079.6,936.1,1973.8,1986.5,1976.5,1977.0,166.1,654.3,220.5,223.6,15.0,221.3,34.9,47.5,9.0,55.8,29.2,40.0,980.7,656.3,324.3,74628.7,50141.4,24487.3,76061.6,51104.1,24957.5
Container,746,176,3387.8,3953.7,2003.8,2003.5,2004.2,2004.2,257.1,197.6,211.2,212.5,25.0,53.0,46.4,47.8,26.0,40.2,34.7,34.8,896.2,604.4,291.8,68471.5,46346.2,22125.3,69786.2,47236.1,22550.1
Liquefied gas tanker,572,54,1762.2,1954.8,1991.9,2003.6,2000.0,1999.8,254.3,358.0,355.6,357.8,30.0,48.2,209.8,215.5,22.0,53.1,81.0,80.1,840.4,449.1,391.3,63738.3,34229.0,29509.2,64962.1,34886.2,30075.8
Service - other,254,22,102.5,84.7,1968.0,1995.7,1990.3,1988.3,176.1,1189.8,300.8,200.3,26.0,102.2,225.5,165.9,15.0,123.2,199.7,108.6,112.2,70.8,41.5,8430.5,5315.3,3115.2,8592.3,5417.3,3175.0
Offshore,110,15,186.9,178.6,1990.8,1994.7,1992.4,1990.8,252.4,1107.5,608.1,502.3,46.0,286.6,564.6,588.9,24.0,176.4,256.1,285.7,163.8,108.7,55.1,12298.6,8163.1,4135.5,12534.8,8319.8,4214.9
Other liquids tankers,83,2,20.2,55.6,1959.5,1965.0,1966.3,1968.8,238.7,532.9,601.3,802.1,27.0,81.0,157.3,181.9,8.0,27.5,142.2,164.3,77.5,47.4,30.0,5870.5,3593.0,2277.5,5983.2,3662.0,2321.2
Vehicle,49,34,336.8,108.0,2006.0,2005.6,2007.3,2007.2,98.5,159.0,159.6,155.5,14.0,24.3,58.0,55.6,6.0,12.7,47.9,46.2,40.3,29.1,11.2,3110.1,2245.2,864.9,3169.8,2288.3,881.5
Refrigerated bulk,3,2,6.6,7.9,1990.0,1990.5,1989.1,1989.1,455.8,329.0,368.4,394.8,20.0,25.0,40.2,40.4,20.0,10.8,20.2,20.3,2.8,1.9,0.9,214.9,143.3,71.6,219.0,146.0,73.0
