Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,4469,1572,18045.8,25131.0,1993.3,1995.4,1999.7,1999.7,624.3,919.2,979.1,979.4,69.0,106.1,225.0,226.2,19.0,42.4,55.4,55.6,4122.9,3397.3,725.6,314567.1,259531.9,55035.2,320606.8,264514.9,56091.9
Container,3483,548,268120.7,279686.4,2004.8,2005.8,2012.5,2012.1,610.3,1156.6,1795.3,1677.7,55.0,93.8,243.1,236.6,20.0,25.2,23.1,23.0,25370.9,24265.0,1105.9,1961025.7,1876550.0,84475.8,1998677.4,1912579.7,86097.7
Bulk carrier,1879,1074,69349.6,121021.4,2004.2,2006.8,2007.9,2008.0,786.0,1458.5,1567.0,1588.8,83.0,170.5,349.7,354.9,14.0,44.0,50.2,49.2,6424.7,5780.8,643.9,496498.8,446841.2,49657.6,506031.6,455420.6,50611.0
Chemical tanker,1507,594,24797.5,39479.7,2006.7,2007.4,2007.5,2007.5,631.6,1073.9,1000.9,1003.8,69.0,114.1,217.9,218.7,28.0,42.7,53.9,54.0,5245.7,3923.6,1322.1,404599.8,302852.6,101747.2,412368.1,308667.3,103700.7
Oil tanker,1503,615,119838.6,223164.6,2007.5,2008.1,2008.8,2008.8,819.1,1575.4,1603.0,1620.2,90.0,169.3,307.3,309.3,28.0,47.4,48.9,48.4,11996.7,8899.5,3097.2,927917.3,688474.7,239442.6,945733.3,701693.4,244039.9
Ferry-RoPax,975,40,24232.2,4979.1,2001.5,1994.8,2003.1,2003.2,518.5,2265.1,816.8,729.7,22.0,138.0,60.3,55.7,4.0,143.6,92.1,82.1,6770.4,4211.7,2558.7,522348.3,325109.3,197239.0,532377.4,331351.4,201026.0
Cruise,783,110,29264.6,3074.1,1997.9,1998.0,2003.0,2002.2,531.3,616.7,647.5,650.5,37.0,53.9,60.5,62.9,9.0,25.6,13.4,13.7,6849.9,6049.6,800.3,530427.2,468493.0,61934.2,540611.4,477488.1,63123.3
Vehicle,655,211,47827.1,16418.4,2005.6,2006.8,2006.6,2006.3,835.9,2105.1,1561.2,1624.2,61.0,145.7,253.8,260.5,6.0,13.5,9.6,9.4,3084.5,2995.3,89.2,238837.6,231946.1,6891.5,243423.3,236399.5,7023.8
Ro-Ro,432,48,10531.2,5041.2,2000.8,2000.9,2002.8,2000.4,705.6,1106.2,911.8,957.8,40.0,102.4,144.0,156.3,10.0,14.1,25.1,29.8,1885.4,1632.5,252.8,145921.4,126358.7,19562.6,148723.1,128784.8,19938.2
Liquefied gas tanker,424,144,23236.9,21214.9,2003.8,2006.4,2008.8,2008.5,814.1,1953.4,2400.4,2284.4,90.0,168.8,307.2,308.6,22.0,39.5,40.5,41.4,3333.3,2979.1,354.2,231764.1,205031.9,26732.2,236214.0,208968.6,27245.4
Service - tug,174,99,162.6,141.8,1991.9,1996.3,2001.3,2000.1,537.9,1053.3,1072.9,1071.3,91.5,579.1,690.7,718.0,12.0,174.7,262.1,247.8,206.4,176.5,29.9,15538.7,13292.9,2245.9,15837.1,13548.1,2289.0
Miscellaneous - fishing,119,43,96.6,116.8,1992.6,1993.2,1988.2,1987.9,477.3,2489.4,2033.6,2135.6,50.0,289.2,336.1,265.1,22.0,185.8,522.5,584.3,148.5,97.7,50.8,11175.0,7356.7,3818.3,11389.6,7498.0,3891.6
Ferry-pax only,108,33,101.6,30.4,1986.9,1990.3,1982.8,1980.0,810.5,4514.5,2051.8,3044.7,47.0,492.7,794.2,836.3,35.5,237.2,242.2,170.5,150.8,104.9,45.8,11323.8,7881.8,3441.9,11541.2,8033.2,3508.0
Service - other,74,47,773.1,1600.2,2000.9,1996.9,2008.4,2011.8,651.2,1193.4,728.9,666.3,69.5,595.6,2321.4,2765.9,26.5,108.7,68.6,52.7,154.4,140.0,14.4,11654.0,10571.8,1082.3,11877.8,10774.7,1103.0
Offshore,40,26,309.9,246.5,1997.8,2000.9,2003.5,2001.7,618.8,1283.9,1361.8,1069.2,115.0,458.7,612.7,505.8,26.0,205.7,123.0,135.6,154.8,117.1,37.7,11670.4,8842.7,2827.7,11894.5,9012.5,2882.0
Refrigerated bulk,29,24,232.6,251.7,1995.1,1994.8,1998.5,1998.3,610.1,1308.6,1282.6,1276.5,44.0,154.2,267.8,265.8,9.0,36.2,34.4,35.4,121.0,103.1,17.9,9178.5,7831.1,1347.5,9354.7,7981.4,1373.3
