Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Turkey,5492,2510,50074.6,69436.7,1999.2,2000.0,2004.8,2005.4,372.1,568.1,490.0,517.7,39.0,69.3,129.7,169.7,18.0,44.1,45.3,50.2,8478.9,6096.4,2382.5,652148.7,469399.1,182749.6,664670.0,478411.5,186258.4
Italy,3779,1286,94988.2,76422.2,2002.7,2002.9,2005.3,2006.3,705.0,875.7,835.8,899.8,53.0,86.5,85.3,109.3,11.0,40.4,40.1,41.9,17237.0,13389.4,3847.7,1331810.9,1035079.5,296731.3,1357381.6,1054953.1,302428.6
Egypt,892,639,14740.0,21452.0,2000.6,2001.2,2006.3,2006.3,597.0,760.1,677.7,689.3,69.0,152.0,133.7,144.4,20.0,52.7,43.1,46.5,2367.9,1788.4,579.6,182318.6,137819.7,44498.8,185819.1,140465.9,45353.2
Cyprus,720,287,5897.8,6681.8,1995.9,1997.3,1999.8,2001.1,621.8,817.0,771.7,844.1,67.0,141.8,152.2,183.2,26.5,57.8,59.9,70.0,1630.2,1230.4,399.8,124991.1,94537.1,30454.0,127391.0,96352.3,31038.7
Malta,569,381,11610.7,12861.5,2002.3,2002.8,2004.8,2005.8,559.4,776.2,673.5,694.5,56.0,97.4,113.2,133.0,16.0,46.5,62.9,61.5,1984.6,1522.7,461.9,152883.8,117356.3,35527.5,155819.1,119609.5,36209.6
Spain,518,431,27337.3,37630.6,2004.2,2004.2,2008.7,2008.9,1489.6,1730.1,1573.7,1684.3,136.0,175.8,174.7,200.9,24.0,57.0,45.9,48.4,3018.7,2639.0,379.7,233070.8,203803.2,29267.6,237545.8,207716.2,29829.5
Israel,463,223,6829.8,7574.2,1998.5,2000.0,2005.4,2005.6,697.9,820.5,762.0,788.4,75.0,188.2,116.1,137.9,20.0,36.2,32.7,38.5,1056.5,901.8,154.7,81298.4,69420.2,11878.2,82859.3,70753.1,12106.2
Lebanon,394,250,7831.3,9625.7,1998.8,1997.9,2009.3,2009.0,701.4,879.4,760.3,781.1,79.0,123.3,103.3,116.0,19.0,51.1,35.8,41.2,1100.2,890.0,210.2,84813.0,68644.8,16168.2,86441.5,69962.8,16478.7
France,308,221,16289.9,22630.3,2005.8,2005.6,2010.6,2010.4,1154.1,1524.8,1416.9,1507.4,102.5,145.6,152.2,170.3,17.0,37.9,29.4,31.3,1666.8,1503.8,163.0,128598.8,116030.3,12568.4,131067.9,118258.1,12809.7
Croatia,272,187,6361.7,6978.4,1996.1,1997.2,2003.9,2007.3,810.2,969.6,817.5,1069.3,69.5,106.2,141.0,194.0,10.0,31.3,32.4,45.5,1023.5,883.1,140.4,79099.0,68266.2,10832.8,80617.7,69576.9,11040.8
Singapore,210,133,135026.9,129766.6,2012.1,2010.4,2013.9,2014.1,5691.9,5774.2,5691.6,5696.9,356.0,415.0,366.6,375.2,22.0,70.8,26.4,27.3,9712.0,9591.0,121.0,752155.0,742860.3,9294.7,766596.4,757123.2,9473.1
