Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
United States of America,276,64,8913.3,1953.2,1996.8,2003.4,2004.2,2004.8,687.6,865.7,752.1,865.9,52.0,77.9,65.7,108.6,13.0,21.7,12.3,24.4,2013.7,1857.2,156.5,154471.2,142700.1,11771.0,157437.0,145440.0,11997.0
Mexico,228,46,8476.5,1061.8,2006.4,2003.7,2009.3,2008.4,334.7,569.9,368.8,440.9,19.0,60.1,26.1,54.0,8.0,24.7,18.0,40.2,1804.9,1512.9,292.1,139664.5,117133.7,22530.8,142346.1,119382.6,22963.4
Jamaica,139,27,2537.0,384.2,2000.6,2004.0,2007.5,2002.9,304.5,316.6,277.5,299.2,19.0,37.2,17.1,25.0,10.0,20.2,9.8,23.5,504.9,394.8,110.1,39099.5,30578.4,8521.1,39850.2,31165.5,8684.8
Honduras,80,13,1937.6,222.9,2005.3,2004.6,2005.2,2005.3,348.0,394.8,365.9,365.4,22.0,31.0,22.9,24.7,7.0,15.2,7.9,9.1,460.0,410.9,49.1,35606.9,31804.7,3802.2,36290.6,32415.4,3875.2
Cuba,39,17,677.5,337.7,1989.3,1992.0,1997.4,2000.8,449.7,455.8,530.9,941.7,39.0,62.4,159.8,481.8,23.0,28.0,33.7,61.5,166.1,118.9,47.2,12842.4,9189.9,3652.4,13088.9,9366.4,3722.6
Bahamas,27,9,3144.6,346.0,2009.0,2006.9,2011.8,2010.0,851.7,893.3,1029.3,976.3,46.0,75.1,49.5,69.3,9.0,24.7,30.9,34.1,511.0,415.7,95.3,39522.9,32199.4,7323.5,40281.7,32817.7,7464.1
Colombia,25,13,1007.9,117.8,1996.4,1994.8,1999.9,1997.4,651.9,712.8,737.8,744.4,66.0,122.5,57.3,86.3,9.0,77.9,11.0,43.1,194.6,176.2,18.5,15047.1,13632.9,1414.2,15336.0,13894.6,1441.4
Belize,24,9,512.9,70.4,2006.9,2008.3,2010.7,2008.9,441.6,564.0,608.0,528.8,35.5,41.3,43.6,40.0,10.0,8.7,9.9,9.9,87.8,79.2,8.6,6778.6,6116.1,662.6,6908.8,6233.5,675.3
Dominican Republic,14,9,255.3,139.9,1989.2,1995.3,2007.2,2007.0,838.0,810.6,866.8,906.7,86.5,94.3,75.8,115.7,41.0,39.6,13.9,26.5,53.4,48.7,4.8,4123.7,3758.3,365.3,4202.8,3830.5,372.3
Costa Rica,7,4,199.6,32.2,1995.3,1995.5,1993.0,1996.2,584.4,602.9,588.1,608.1,40.0,45.1,40.7,47.5,9.0,10.9,9.2,12.1,41.2,36.5,4.7,3186.1,2826.4,359.7,3247.3,2880.7,366.6
