Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,530,78,27457.4,2370.3,2005.4,2003.2,2007.1,2006.6,348.3,517.9,494.1,482.9,20.0,31.6,42.6,40.6,8.0,11.8,13.9,14.1,5687.4,4966.6,720.8,439172.8,383773.0,55399.7,447604.9,391141.5,56463.4
General cargo,168,13,311.1,417.7,1996.8,1998.8,1998.7,1997.9,660.2,681.1,615.8,628.6,53.5,84.4,69.0,70.3,22.0,20.0,33.1,34.1,121.3,113.1,8.2,9131.8,8514.2,617.5,9307.1,8677.7,629.4
Ro-Ro,87,4,169.1,192.8,1986.4,1979.5,1987.9,1987.1,346.0,639.6,384.6,404.5,32.0,73.4,40.6,43.1,34.0,26.9,36.5,35.2,90.0,62.6,27.4,6870.1,4768.0,2102.1,7002.0,4859.5,2142.5
Container,30,5,104.2,137.7,1996.9,1997.2,1997.8,1997.7,709.5,888.6,798.6,803.3,60.0,80.1,92.2,93.3,17.5,180.2,55.7,56.4,36.8,26.8,10.0,2809.4,2061.2,748.2,2863.3,2100.8,762.5
Chemical tanker,28,22,967.0,1623.2,2010.2,2010.5,2011.3,2011.4,1017.4,1336.0,1459.3,1475.7,112.0,157.9,274.4,276.8,33.0,38.5,35.0,35.1,134.2,115.3,18.8,10314.2,8886.8,1427.5,10512.3,9057.4,1454.9
Bulk carrier,21,4,141.0,255.0,1971.9,1978.8,1996.0,1996.8,838.9,1267.6,1864.2,1963.0,130.0,296.2,739.5,757.5,45.0,48.1,58.0,58.1,30.0,27.2,2.8,2280.8,2072.8,208.0,2324.6,2112.6,212.0
Liquefied gas tanker,12,8,173.8,195.7,2005.9,2006.4,2010.9,2010.8,669.8,800.6,865.3,869.5,83.5,94.4,121.4,121.3,30.5,66.2,84.6,84.1,34.2,24.4,9.7,2620.1,1883.0,737.1,2670.4,1919.1,751.3
Oil tanker,9,8,384.7,681.4,2003.7,2003.8,2004.2,2004.2,1044.1,1014.3,1155.3,1158.4,126.0,168.2,316.6,319.6,60.0,61.2,67.3,68.5,49.0,37.3,11.7,3778.5,2881.2,897.3,3851.0,2936.5,914.6
Service - other,2,2,6.2,2.8,1984.5,1984.5,1989.8,1988.6,959.7,959.7,856.5,874.9,86.0,86.0,66.2,70.9,131.5,131.5,42.9,63.6,4.4,3.6,0.8,326.9,269.5,57.3,333.1,274.7,58.4
Offshore,1,1,11.2,6.3,2009.0,2009.0,2009.0,2009.0,896.3,896.3,896.3,896.3,261.0,261.0,261.0,261.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Service - tug,1,1,1.9,1.8,2009.0,2009.0,2009.0,2009.0,1207.0,1207.0,1207.0,1207.0,293.0,293.0,293.0,293.0,92.0,92.0,92.0,92.0,0.6,0.5,0.1,44.4,39.3,5.0,45.2,40.1,5.1
