Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
United States of America,363,60,12755.4,2260.0,1999.0,2003.5,2004.9,2004.4,710.3,872.8,770.0,875.2,56.0,64.1,54.4,97.4,7.0,8.6,7.8,10.4,2733.9,2580.1,153.8,210028.3,198135.4,11892.9,214060.9,201939.6,12121.3
Jamaica,264,41,5905.0,699.7,2003.4,2002.5,2009.7,2005.6,264.9,277.5,259.9,276.3,16.0,26.8,15.9,20.9,7.0,13.9,7.6,10.0,1176.6,986.0,190.6,91124.9,76365.4,14759.5,92874.5,77831.6,15042.8
Mexico,114,32,4148.8,418.2,2001.3,2002.3,2007.9,2003.3,356.9,581.8,402.4,440.5,20.5,54.1,38.4,50.0,7.0,13.5,7.1,11.4,827.1,753.1,74.0,63939.9,58215.0,5724.9,65167.5,59332.7,5834.8
Cuba,31,15,535.0,243.2,1989.1,1993.3,1996.9,1999.2,452.7,631.3,541.3,711.4,38.0,71.9,73.3,157.1,7.0,14.3,11.5,19.1,110.6,100.3,10.3,8556.4,7760.8,795.6,8720.7,7909.8,810.8
Honduras,27,12,816.2,80.7,2003.5,2003.1,2004.0,2003.4,355.4,532.3,359.5,380.2,20.0,37.3,23.9,32.5,7.0,7.6,7.6,7.7,201.0,179.2,21.8,15552.9,13866.6,1686.4,15851.6,14132.8,1718.8
Bahamas,20,14,949.7,531.0,2007.2,2006.3,2010.3,2013.2,913.3,933.4,924.6,1024.9,72.5,89.1,72.9,110.1,21.5,22.4,16.8,36.1,160.3,146.0,14.2,12406.6,11307.2,1099.4,12644.8,11524.3,1120.5
Costa Rica,20,8,1158.5,101.2,2002.6,1999.8,2003.8,2003.1,615.8,641.0,638.6,636.4,37.5,41.7,40.8,41.0,8.0,9.1,7.8,8.2,238.1,220.6,17.5,18440.2,17088.6,1351.5,18794.2,17416.7,1377.5
Colombia,14,11,633.3,69.6,2001.1,2001.3,2006.2,2003.6,694.4,758.4,765.9,752.1,40.5,57.3,51.9,58.3,8.0,24.5,8.5,20.3,130.7,120.4,10.3,10114.8,9321.9,793.0,10309.0,9500.8,808.2
Belize,13,4,573.5,64.3,2009.5,2010.0,2009.1,2009.3,535.5,579.1,594.9,592.7,38.0,40.2,45.0,45.6,9.0,8.2,8.5,8.5,123.3,112.9,10.3,9547.6,8748.5,799.2,9730.9,8916.4,814.5
Dominican Republic,9,9,174.7,269.0,2007.9,2007.9,2008.9,2009.1,733.9,790.3,818.2,812.7,60.0,68.7,76.9,73.0,23.0,22.1,26.4,27.0,24.7,20.0,4.7,1908.1,1545.1,362.9,1944.7,1574.8,369.9
