Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,241,51,7464.0,9181.1,2008.3,2008.2,2009.8,2009.5,1041.6,1849.6,1599.5,1604.2,78.0,158.3,175.0,177.1,14.0,18.0,19.4,19.3,1405.5,1352.5,53.0,108625.4,104589.7,4035.7,110711.0,106597.9,4113.2
Cruise,184,29,15924.1,1515.0,1997.1,1998.2,1998.8,1998.0,1064.0,982.9,1024.0,1024.3,63.0,62.7,76.0,76.4,8.0,11.5,8.5,8.3,3402.8,3260.9,142.0,263587.9,252591.1,10996.8,268648.8,257440.9,11207.9
Bulk carrier,156,76,17431.2,30164.2,2013.3,2012.1,2013.3,2013.2,4045.4,3916.3,3831.9,3856.0,344.0,378.8,465.2,464.2,187.5,261.0,242.2,244.4,1477.2,1328.8,148.4,114380.4,102894.0,11486.4,116576.5,104869.5,11707.0
General cargo,51,18,2181.2,3360.0,2005.8,2008.4,2007.4,2008.1,946.1,2656.6,2325.9,2702.4,68.0,247.6,343.7,353.9,15.0,50.5,80.4,87.5,277.6,265.6,12.0,21374.9,20473.6,901.2,21785.3,20866.7,918.5
Chemical tanker,47,26,1850.0,3027.5,2010.7,2011.5,2010.8,2010.9,1136.2,1440.5,1501.1,1486.5,111.0,126.5,203.5,200.6,24.0,28.1,24.8,24.7,278.7,247.1,31.5,21510.3,19076.0,2434.2,21923.3,19442.3,2481.0
Liquefied gas tanker,22,4,106.8,116.6,2011.1,2009.5,2011.6,2011.7,1260.1,1198.1,1184.7,1186.6,102.0,96.6,117.4,117.6,92.0,97.0,128.5,128.8,78.3,37.4,40.9,5945.7,2872.9,3072.8,6059.8,2928.0,3131.8
Vehicle,20,12,1343.4,431.7,2009.3,2010.0,2009.3,2009.3,1191.6,1068.2,1128.2,1106.4,75.0,69.7,76.1,74.2,7.0,10.6,8.8,8.8,83.6,81.8,1.8,6475.5,6337.3,138.2,6599.8,6459.0,140.8
Oil tanker,13,12,1783.4,3211.8,2007.9,2007.8,2008.5,2008.4,1371.3,2359.2,2989.7,3083.3,132.0,209.6,337.8,341.9,35.0,33.4,41.4,41.6,160.4,136.0,24.3,12421.3,10537.4,1883.8,12659.8,10739.8,1920.0
Miscellaneous - fishing,11,10,31.3,29.9,2002.2,2002.6,2001.8,2001.5,5119.7,7559.0,8278.3,8482.1,1056.0,1343.0,1870.3,1885.6,25.0,213.8,31.1,25.1,55.2,51.7,3.5,4145.7,3885.0,260.8,4225.3,3959.6,265.8
Service - other,6,5,263.1,169.4,2001.0,2001.0,2007.4,2006.7,2737.5,3622.9,4313.3,4033.6,457.0,533.8,880.4,844.3,70.0,551.2,1517.3,1361.0,43.3,37.3,6.0,3267.4,2816.1,451.2,3330.1,2870.2,459.9
Offshore,4,3,64.6,69.9,2001.5,2000.3,2010.7,2009.8,5978.3,6118.2,7330.8,7112.4,2374.0,2714.0,4322.9,4183.1,81.0,153.3,97.3,101.3,56.6,55.3,1.4,4253.1,4151.5,101.6,4334.7,4231.2,103.5
Service - tug,4,4,1.9,1.7,1995.0,1995.0,1993.1,1993.6,1139.1,1068.8,1074.5,1073.0,359.0,542.0,468.6,488.8,40.0,48.5,45.1,45.9,2.4,2.3,0.2,182.4,170.4,12.0,185.9,173.7,12.2
Ro-Ro,3,2,141.9,73.3,2013.0,2013.0,2013.0,2013.0,4536.1,4558.9,2925.8,2948.5,245.0,218.2,239.6,239.7,46.0,306.5,63.6,70.9,35.2,26.7,8.5,2704.2,2062.1,642.1,2756.1,2101.7,654.5
Refrigerated bulk,2,2,20.6,24.9,1998.5,1998.5,1998.5,1998.5,1090.0,1090.0,1089.8,1089.7,67.5,67.5,67.5,67.5,60.0,60.0,59.7,59.4,13.7,10.4,3.3,1045.4,799.3,246.1,1065.5,814.6,250.9
Ferry-RoPax,1,1,2.2,0.1,2008.0,2008.0,2008.0,2008.0,1513.2,1513.2,1513.2,1513.2,51.0,51.0,51.0,51.0,89.0,89.0,89.0,89.0,2.2,1.1,1.2,168.7,81.9,86.7,171.9,83.5,88.4
Ferry-pax only,1,1,0.4,0.1,2017.0,2017.0,2017.0,2017.0,1363.8,1363.8,1363.8,1363.8,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,0.7,0.6,0.1,53.7,42.5,11.2,54.7,43.3,11.5
