Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Noumea,502,173,31213.2,18193.3,2004.4,2006.5,2004.7,2008.7,1017.8,3022.5,1379.6,1848.6,66.0,378.7,197.4,280.6,15.0,133.5,45.5,65.6,5224.4,4725.9,498.6,403735.3,365302.0,38433.3,411487.0,372315.8,39171.2
Baie De Prony,122,58,3610.4,5357.5,2007.3,2009.8,2011.0,2011.4,1094.3,1373.5,1509.6,1543.1,98.5,129.2,241.0,250.4,30.5,52.3,55.4,58.4,538.7,491.6,47.1,41567.5,37970.8,3596.7,42365.6,38699.9,3665.7
Kone,62,37,6025.1,9774.5,2013.7,2013.3,2013.4,2013.5,3727.4,3533.5,3450.6,3506.1,308.5,348.0,441.2,448.5,46.5,51.1,55.6,55.5,678.5,641.2,37.2,52391.4,49512.6,2878.8,53397.4,50463.2,2934.1
Nakety,23,16,3456.4,5995.6,2013.7,2013.1,2013.7,2013.6,4319.3,5105.1,4686.3,4667.1,402.0,469.3,502.4,496.4,84.0,90.7,92.2,91.7,300.8,288.7,12.1,23294.6,22356.3,938.3,23741.9,22785.6,956.3
Nepoui,22,11,2009.4,3415.3,2009.4,2011.7,2011.3,2011.4,4253.0,4752.2,4629.5,4649.5,392.0,506.9,531.5,537.3,24.5,49.5,50.9,51.1,233.2,224.7,8.5,17992.1,17345.9,646.2,18337.5,17678.9,658.6
Baie Ugue,13,10,1423.1,2403.2,2013.1,2011.9,2012.4,2012.1,4086.1,4276.3,4218.4,4224.4,456.0,499.8,470.9,470.1,52.0,74.6,66.1,64.9,135.3,131.9,3.4,10479.0,10213.6,265.4,10680.2,10409.7,270.5
Baie De Kouaoua,10,10,2259.7,3984.3,2012.1,2012.1,2013.3,2013.3,4363.7,6859.2,7095.5,7087.2,492.5,729.6,1299.6,1296.8,75.5,100.6,146.3,146.1,171.1,165.1,6.0,13252.6,12786.8,465.8,13507.0,13032.3,474.7
Prony,10,8,1603.2,2826.3,2014.3,2014.6,2014.2,2014.2,4201.1,4915.3,4737.6,4738.0,383.5,567.1,594.2,594.8,66.5,83.4,74.9,74.8,146.1,141.3,4.8,11298.9,10926.8,372.1,11515.8,11136.6,379.2
Thio,1,1,74.5,124.4,2009.0,2009.0,2009.0,2009.0,4374.9,4374.9,4374.9,4374.9,386.0,386.0,386.0,386.0,81.0,81.0,81.0,81.0,8.3,8.1,0.1,637.8,626.7,11.1,650.0,638.7,11.3
Mont-Dore,1,1,167.1,293.5,2015.0,2015.0,2015.0,2015.0,4599.8,4599.8,4599.8,4599.8,448.0,448.0,448.0,448.0,433.0,433.0,433.0,433.0,13.9,11.0,2.9,1077.6,852.1,225.4,1098.2,868.5,229.8
