Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Noumea,505,172,29601.5,19414.3,2004.6,2006.7,2004.0,2009.0,1069.0,2346.1,1301.7,1938.2,70.0,297.4,182.4,311.8,10.0,69.2,39.0,62.7,5417.6,5159.4,258.2,419007.5,399123.8,19883.7,427052.4,406786.9,20265.5
Baie De Prony,128,54,5574.2,8895.3,2007.2,2009.6,2010.3,2010.8,1096.0,2534.8,2349.2,2621.6,104.0,248.7,363.9,388.2,35.0,185.2,227.6,248.7,785.2,685.5,99.7,60553.6,52964.2,7589.4,61716.3,53981.1,7735.1
Kone,55,35,3556.1,5991.5,2013.3,2012.8,2014.2,2014.3,1087.3,2053.6,2249.2,2294.8,96.0,171.6,273.2,276.6,110.0,117.8,206.9,211.6,341.8,294.0,47.8,26437.5,22736.5,3701.0,26945.1,23173.1,3772.1
Nakety,22,14,3334.4,5788.9,2013.5,2012.9,2013.6,2013.6,4154.5,5216.8,4747.0,4732.5,360.0,564.0,601.6,596.8,186.0,198.0,205.4,206.1,272.6,250.1,22.4,21113.0,19375.6,1737.4,21518.4,19747.6,1770.7
Nepoui,20,13,2225.0,3832.9,2012.1,2013.3,2013.1,2013.2,4088.4,4206.2,4178.1,4178.2,350.0,365.0,389.4,388.9,63.5,155.9,160.1,161.0,194.6,181.0,13.7,15048.1,13992.7,1055.4,15337.0,14261.4,1075.6
Baie Ugue,16,12,1915.1,3234.9,2013.0,2011.9,2012.5,2012.4,4090.2,4441.5,4480.3,4465.8,365.5,398.8,485.0,478.5,123.0,99.6,111.6,110.5,155.8,150.2,5.5,12059.5,11635.8,423.7,12291.1,11859.2,431.8
Baie De Kouaoua,9,9,1027.4,1802.2,2011.6,2011.6,2011.6,2011.6,4000.7,3865.0,3840.2,3836.0,362.0,348.2,360.3,359.8,241.0,352.6,413.9,419.3,83.8,69.7,14.1,6488.4,5392.9,1095.5,6613.0,5496.5,1116.5
Prony,8,6,1085.2,1917.8,2013.6,2013.8,2013.7,2013.7,4149.2,4162.9,4137.5,4137.7,337.5,359.0,369.5,369.4,132.0,362.4,321.5,322.4,97.9,83.5,14.4,7566.9,6460.6,1106.4,7712.2,6584.6,1127.6
Thio,2,1,140.3,234.1,2009.0,2009.0,2009.0,2009.0,4116.1,4116.1,4116.1,4116.1,371.0,371.0,371.0,371.0,54.0,54.0,54.0,54.0,13.1,12.9,0.2,1014.5,996.9,17.7,1034.0,1016.0,18.0
Mont-Dore,1,1,151.0,265.1,2015.0,2015.0,2015.0,2015.0,4155.8,4155.8,4155.8,4155.8,350.0,350.0,350.0,350.0,291.0,291.0,291.0,291.0,11.0,9.1,1.9,852.7,701.9,150.8,869.1,715.4,153.7
