Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Dehtary,67,36,79.5,80.5,1993.1,1991.2,1999.0,2003.3,243.9,986.8,860.3,921.4,51.0,270.1,1143.1,1190.1,10.0,18.0,15.6,13.2,61.2,58.0,3.2,4602.6,4362.4,240.2,4691.0,4446.2,244.8
Kosor,40,20,16.4,9.5,1989.1,1987.6,1986.4,1987.2,221.0,860.5,614.8,552.5,57.0,190.5,322.8,290.9,11.5,23.1,11.9,12.6,24.3,22.8,1.6,1826.3,1709.8,116.4,1861.4,1742.7,118.7
Dobroviz,10,8,413.1,669.2,1995.9,1998.4,2004.8,2005.0,1022.6,1735.2,5478.6,6134.9,263.5,306.6,708.2,708.8,8.0,23.1,1.9,0.6,57.4,56.3,1.1,4411.1,4326.8,84.3,4495.8,4409.9,85.9
Semcice,5,5,82.6,79.9,1989.4,1989.4,1992.6,1991.5,3028.5,5745.2,4079.6,3282.9,575.0,891.4,904.8,772.2,0.0,63.6,134.2,112.3,35.5,28.1,7.4,2703.7,2135.7,568.0,2755.6,2176.7,578.9
Novy Knin,1,1,0.6,0.2,1995.0,1995.0,1995.0,1995.0,1274.1,1274.1,1274.1,1274.1,141.0,141.0,141.0,141.0,8.0,8.0,8.0,8.0,0.8,0.7,0.0,56.6,53.7,2.9,57.7,54.8,2.9
Novy Vestec,1,1,0.3,0.4,1991.0,1991.0,1991.0,1991.0,78.1,78.1,78.1,78.1,70.0,70.0,70.0,70.0,1.0,1.0,1.0,1.0,0.4,0.4,0.0,27.2,26.8,0.4,27.7,27.3,0.4
Kvasice,1,1,50.6,43.9,2005.0,2005.0,2005.0,2005.0,519.1,519.1,519.1,519.1,28.0,28.0,28.0,28.0,4.0,4.0,4.0,4.0,6.5,5.7,0.8,388.0,339.5,48.5,395.4,346.0,49.4
Chocen,1,1,33.5,64.5,2016.0,2016.0,2016.0,2016.0,356.9,356.9,356.9,356.9,39.0,39.0,39.0,39.0,1.0,1.0,1.0,1.0,1.3,1.3,0.0,101.8,101.2,0.5,103.7,103.2,0.5
Osice,1,1,0.1,0.1,2020.0,2020.0,2020.0,2020.0,62.5,62.5,62.5,62.5,266.0,266.0,266.0,266.0,18.0,18.0,18.0,18.0,0.2,0.2,0.0,13.8,12.9,0.9,14.0,13.2,0.9
Kadan,1,1,55.2,53.5,2019.0,2019.0,2019.0,2019.0,364.8,364.8,364.8,364.8,48.0,48.0,48.0,48.0,9.0,9.0,9.0,9.0,1.1,1.0,0.2,88.4,74.4,14.0,90.1,75.8,14.2
