Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Zeytinburnu,6341,2136,44425.1,71837.9,1996.7,1999.1,2003.8,2004.3,454.7,661.6,753.5,763.5,67.0,107.2,246.0,254.2,7.0,12.9,18.1,17.7,6342.3,6069.3,273.0,486446.5,465829.4,20617.1,495786.2,474773.3,21013.0
Bakirkoy,2724,1606,54949.3,94432.7,2004.5,2004.5,2008.2,2008.3,490.3,984.9,1126.2,1153.5,71.0,128.1,311.7,320.9,6.0,13.4,11.4,10.8,6571.2,6063.9,507.4,506271.9,467563.0,38708.9,515992.3,476540.2,39452.1
Yesilkoy,2357,1640,75656.0,129777.1,2005.2,2005.6,2008.7,2008.9,783.2,1244.1,1340.9,1361.0,88.0,150.3,311.7,318.5,5.0,9.3,8.8,8.7,7726.3,7351.9,374.4,596309.5,567569.6,28739.9,607758.7,578466.9,29291.8
Ambarli,2187,907,52442.6,70227.6,2004.5,2004.0,2007.7,2008.1,480.7,969.7,806.4,854.1,53.0,111.0,177.5,208.7,14.0,21.7,17.4,16.0,6562.5,6115.1,447.4,506795.8,472654.1,34141.7,516526.3,481729.0,34797.2
Samsun,1761,593,3891.1,4902.1,1989.6,1992.5,1996.5,1999.1,258.3,393.7,403.6,428.6,36.0,58.5,107.3,122.4,69.0,93.0,164.7,137.8,1547.0,743.4,803.6,117536.4,56721.4,60815.0,119793.1,57810.4,61982.7
Nemrut,1715,1092,40482.6,58904.8,2000.2,2000.8,2007.9,2008.1,713.2,1306.4,1599.5,1697.4,80.0,134.6,281.9,301.3,56.0,98.5,121.8,135.3,5518.2,4705.4,812.8,411854.6,350440.4,61414.2,419762.2,357168.9,62593.3
Mersin,1523,618,27051.1,30568.6,1992.3,1999.8,2005.5,2006.7,338.8,1459.2,1408.0,1520.2,42.0,146.8,314.3,359.9,30.0,58.8,61.1,78.8,4573.3,3899.5,673.8,351929.7,300533.9,51395.8,358686.7,306304.1,52382.6
Istanbul,1506,1133,12952.4,22217.2,1998.8,2000.0,2006.9,2007.2,417.8,413.7,435.7,440.1,46.0,67.8,103.6,100.9,17.0,21.8,21.9,21.6,1757.6,1588.4,169.2,135498.8,122512.4,12986.4,138100.3,124864.6,13235.7
Imroz,1424,1090,72419.2,128422.6,2006.2,2005.9,2009.6,2009.7,713.8,1263.7,1379.5,1399.9,80.0,139.0,311.0,315.2,11.0,21.9,30.6,31.2,6215.1,5906.6,308.6,479003.8,455143.9,23859.9,488200.7,463882.7,24318.0
Iskenderun,1328,751,33832.3,54586.9,1995.9,1998.2,2006.1,2007.5,421.5,1370.2,1888.9,2088.2,69.0,159.1,416.4,431.7,59.0,94.1,118.4,123.8,3847.6,3490.0,357.6,296411.8,269159.5,27252.3,302102.9,274327.3,27775.5
