Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Zeytinburnu,6660,2160,83334.1,138895.7,1995.5,1998.4,2006.4,2006.8,464.2,1224.3,1484.7,1566.1,62.0,137.6,391.8,397.8,47.0,89.9,126.0,127.2,11273.2,9441.3,1831.9,865946.1,726784.1,139162.0,882572.3,740738.3,141833.9
Yesilkoy,3368,2104,43269.0,73119.6,2004.2,2004.7,2007.9,2008.1,457.6,529.1,542.1,544.2,48.0,67.4,120.6,119.5,52.0,99.8,88.4,88.7,7306.6,4275.1,3031.5,563227.2,329873.0,233354.1,574041.1,336206.6,237834.5
Bakirkoy,3275,1868,56296.1,94918.4,2003.9,2004.2,2007.9,2008.1,477.8,888.6,949.1,954.0,54.0,101.2,300.2,306.6,47.0,96.4,102.4,102.8,8955.3,6313.1,2642.3,689155.6,486764.5,202391.1,702387.3,496110.3,206277.0
Ambarli,2000,977,32424.5,42132.7,2004.5,2004.1,2007.4,2007.7,466.1,549.4,632.5,600.6,51.0,69.8,105.4,108.2,32.0,90.6,57.8,67.6,5360.4,4252.3,1108.1,413309.6,328375.8,84933.8,421245.1,334680.6,86564.6
Nemrut,1765,911,44151.9,55601.2,2002.4,2001.9,2006.8,2006.9,741.0,1097.3,1241.3,1223.8,78.0,119.0,192.8,201.4,22.0,54.2,42.2,46.8,6453.5,5811.9,641.6,489064.3,440118.0,48946.3,498454.3,448568.2,49886.1
Samsun,1724,629,3571.0,4642.5,1989.4,1993.8,1998.7,2001.0,237.5,417.2,388.3,422.3,36.0,68.6,108.6,119.1,38.0,68.9,122.7,129.2,1287.6,709.2,578.4,97705.3,54049.1,43656.2,99581.2,55086.8,44494.4
Canakkale,1654,1170,44905.5,70097.5,1999.8,2000.1,2006.1,2006.4,890.9,1459.9,1886.3,2120.4,82.0,142.3,423.7,469.6,38.0,78.2,74.7,78.0,5767.6,5006.5,761.1,444072.1,386034.6,58037.5,452598.3,393446.5,59151.8
Gelibolu,1635,1241,113372.5,203497.6,2003.3,2003.4,2009.3,2009.5,1028.9,1894.6,2613.0,2700.4,102.0,180.5,505.8,516.5,41.0,75.3,65.6,65.1,11969.2,10152.8,1816.4,924520.6,784624.9,139895.7,942271.4,799689.7,142581.7
Mersin,1509,575,18651.7,20993.4,1992.0,1999.0,2003.2,2003.9,360.7,1154.5,1035.4,1117.4,46.0,131.9,223.0,279.5,19.0,57.3,50.6,59.1,3486.0,2971.0,515.0,268109.8,228881.7,39228.2,273257.5,233276.2,39981.4
Iskenderun,1179,668,26912.2,37064.1,1996.5,1998.2,2005.7,2006.5,595.1,1083.8,1029.0,1099.3,69.0,131.6,160.1,173.8,27.0,66.6,40.4,42.7,3295.2,2952.0,343.2,254169.3,227997.0,26172.2,259049.3,232374.6,26674.7
Mersin-Free Zone,1177,313,35097.1,39374.6,1998.9,2000.9,2007.5,2007.3,465.2,757.4,835.4,823.9,39.0,75.0,100.0,99.5,19.0,37.9,24.0,24.4,4180.6,3765.7,414.9,323297.8,291381.9,31915.9,329505.1,296976.4,32528.7
