Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,16876,2211,67653.7,91598.7,1992.9,1996.1,1999.3,1999.9,443.3,907.1,897.4,884.7,60.0,107.5,234.7,232.4,38.0,57.1,82.4,83.7,15759.5,12734.6,3024.9,1201633.2,973754.8,227878.4,1224704.6,992450.9,232253.7
Bulk carrier,7516,2404,308035.0,542488.3,2005.0,2008.5,2008.8,2008.9,571.4,1441.6,1571.1,1596.0,72.0,153.1,381.3,385.5,80.0,109.0,109.5,108.6,28798.0,25180.2,3617.8,2225913.6,1947885.0,278028.7,2268651.2,1985284.4,283366.8
Container,5141,546,127251.6,150542.2,2003.6,2004.4,2006.1,2006.0,467.7,891.3,799.8,800.1,47.0,80.6,121.5,122.6,22.0,29.5,27.5,27.8,18795.0,16584.8,2210.2,1450204.8,1281452.1,168752.7,1478048.7,1306056.0,171992.7
Chemical tanker,4347,878,67993.4,108922.1,2006.4,2007.7,2007.8,2007.8,538.0,1093.5,1041.8,1045.7,62.0,110.1,244.9,245.8,40.0,58.2,66.8,66.9,14952.5,10547.7,4404.8,1151567.4,813552.7,338014.7,1173677.4,829172.9,344504.6
Oil tanker,3299,770,303145.0,565560.7,2008.0,2008.0,2009.1,2009.1,665.8,1694.5,1761.6,1778.9,86.0,175.1,439.4,442.0,35.0,67.0,61.7,61.2,31083.9,23812.7,7271.2,2403666.4,1842224.9,561441.5,2449816.8,1877595.6,572221.2
Ro-Ro,1946,88,38590.5,17915.9,1993.3,1995.1,2007.4,2007.1,712.0,895.9,1063.5,997.4,49.0,69.1,73.6,76.2,15.0,49.4,32.1,38.1,7603.0,6498.4,1104.7,587137.3,502855.7,84281.6,598410.4,512510.5,85899.9
Vehicle,870,199,49659.8,16310.5,2004.2,2007.3,2006.4,2006.1,1067.1,1538.8,1346.6,1350.2,74.0,106.4,144.2,143.9,13.0,16.7,19.9,19.8,3470.0,3245.4,224.6,268288.4,251006.0,17282.5,273439.6,255825.3,17614.3
Liquefied gas tanker,733,186,45090.2,42959.5,2005.7,2007.3,2007.4,2007.3,764.8,1919.4,2056.4,1993.0,77.0,160.6,254.0,259.1,35.0,46.0,84.4,83.8,5929.7,4973.5,956.1,429687.7,356709.9,72977.8,437937.7,363558.7,74379.0
Ferry-RoPax,546,28,2143.9,866.0,1981.5,1993.0,1983.7,1982.3,300.2,1025.3,329.8,313.8,24.0,74.6,41.0,35.9,16.0,103.2,38.6,35.8,711.9,471.6,240.3,54172.3,36100.6,18071.6,55212.4,36793.7,18418.6
Service - tug,223,128,222.6,201.3,1996.9,2001.0,2005.3,2003.8,567.0,1135.0,1359.0,1388.6,97.0,280.4,522.7,591.0,32.0,218.8,261.5,287.9,332.0,287.1,44.9,25027.4,21659.0,3368.4,25507.9,22074.9,3433.1
Cruise,129,25,1229.2,132.1,1986.6,1993.7,1988.3,1986.9,245.0,284.6,330.0,339.7,19.0,23.1,31.3,32.2,9.0,19.1,13.6,11.7,309.3,227.0,82.4,23915.6,17553.0,6362.5,24374.7,17890.1,6484.7
Refrigerated bulk,109,60,1495.3,1657.4,1993.2,1993.6,1993.5,1993.4,1315.9,1641.2,1713.2,1716.9,124.0,156.0,216.0,215.2,15.0,44.4,51.2,51.4,731.8,612.6,119.2,55679.2,46720.4,8958.7,56748.2,47617.5,9130.7
Miscellaneous - fishing,81,29,73.1,88.3,1994.2,1995.9,1992.8,1990.2,478.7,1569.7,1005.7,957.3,55.0,190.7,140.8,114.3,43.0,112.6,333.0,405.9,58.7,34.9,23.8,4411.1,2626.3,1784.8,4495.8,2676.7,1819.1
Offshore,68,42,325.0,341.0,2006.5,2005.6,2002.6,2002.3,705.0,1221.8,1333.3,1373.0,69.5,300.0,676.0,525.2,46.5,138.6,136.8,143.2,183.1,146.7,36.4,13891.9,11137.8,2754.2,14158.7,11351.6,2807.0
Ferry-pax only,63,24,44.4,6.4,1991.1,1993.3,1988.5,1986.2,720.8,3603.7,1989.5,2386.0,28.0,287.3,446.7,490.2,47.0,334.2,459.1,458.8,72.8,33.7,39.1,5462.4,2526.9,2935.6,5567.3,2575.4,2992.0
Service - other,49,28,870.2,1675.3,2003.8,1999.1,2008.7,2011.6,489.2,1151.1,867.3,710.5,64.0,555.9,3242.0,3128.4,37.0,194.2,112.6,63.7,168.2,152.6,15.7,12811.0,11633.7,1177.3,13057.0,11857.1,1199.9
Other liquids tankers,2,2,58.3,82.6,2015.0,2015.0,2015.8,2015.8,1053.9,1053.9,1044.4,1053.9,93.5,93.5,147.5,147.8,92.5,92.5,24.5,24.1,8.2,4.9,3.3,632.8,380.8,252.0,645.0,388.1,256.9
