Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,16839,2217,66443.6,86446.3,1992.9,1996.2,1998.5,1999.3,457.3,871.1,880.7,834.3,67.0,108.7,235.5,222.1,28.0,52.4,63.1,62.7,15076.8,12928.1,2148.7,1149993.5,988311.3,161682.2,1172073.4,1007286.9,164786.5
Bulk carrier,7569,2415,325362.5,575780.0,2005.1,2008.5,2009.0,2009.1,651.7,1615.5,1635.4,1667.9,91.0,187.1,382.6,388.6,11.0,53.4,72.0,71.2,28678.1,27107.8,1570.3,2216011.1,2095301.1,120710.0,2258558.5,2135530.9,123027.7
Container,5179,547,109028.2,128778.9,2003.6,2004.3,2005.9,2005.8,413.7,752.0,678.6,678.1,41.0,67.2,100.7,101.3,15.0,40.5,31.9,31.8,16090.7,14369.0,1721.7,1241461.6,1109862.0,131599.6,1265297.7,1131171.4,134126.3
Chemical tanker,4358,884,57824.2,92616.3,2006.4,2007.6,2007.7,2007.7,528.5,999.9,878.2,880.8,69.0,115.9,211.2,212.2,15.0,42.3,40.7,40.6,12246.3,9939.1,2307.2,942646.4,766233.2,176413.2,960745.2,780944.9,179800.3
Oil tanker,3341,781,183355.2,341233.1,2007.9,2007.9,2008.4,2008.4,580.8,1108.8,1047.9,1055.3,84.0,156.7,254.6,255.9,16.0,66.8,43.0,42.7,18631.6,14566.4,4065.1,1440406.4,1126496.3,313910.1,1468062.2,1148125.0,319937.2
Ro-Ro,1945,88,37804.8,17544.8,1993.3,1995.4,2007.1,2006.5,596.8,996.7,1043.5,978.9,54.0,142.0,105.5,115.4,16.0,99.6,48.4,59.5,7769.1,6714.0,1055.1,599966.5,519382.2,80584.3,611485.9,529354.4,82131.5
Vehicle,880,201,39540.8,13013.2,2004.2,2007.1,2007.0,2006.6,444.6,1414.6,1061.5,1065.8,48.0,102.4,172.7,174.0,13.0,21.3,24.8,25.6,2832.9,2606.4,226.5,218937.2,201483.3,17453.9,223140.8,205351.8,17789.1
Liquefied gas tanker,733,180,46509.0,43536.1,2005.7,2007.3,2007.8,2007.7,661.2,2065.5,2151.0,2044.8,76.0,166.6,304.4,300.9,27.0,65.6,46.8,51.2,6228.0,5432.6,795.4,439278.5,379477.5,59801.0,447712.6,386763.4,60949.2
Ferry-RoPax,543,25,2272.6,932.2,1981.3,1990.0,1983.2,1981.9,305.4,514.9,351.7,339.0,24.0,78.3,70.9,68.3,20.0,216.2,73.3,54.5,785.9,513.8,272.1,59811.1,39340.3,20470.8,60959.5,40095.6,20863.9
Service - tug,211,118,231.8,196.6,1995.2,1998.7,2005.7,2004.0,407.0,1052.6,1404.0,1323.3,88.0,324.7,725.2,653.5,9.0,53.1,71.1,74.3,229.8,221.1,8.7,17338.4,16682.5,655.9,17671.3,17002.8,668.5
Cruise,129,25,963.5,91.7,1986.6,1993.7,1989.9,1989.2,180.8,292.2,258.6,235.9,14.0,22.0,37.5,33.7,5.0,32.0,15.1,19.2,263.4,183.7,79.7,20277.4,14193.0,6084.4,20666.7,14465.5,6201.2
Refrigerated bulk,105,58,2110.1,2374.8,1993.4,1993.6,1993.1,1993.0,1587.9,2457.0,2572.6,2619.0,124.0,189.1,381.6,388.4,80.0,147.3,109.0,108.9,1122.7,846.7,275.9,85381.0,64655.1,20725.9,87020.3,65896.5,21123.8
Miscellaneous - fishing,78,28,51.6,56.2,1994.0,1994.6,1995.3,1993.1,385.0,2379.7,762.4,659.8,47.5,396.1,876.9,631.5,40.0,95.3,159.9,130.3,79.3,61.3,18.0,5954.1,4601.3,1352.8,6068.4,4689.6,1378.8
Offshore,66,41,709.1,1081.1,2004.5,2003.6,1999.3,2000.4,738.8,1962.0,1778.3,2015.3,93.5,603.1,576.9,545.0,19.0,202.7,138.0,100.9,216.0,182.3,33.8,16350.0,13805.1,2544.9,16663.9,14070.1,2593.8
Ferry-pax only,59,23,70.7,9.1,1991.4,1993.9,1992.7,1991.3,1266.3,5306.6,3291.2,3536.5,172.0,877.6,1500.2,1477.0,34.0,174.7,235.1,314.7,101.7,77.7,24.0,7633.2,5831.3,1802.0,7779.8,5943.2,1836.6
Service - other,53,31,1333.2,3148.2,2000.7,1996.2,2011.9,2012.9,437.3,1065.0,2147.9,2344.1,55.0,445.3,345.5,298.3,70.0,618.7,302.4,214.0,248.1,208.4,39.7,18869.7,15889.7,2980.1,19232.0,16194.7,3037.3
Other liquids tankers,1,1,33.2,46.0,2014.0,2014.0,2014.0,2014.0,1174.4,1174.4,1174.4,1174.4,107.0,107.0,107.0,107.0,1.0,1.0,1.0,1.0,2.3,2.3,0.0,181.1,180.6,0.5,184.6,184.0,0.5
