Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Ukraine,7652,2530,35423.3,53378.1,1995.2,2000.8,2003.1,2004.5,411.9,445.2,441.9,448.1,50.0,63.9,76.1,77.5,24.0,80.7,102.1,108.3,6715.6,4574.9,2140.7,513374.4,350490.8,162883.6,523231.2,357220.2,166011.0
Russian Federation,6452,2566,76230.7,128828.9,2000.3,2002.7,2007.1,2007.5,495.5,557.2,564.1,570.2,57.0,84.3,97.3,98.7,54.0,95.0,84.8,84.9,11875.0,7474.5,4400.5,914024.3,576068.8,337955.5,931573.6,587129.3,344444.3
Greece,5492,2510,50074.6,69436.7,1999.2,2000.0,2004.8,2005.4,372.1,568.1,490.0,517.7,39.0,69.3,129.7,169.7,18.0,44.1,45.3,50.2,8478.9,6096.4,2382.5,652148.7,469399.1,182749.6,664670.0,478411.5,186258.4
Italy,3217,1328,98788.3,120214.4,2004.0,2003.3,2007.2,2007.3,1145.5,1183.7,1206.0,1230.5,93.0,120.9,110.0,127.1,31.0,74.7,48.3,59.1,14599.2,12147.5,2451.7,1127752.4,938801.6,188950.8,1149405.2,956826.6,192578.6
Romania,2874,1414,9473.9,13806.0,1996.8,2000.7,2005.5,2005.5,240.7,277.5,273.5,276.6,31.0,42.6,51.3,53.5,51.0,108.4,118.7,130.7,2855.0,1254.2,1600.8,219040.5,96261.5,122779.0,223246.1,98109.8,125136.4
Bulgaria,1852,971,4968.5,7529.8,1996.7,2000.0,2003.1,2003.2,187.8,284.1,273.0,272.9,25.0,46.2,80.5,68.7,58.0,127.5,262.5,277.7,1978.4,758.0,1220.4,151355.2,58073.3,93281.9,154261.2,59188.3,95072.9
Egypt,1596,953,26533.9,40235.2,1999.8,2001.3,2004.8,2004.8,739.2,836.3,773.1,794.2,70.0,97.4,110.2,116.3,60.0,99.9,94.2,101.7,4038.8,2962.0,1076.8,310274.6,227860.2,82414.4,316231.8,232235.1,83996.7
Spain,1592,1104,64583.9,90613.3,2004.7,2005.0,2006.4,2007.0,1804.5,1947.8,1904.3,1925.1,164.0,183.4,174.4,180.8,24.0,52.1,52.2,57.4,8597.9,7661.5,936.5,657323.4,585245.1,72078.3,669944.0,596481.8,73462.2
Israel,1577,517,13725.6,17917.5,1998.1,2001.1,2003.8,2004.4,510.1,735.1,632.5,651.7,51.0,78.6,98.3,115.3,63.0,99.3,71.7,77.9,2783.9,1981.4,802.5,213695.7,152674.6,61021.1,217798.6,155606.0,62192.7
Cyprus,1425,407,5769.4,8421.4,1986.2,1998.0,2000.0,2002.0,196.1,734.5,566.1,659.2,22.0,87.0,127.2,129.7,19.0,51.9,69.5,73.8,1314.6,926.5,388.1,100707.3,71171.1,29536.2,102640.8,72537.6,30103.3
Lebanon,837,368,4775.5,5737.0,1991.9,1991.5,1998.8,1998.8,341.2,682.1,407.3,411.8,49.0,75.9,81.0,88.8,37.0,84.2,64.5,67.6,1058.4,719.4,339.0,80985.9,55269.1,25716.7,82540.8,56330.3,26210.5
Malta,707,529,17588.4,26216.1,2006.1,2006.4,2007.9,2008.0,825.4,951.3,927.5,945.8,75.0,105.1,120.2,127.9,15.0,29.6,30.9,33.3,2182.7,1963.6,219.1,168370.8,151536.4,16834.4,171603.6,154445.9,17157.6
Georgia,677,311,5234.4,7684.2,2002.6,2001.7,2005.9,2006.3,591.8,551.6,612.2,617.6,57.0,79.1,79.1,82.5,43.0,81.4,67.2,70.1,1239.7,858.9,380.8,94941.4,65986.7,28954.6,96764.3,67253.7,29510.6
France,620,318,32918.4,37620.8,2006.8,2006.2,2008.2,2008.7,1400.9,2044.5,1745.8,1921.6,114.0,208.7,172.6,215.6,20.0,55.4,37.6,43.7,4589.2,4040.6,548.5,353892.9,311702.2,42190.8,360687.7,317686.8,43000.8
Gibraltar,500,457,35413.2,62044.5,2008.8,2008.9,2009.8,2009.9,1878.4,1903.6,1927.7,1929.3,165.0,183.0,190.0,189.6,10.0,16.4,17.8,17.6,2896.3,2807.5,88.8,222902.5,216088.8,6813.7,227182.3,220237.8,6944.5
Algeria,435,237,16535.8,18346.6,2001.8,2001.5,2003.8,2003.6,1529.7,1546.9,1662.3,1666.6,132.0,153.8,163.7,166.3,46.0,93.9,101.7,108.7,2487.0,2006.8,480.2,181862.6,145167.2,36695.5,185354.4,147954.4,37400.0
Tunisia,356,283,5542.9,7470.2,2001.6,2001.5,2005.8,2004.9,1077.6,1145.3,1156.0,1187.0,104.0,126.5,124.2,133.2,82.5,133.0,116.3,133.3,931.9,696.2,235.8,71536.7,53616.1,17920.5,72910.2,54645.6,18264.6
Libya,347,183,3833.2,5752.1,1994.8,1994.7,1998.9,1999.2,917.3,956.6,997.5,1005.3,80.0,102.1,104.0,106.6,76.0,174.6,142.9,147.7,887.2,606.4,280.8,67982.0,46688.2,21293.8,69287.2,47584.6,21702.6
Netherlands,306,283,27604.4,48310.1,2007.8,2007.8,2010.1,2010.3,3184.4,3232.1,3225.6,3224.7,297.0,327.7,333.0,336.5,43.0,75.4,69.9,69.6,3210.3,2826.6,383.8,246308.1,217143.3,29164.8,251037.2,221312.5,29724.7
Saudi Arabia,304,181,24360.1,30972.1,2006.3,2008.1,2010.1,2010.0,1150.1,1631.5,1337.5,1425.3,113.0,161.9,154.6,176.5,21.0,105.3,87.5,118.5,2302.4,2094.2,208.2,178270.7,162164.7,16106.0,181693.5,165278.3,16415.2
Morocco,252,171,10828.6,11766.7,2004.1,2004.7,2004.4,2006.1,2028.3,2188.3,2076.5,2125.7,183.0,234.3,212.4,231.8,38.5,102.7,64.5,82.7,1470.9,1323.7,147.2,113452.3,102253.9,11198.4,115630.6,104217.2,11413.4
United Kingdom of Great Britain and Northern Ireland,238,181,20143.8,20554.9,2005.9,2006.1,2007.1,2006.4,3184.5,3210.0,3173.4,3216.6,300.0,314.7,225.5,241.3,38.0,75.5,45.3,59.0,2504.3,2382.3,122.0,192714.0,183537.5,9176.4,196414.1,187061.4,9352.6
