Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Zeytinburnu,3108,1439,6408.1,9928.0,1994.7,1995.7,1998.8,1999.3,206.5,323.7,302.1,300.8,17.0,35.5,117.7,118.6,23.0,60.8,80.1,75.6,1547.8,881.0,666.8,117945.1,67358.3,50586.8,120209.7,68651.6,51558.1
Ambarli,3051,596,14247.2,17092.5,1999.6,2002.6,2005.9,2006.1,64.1,204.5,214.5,212.6,11.0,33.6,49.8,51.7,13.0,35.1,25.8,27.7,2254.3,1571.1,683.2,173395.9,121158.4,52237.5,176725.1,123484.6,53240.5
Nemrut,1921,1007,14404.0,17675.0,1996.2,1997.8,2007.4,2006.9,267.9,332.4,502.2,476.7,35.0,58.3,69.7,70.7,17.0,57.6,41.3,44.9,2053.5,1613.2,440.3,157800.9,124254.9,33546.0,160830.7,126640.6,34190.1
Bakirkoy,1775,809,4333.7,7114.3,2003.8,2002.8,2005.7,2005.9,84.7,261.0,211.6,208.4,18.0,35.5,105.5,104.1,12.0,63.0,52.1,52.2,1646.3,786.4,859.9,125543.4,60160.2,65383.2,127953.9,61315.3,66638.6
Diliskelesi,1735,480,3915.6,4752.2,2003.4,2001.0,2003.4,2003.2,69.4,177.6,168.6,176.5,19.0,58.5,51.2,51.5,15.0,53.9,29.3,32.0,1205.8,740.8,464.9,92116.2,56820.0,35296.2,93884.8,57910.9,35973.9
Imroz,1538,1135,10411.0,17728.6,2005.6,2005.3,2008.4,2008.9,167.4,221.5,188.7,184.4,18.0,34.6,152.4,39.5,12.0,72.0,78.1,66.0,3230.7,1117.6,2113.2,249560.6,86358.0,163202.6,254352.2,88016.1,166336.1
Bandirma,1340,447,670.1,821.6,1986.8,1992.0,1992.4,1994.1,62.7,110.0,105.6,108.7,9.0,39.6,81.4,53.9,11.0,62.1,55.6,63.0,338.4,212.8,125.5,25616.5,16160.0,9456.4,26108.3,16470.3,9638.0
Borusan Fertilizer Jetty,1333,511,3905.6,4523.5,1999.6,2000.0,2004.6,2004.2,74.4,147.7,169.7,167.7,10.0,33.4,28.4,30.4,14.0,35.0,24.2,26.6,719.8,471.6,248.2,55298.7,36337.6,18961.1,56360.4,37035.3,19325.1
Eregli,1291,532,2172.1,3401.2,1996.0,1998.5,2004.5,2004.6,98.9,252.7,207.7,204.5,19.0,49.2,190.3,173.2,18.0,51.5,59.8,60.7,835.0,446.3,388.6,63436.8,34008.8,29428.0,64654.8,34661.8,29993.0
Istanbul,1190,856,4814.0,8278.7,1997.1,1998.2,2006.4,2006.7,126.8,224.8,212.6,212.8,16.0,30.7,50.7,46.9,34.0,57.5,51.4,51.5,905.1,513.6,391.4,69579.2,39583.4,29995.7,70915.1,40343.4,30571.6
Tekirdag,1070,436,3703.5,4655.0,1996.8,1995.5,2003.6,2003.6,84.2,161.6,189.9,191.2,11.0,33.5,74.8,85.7,12.0,42.6,25.6,26.2,686.1,462.2,223.9,52671.1,35592.3,17078.7,53682.4,36275.7,17406.7
Korfez,1013,341,2450.2,3899.7,2004.4,2002.5,2007.4,2007.3,96.6,190.6,164.4,161.7,13.0,41.4,62.6,61.4,25.0,37.6,44.9,45.6,1029.5,532.9,496.5,78467.9,40815.0,37652.9,79974.5,41598.7,38375.8
Iskenderun,992,565,5027.9,7510.3,1997.5,1995.8,2002.0,2002.6,611.8,643.5,412.9,449.5,68.5,94.1,103.3,103.0,18.0,48.9,57.0,57.3,953.5,754.4,199.0,72993.9,57869.1,15124.7,74395.3,58980.2,15415.1
Yesilkoy,917,586,4122.4,7018.9,2004.9,2004.4,2008.2,2008.5,83.8,283.0,214.5,213.7,16.0,40.2,147.3,148.8,24.0,56.2,71.8,73.9,1003.8,523.6,480.2,76880.6,40326.0,36554.6,78356.7,41100.3,37256.4
Sile,884,631,5154.3,9118.3,2002.9,2003.1,2007.5,2007.7,124.4,200.0,194.8,198.7,16.0,28.8,48.3,47.0,12.0,39.6,56.5,56.8,787.1,431.2,355.8,60605.3,33306.5,27298.8,61768.9,33945.9,27823.0
Kartal,871,307,919.7,1471.7,1985.3,1991.6,1995.4,1996.2,215.1,282.3,294.3,306.2,34.0,62.4,188.4,197.7,31.0,74.1,62.6,61.1,371.0,236.0,135.0,28146.5,17857.0,10289.5,28686.9,18199.9,10487.0
Evyap,827,253,2524.4,2964.4,2003.8,2003.6,2010.0,2009.4,65.6,143.4,125.5,124.6,9.0,27.7,27.3,28.1,12.0,37.6,26.8,28.6,545.8,309.9,235.9,41717.5,23795.0,17922.4,42518.4,24251.9,18266.5
Canakkale,823,435,2999.0,4195.8,1989.4,1995.1,1999.2,1999.3,194.7,606.9,505.6,459.0,24.0,109.7,344.1,291.4,26.0,72.7,97.1,90.2,890.2,651.4,238.8,67842.7,49610.3,18232.4,69145.2,50562.8,18582.4
Karabiga,820,381,5480.1,9360.8,2001.8,2000.1,2006.8,2007.0,110.4,416.8,538.3,563.2,14.0,56.9,240.9,251.0,27.0,50.8,41.2,39.0,950.1,576.9,373.2,73150.1,44543.9,28606.2,74554.5,45399.1,29155.4
Yarimca,792,231,2040.3,2493.8,1999.9,2000.1,2006.2,2005.9,71.0,131.6,112.6,114.6,10.0,31.2,27.2,28.0,16.0,41.2,34.1,34.8,492.0,295.6,196.4,37766.1,22745.0,15021.1,38491.2,23181.7,15309.5
Izmir,713,347,3878.1,4718.3,1997.0,1996.0,2002.7,2002.9,303.9,342.9,486.0,487.2,36.0,46.1,353.8,375.9,13.0,43.5,52.6,56.0,739.5,615.4,124.1,56723.5,47303.4,9420.2,57812.6,48211.6,9601.0
Samsun,705,298,1899.0,2719.2,1995.0,1994.9,2002.8,2002.8,388.7,394.8,400.8,396.5,43.0,90.7,78.7,75.8,29.0,82.9,57.3,55.7,594.8,417.9,176.9,45242.2,31874.8,13367.4,46110.9,32486.8,13624.1
Derince,624,292,1130.0,797.5,1999.4,2000.3,2003.9,2001.7,74.8,147.7,129.3,149.3,16.0,27.0,29.9,40.9,13.0,41.7,22.4,32.1,307.8,164.5,143.3,23418.4,12577.2,10841.2,23868.0,12818.6,11049.3
Yilport,623,359,720.2,1095.7,2001.7,1998.9,2004.3,2004.4,68.0,208.2,199.9,196.3,25.0,56.8,167.9,129.8,19.0,79.4,219.6,130.0,396.1,204.5,191.6,30117.6,15564.3,14553.3,30695.8,15863.1,14832.7
Aliaga,618,178,5136.1,8912.6,2005.3,2003.3,2006.8,2006.8,341.1,455.9,545.6,566.5,39.0,72.3,106.5,106.2,26.0,43.1,57.3,49.0,1076.0,659.8,416.2,82472.1,50711.1,31761.0,84055.6,51684.8,32370.8
Mersin,615,377,4764.6,6446.1,2000.3,2000.3,2005.9,2006.1,614.2,618.1,669.5,665.2,66.0,85.0,108.4,117.1,25.0,52.3,53.0,60.3,920.5,694.6,225.9,70579.4,53399.9,17179.4,71934.5,54425.2,17509.3
Hereke,570,347,562.5,872.9,1994.0,1993.9,2000.1,2000.8,69.2,176.7,216.6,220.5,18.0,37.6,57.4,56.0,25.0,70.6,98.0,101.2,164.7,86.5,78.2,12484.4,6574.7,5909.7,12724.1,6700.9,6023.1
Gelibolu,550,415,5390.1,8644.5,1996.1,1996.2,2005.7,2005.9,209.5,725.0,709.8,737.8,23.5,86.8,254.6,220.8,43.0,72.6,59.9,50.0,1080.2,738.5,341.8,82884.1,56788.0,26096.2,84475.5,57878.3,26597.2
Mersin-Free Zone,544,208,6404.1,7718.5,2003.2,1999.8,2005.3,2005.4,590.1,493.8,392.8,398.9,46.0,55.5,55.6,55.3,17.0,42.2,24.3,23.3,1031.7,876.2,155.4,79650.8,67719.8,11931.0,81180.1,69020.0,12160.1
Isdemir,539,280,4573.5,7816.2,1996.3,1998.5,2004.4,2004.8,838.9,722.1,800.1,804.6,91.0,94.7,92.3,91.3,24.0,58.2,52.5,50.3,581.1,499.6,81.5,44537.7,38366.9,6170.9,45392.8,39103.5,6289.3
Gemlik,537,335,659.6,666.5,1995.1,1996.5,2002.7,2002.0,74.8,142.8,148.8,159.6,17.0,51.0,50.6,68.7,16.0,50.9,43.3,55.1,204.6,112.1,92.5,15549.9,8560.2,6989.6,15848.4,8724.6,7123.8
Tuzla,462,415,1191.4,1853.6,2000.5,2000.6,2004.4,2005.2,87.1,206.1,225.6,228.5,38.5,131.0,295.0,310.2,21.0,58.5,72.6,70.6,706.4,560.8,145.6,54083.7,42990.1,11093.6,55122.1,43815.5,11306.6
Saraylar,426,240,1790.7,3024.2,1988.7,1991.5,2006.7,2007.0,124.3,300.7,458.1,491.4,15.0,40.8,165.7,177.7,20.0,56.9,29.9,28.3,268.2,167.2,101.0,20553.5,12861.8,7691.7,20948.1,13108.8,7839.4
Haydarpasa,380,175,707.7,1026.5,2001.2,1999.0,2005.8,2006.3,173.6,379.1,344.2,344.2,25.0,57.5,119.6,60.2,18.0,53.3,115.3,112.6,247.6,151.5,96.1,18760.1,11463.6,7296.5,19120.3,11683.7,7436.6
Limas,364,140,872.1,385.0,2005.2,2002.2,2004.6,2003.5,77.0,112.5,95.9,109.0,8.0,17.8,15.0,24.1,12.0,36.9,16.0,23.9,146.1,82.9,63.2,11213.9,6381.7,4832.2,11429.2,6504.2,4925.0
