Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Port Of Spain,467,33,1560.7,1345.5,1995.1,2003.5,1994.5,1995.3,88.4,631.1,241.0,401.7,9.0,180.6,133.1,166.1,2.0,141.1,26.8,29.6,370.8,282.9,88.0,28398.0,21740.7,6657.3,28943.2,22158.1,6785.1
Scarborough,419,34,938.9,413.2,1992.5,2004.7,1995.5,1995.0,87.3,1174.6,154.0,131.0,8.0,149.0,341.4,259.8,7.0,106.0,42.6,64.4,425.3,314.1,111.2,32238.0,23775.8,8462.2,32856.9,24232.3,8624.6
Chaguaramas,283,94,644.3,607.1,2007.1,2005.6,2005.5,2006.2,176.9,502.6,266.3,259.2,37.0,213.8,485.3,504.7,22.0,101.1,69.4,71.3,367.7,269.6,98.1,27494.8,20058.8,7436.1,28022.7,20443.9,7578.8
Guayaguayare,164,43,178.3,169.0,2005.9,2003.7,2004.6,2004.6,430.2,1139.1,1047.1,1084.4,122.5,461.7,721.1,839.6,20.0,174.4,366.8,502.0,254.3,192.1,62.2,19125.1,14453.6,4671.5,19492.3,14731.1,4761.2
Pointe A Pierre,110,23,92.0,128.7,2006.4,2004.7,2008.1,2008.3,174.7,510.9,256.8,243.3,70.5,414.8,512.7,475.9,21.5,67.2,46.3,45.3,135.1,113.4,21.7,10171.1,8536.2,1634.9,10366.4,8700.1,1666.3
La Brea,105,36,257.9,301.0,2007.6,2007.0,2011.5,2011.5,414.1,1249.7,1103.9,1001.5,270.0,463.2,1815.7,1787.4,26.0,183.5,243.9,252.5,254.5,207.1,47.3,19108.9,15553.4,3555.5,19475.8,15852.0,3623.8
Point Lisas,76,31,576.3,654.7,2004.9,2004.9,2016.1,2015.7,132.1,930.8,1679.7,1487.4,33.0,96.6,1363.7,1324.2,23.5,159.3,33.9,33.4,100.0,76.9,23.1,7651.9,5909.9,1742.0,7798.8,6023.3,1775.5
Tembladora,63,21,61.8,104.3,2004.4,2001.5,2007.0,2006.8,186.8,1144.5,350.5,401.7,48.0,856.8,843.0,1392.3,41.0,126.3,198.7,145.7,110.4,72.9,37.5,8298.2,5483.6,2814.6,8457.5,5588.9,2868.6
Carenage,58,28,96.9,150.5,2005.8,2007.4,2010.5,2011.0,174.9,585.0,229.3,208.8,46.0,256.2,247.4,207.1,27.5,157.0,155.2,134.6,75.1,31.9,43.1,5671.0,2409.4,3261.5,5779.8,2455.7,3324.2
Claxton Bay,23,5,1.1,1.7,1968.7,1975.2,1969.1,1967.9,102.5,104.4,93.2,96.1,17.0,59.6,27.9,26.2,86.0,112.6,104.3,106.3,2.8,0.7,2.1,211.0,50.3,160.7,215.1,51.3,163.8
Point Fortin,9,7,2.0,3.3,1998.1,1998.7,2006.6,2006.3,92.9,140.3,94.6,92.5,45.0,443.6,129.9,102.9,13.0,122.6,99.5,84.9,9.3,6.4,2.9,701.5,482.8,218.7,714.9,492.1,222.8
Charlotteville,4,4,3.8,2.0,1995.5,1995.5,2007.4,2007.1,662.6,706.3,581.7,483.5,86.0,169.0,142.7,173.5,186.5,206.0,267.0,286.3,4.5,1.9,2.6,340.1,146.3,193.7,346.6,149.2,197.5
San Fernando,4,3,14.4,1.0,2006.5,2005.3,2010.0,2009.8,3041.1,7554.0,7451.1,3468.2,976.5,2247.5,4603.8,4559.0,6.5,7.7,7.1,7.1,24.6,24.6,0.1,1849.0,1844.5,4.5,1884.5,1879.9,4.6
