Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Point Lisas,1404,402,66675.0,104788.6,2008.2,2008.2,2010.1,2010.0,1016.6,2634.8,2749.7,2972.1,79.0,245.7,540.6,586.5,24.0,53.9,41.9,39.8,8582.4,7918.2,664.2,660098.7,609771.9,50326.8,672772.6,621479.5,51293.1
Port Of Spain,721,170,13863.9,9438.9,2000.5,2003.5,2006.1,2005.8,462.2,1219.6,993.8,893.5,42.0,109.1,214.0,179.5,17.0,61.7,28.4,32.8,1766.8,1540.8,226.0,136041.0,118871.1,17169.9,138653.0,121153.4,17499.6
Pointe A Pierre,531,267,20733.8,34533.6,2007.2,2008.4,2008.7,2009.0,541.7,2174.9,1971.4,1929.6,68.0,220.2,484.5,467.7,34.0,101.3,93.1,94.1,2924.1,2218.0,706.2,225017.2,171002.0,54015.2,229337.5,174285.3,55052.3
Chaguaramas,372,268,39194.6,66416.6,2007.2,2006.8,2010.3,2010.4,1223.2,2689.0,5042.2,5455.3,180.5,453.4,929.9,973.7,43.0,119.1,70.8,65.1,3841.5,3515.4,326.1,290029.1,265162.9,24866.3,295597.7,270254.0,25343.7
Point Fortin,195,65,97759.1,79031.9,2006.6,2009.5,2007.8,2007.8,4193.5,5513.8,5076.2,5056.0,308.0,385.6,500.0,498.5,28.0,34.9,34.9,35.2,12641.6,12378.2,263.4,763143.9,743474.2,19669.7,777796.3,757748.9,20047.4
Guayaguayare,142,22,2765.5,4864.6,1982.3,2005.9,2009.0,2009.1,76.1,2511.7,2636.2,2883.3,21.5,253.0,415.4,422.8,1.0,98.2,104.0,104.2,447.4,340.8,106.6,34573.9,26336.8,8237.1,35237.7,26842.4,8395.2
Claxton Bay,102,18,78.2,111.7,1976.9,1981.4,1979.9,1979.1,416.6,389.0,493.3,517.1,62.0,64.8,92.5,94.9,75.0,68.0,161.8,172.2,44.0,25.9,18.1,3305.0,1947.5,1357.5,3368.5,1984.9,1383.6
Tembladora,73,63,8656.7,15856.3,2003.7,2006.5,2011.6,2011.7,1170.3,2920.9,3661.7,3757.0,122.0,285.4,653.1,663.5,66.0,161.8,157.0,156.4,771.8,647.6,124.2,59611.5,50053.2,9558.3,60756.0,51014.2,9741.9
Scarborough,58,33,3676.2,5678.7,2003.9,2002.3,2003.6,2004.1,340.2,1300.8,1180.3,5362.7,20.0,133.2,807.0,986.1,10.0,37.7,47.8,56.5,350.5,304.9,45.6,27078.3,23575.2,3503.2,27598.2,24027.8,3570.4
La Brea,57,54,4788.8,8617.9,2008.0,2007.8,2009.6,2009.7,1390.1,2332.5,3152.8,3259.6,176.0,341.7,776.2,792.0,40.0,58.5,34.0,32.7,436.8,412.2,24.6,33636.7,31763.8,1872.9,34282.5,32373.7,1908.8
Carenage,52,45,10508.2,19828.7,2005.1,2005.7,2011.2,2011.3,1918.6,3383.6,6396.7,6767.6,202.5,395.0,843.4,856.5,74.0,208.1,52.7,51.3,840.7,749.7,91.1,64895.0,57928.6,6966.4,66141.0,59040.8,7100.1
Charlotteville,12,8,209.0,285.9,2000.5,1996.2,2011.4,2012.7,156.3,1166.8,757.5,2097.1,24.0,169.0,375.8,440.4,14.0,60.4,114.1,130.7,27.0,21.6,5.4,2076.4,1664.0,412.4,2116.3,1695.9,420.4
San Fernando,2,1,5.0,8.8,1981.0,1981.0,1981.0,1981.0,1801.6,1801.6,1801.6,1801.6,101.5,101.5,56.1,56.1,261.5,261.5,469.7,469.7,3.4,0.7,2.7,257.1,54.2,202.9,262.0,55.3,206.7
Couva,2,2,7.4,11.8,2003.5,2003.5,2003.9,2004.0,551.6,551.6,551.8,556.3,46.5,46.5,49.0,50.0,15.5,15.5,14.6,14.2,1.8,1.3,0.5,138.8,100.8,37.9,141.4,102.8,38.6
