Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,856,71,7755.7,9564.6,2007.6,2007.2,2006.5,2006.5,444.7,671.3,666.9,663.1,41.0,51.0,75.7,75.8,17.0,28.3,28.6,28.1,1673.4,1440.7,232.6,128547.3,110942.5,17604.8,131015.4,113072.6,17942.8
Chemical tanker,570,231,25839.9,41270.7,2008.8,2009.3,2009.2,2009.2,1195.7,2720.0,2762.6,2759.2,132.5,238.5,431.5,433.5,28.0,52.8,44.2,44.7,4220.9,3751.7,469.2,323922.3,288188.9,35733.4,330141.6,293722.1,36419.5
Liquefied gas tanker,546,131,118452.9,102527.1,2008.9,2009.9,2008.6,2008.8,2326.0,4175.7,4493.4,4331.6,192.0,311.0,475.8,466.3,30.0,46.2,39.5,40.9,15680.1,15146.3,533.8,993627.1,953512.9,40114.2,1012704.8,971820.3,40884.4
General cargo,464,152,7511.5,10294.4,1997.5,2003.3,2000.0,2000.5,489.0,1962.2,2046.8,2036.7,66.5,211.9,587.5,549.3,40.0,87.5,110.4,113.0,1239.8,1120.5,119.2,95103.1,86140.1,8963.0,96929.1,87794.0,9135.1
Bulk carrier,347,251,41277.1,75447.6,2007.7,2009.6,2010.5,2010.6,1451.6,3061.1,3643.8,3769.8,160.0,320.8,747.5,762.4,63.0,112.0,57.5,55.6,3110.9,2965.1,145.7,240597.5,229444.8,11152.7,245217.0,233850.1,11366.9
Oil tanker,322,160,55245.8,104484.5,2005.3,2007.4,2010.3,2010.4,614.6,3223.8,4343.1,4478.6,80.0,325.5,876.2,884.8,37.0,100.9,70.3,69.6,4644.2,3751.6,892.6,358900.9,290286.9,68614.1,365791.8,295860.4,69931.5
Offshore,191,66,2922.7,2585.3,2005.1,2008.0,2009.6,2009.4,562.2,2905.2,4114.2,3782.8,130.0,744.5,768.8,891.7,35.0,202.5,78.1,95.3,904.4,825.1,79.2,66508.6,60568.9,5939.7,67785.5,61731.8,6053.7
Ferry-RoPax,147,4,22.3,5.1,1968.8,1966.5,1968.8,1968.6,162.8,180.7,160.9,147.5,17.0,13.6,63.0,72.2,1.0,27.9,44.3,35.6,44.4,24.8,19.7,3335.9,1858.5,1477.4,3400.0,1894.2,1505.8
Vehicle,99,61,7465.5,2434.8,2007.3,2007.3,2007.0,2006.9,771.9,1818.8,1616.2,1616.0,60.0,136.2,294.6,290.3,12.0,18.4,24.0,24.3,466.3,447.6,18.7,36086.7,34649.0,1437.7,36779.6,35314.3,1465.3
Cruise,68,27,1569.4,143.7,2001.1,1995.3,2002.7,2001.6,172.2,510.5,316.6,313.2,16.0,38.8,46.4,47.5,9.0,10.2,9.3,9.2,341.4,291.3,50.1,26429.9,22555.0,3874.9,26937.3,22988.0,3949.3
Service - tug,60,30,171.1,146.4,1991.4,1997.2,2008.6,2008.4,468.0,1781.8,2156.4,2321.8,86.5,720.8,936.1,984.2,33.0,277.7,93.8,88.5,133.0,124.6,8.5,10016.1,9381.4,634.7,10208.4,9561.5,646.9
Service - other,30,23,552.4,431.0,2007.2,2006.4,2009.0,2009.1,1232.4,2294.0,3128.4,3345.4,123.5,418.1,620.8,576.2,174.0,274.0,557.3,561.0,163.5,140.1,23.4,12443.1,10682.9,1760.2,12682.0,10888.0,1794.0
Miscellaneous - fishing,13,2,1.7,1.0,1962.1,1978.0,1990.4,1985.5,180.7,979.1,594.9,453.7,19.0,196.5,417.0,362.9,82.0,342.0,369.7,328.2,6.9,3.5,3.4,516.7,261.5,255.2,526.6,266.5,260.1
Refrigerated bulk,4,3,78.6,80.7,1996.0,1997.0,1994.7,1994.8,1531.7,1719.3,2035.9,2001.4,111.0,172.7,329.0,322.0,48.5,41.8,79.4,77.1,43.7,37.0,6.7,3319.3,2812.8,506.5,3383.0,2866.8,516.2
Ro-Ro,4,2,21.8,11.4,2003.8,1994.5,2012.4,2011.3,308.3,352.6,302.4,304.8,24.0,37.0,23.8,24.6,24.5,24.5,28.2,28.0,4.8,3.4,1.4,372.7,262.4,110.3,379.9,267.5,112.4
Ferry-pax only,1,1,0.0,0.0,1999.0,1999.0,1999.0,1999.0,173.7,173.7,173.7,173.7,7.0,7.0,7.0,7.0,48.0,48.0,48.0,48.0,0.1,0.0,0.1,8.4,1.7,6.7,8.6,1.8,6.8
Other liquids tankers,1,1,33.0,45.8,2014.0,2014.0,2014.0,2014.0,1168.4,1168.4,1168.4,1168.4,117.0,117.0,117.0,117.0,8.0,8.0,8.0,8.0,2.2,2.0,0.1,166.8,156.0,10.9,170.1,158.9,11.1
