Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Ro-Ro,547,1,987.1,484.2,1988.0,1988.0,1988.0,1988.0,85.3,85.3,90.4,90.4,8.0,8.0,8.5,8.5,5.0,5.0,9.1,9.1,197.1,142.9,54.2,15270.8,11068.5,4202.3,15564.0,11281.1,4282.9
Offshore,416,46,516.9,623.4,2007.3,2006.1,2009.8,2009.3,360.1,1168.0,926.0,1018.7,116.5,572.0,1489.4,1560.9,19.0,145.0,300.6,309.2,781.8,614.0,167.9,58718.4,46111.5,12606.9,59845.8,46996.8,12849.0
Service - tug,304,22,116.5,105.6,2004.3,1999.5,2007.8,2008.1,172.9,760.0,557.7,583.2,60.5,488.2,703.3,667.2,17.0,315.0,242.7,232.4,143.3,106.3,37.0,10771.8,7987.4,2784.4,10978.6,8140.7,2837.9
Ferry-RoPax,127,4,373.5,42.0,2004.3,1996.5,2002.4,2002.8,245.4,236.3,591.3,620.7,6.0,17.5,521.0,530.7,32.0,23.6,23.9,22.9,251.0,189.6,61.3,18844.3,14238.8,4605.5,19206.1,14512.2,4693.9
Oil tanker,127,14,199.1,314.3,2009.0,2006.6,2009.0,2009.2,153.8,211.8,196.2,190.5,35.0,39.0,222.9,201.3,30.0,34.5,71.6,67.7,192.5,99.4,93.0,14502.6,7486.5,7016.2,14781.1,7630.2,7150.9
Service - other,73,14,304.1,170.6,2006.0,2005.8,2003.1,2002.6,531.2,1138.9,1363.8,1360.5,133.0,223.1,645.6,656.1,35.0,98.0,87.6,83.4,132.5,102.9,29.5,10022.2,7799.7,2222.5,10214.6,7949.5,2265.1
Chemical tanker,68,14,80.8,123.7,2007.9,2006.2,2007.6,2007.5,173.1,191.3,203.4,198.9,49.5,67.2,146.9,140.5,57.0,63.1,84.0,86.1,116.5,66.8,49.7,8812.4,5041.3,3771.1,8981.6,5138.1,3843.5
General cargo,57,15,12.8,19.2,1974.0,1993.1,1990.2,1989.4,102.3,103.4,117.4,117.6,16.0,72.8,97.4,90.8,77.0,67.5,124.9,129.0,9.6,3.0,6.6,726.0,229.2,496.8,739.9,233.6,506.3
Liquefied gas tanker,25,17,811.5,818.8,2008.6,2008.6,2012.7,2013.4,71.7,1386.6,480.8,571.5,25.0,128.1,1019.4,1098.1,26.0,36.3,30.5,30.5,117.8,91.2,26.6,8784.3,6742.4,2041.8,8952.9,6871.9,2081.0
Container,24,13,931.6,1064.1,2002.0,2004.2,1996.6,1996.6,40.9,740.1,1593.1,1584.1,59.0,75.2,202.2,202.0,26.5,24.0,30.2,30.2,151.0,142.8,8.2,11677.6,11047.2,630.5,11901.9,11259.3,642.6
Bulk carrier,6,5,60.7,113.1,2007.7,2007.4,2008.7,2008.6,199.8,206.5,273.0,276.8,16.5,106.7,382.5,390.6,59.0,49.4,54.6,55.4,9.5,7.4,2.2,736.5,569.4,167.0,750.6,580.4,170.2
Ferry-pax only,6,2,14.9,1.1,2010.0,2010.0,2010.0,2010.0,1828.6,5868.1,4433.3,4433.3,426.0,1649.2,4444.4,4444.4,19.5,19.2,8.0,8.0,25.1,24.8,0.3,1888.1,1861.9,26.2,1924.3,1897.6,26.7
Cruise,5,4,18.8,1.8,1990.4,1988.8,2004.7,2003.3,105.4,104.4,106.1,105.5,14.0,12.8,13.9,13.8,10.0,12.6,11.7,11.6,6.5,3.4,3.1,503.5,261.3,242.1,513.1,266.3,246.8
