Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,854,69,9107.2,10963.7,2007.6,2007.2,2006.1,2006.2,468.8,842.6,787.8,764.8,34.0,67.3,111.8,109.6,14.0,42.4,26.4,26.8,2024.6,1801.4,223.1,155677.9,138840.0,16838.0,158667.0,141505.7,17161.3
Chemical tanker,571,231,22445.0,35797.1,2008.7,2009.1,2009.2,2009.2,1618.4,2263.0,2413.6,2405.8,159.0,215.5,288.1,288.6,43.0,59.2,67.8,67.2,3925.2,3230.8,694.4,302425.1,249081.3,53343.8,308231.6,253863.7,54368.0
Liquefied gas tanker,552,136,101927.2,89088.5,2009.0,2009.9,2009.4,2009.5,2286.1,3492.3,3794.3,3691.1,172.0,294.2,420.5,415.2,35.0,57.5,55.2,55.8,12196.6,11391.5,805.1,790607.0,729965.9,60641.0,805786.6,743981.3,61805.3
General cargo,456,152,4864.4,6806.8,1997.5,2003.3,2002.9,2002.6,530.2,1446.8,1359.7,1378.8,65.5,153.1,313.4,306.2,33.5,98.2,132.6,131.1,936.1,808.5,127.6,71741.9,62161.6,9580.3,73119.4,63355.1,9764.3
Bulk carrier,350,253,24889.0,45054.7,2007.5,2009.5,2010.6,2010.6,1465.3,1923.2,2159.3,2210.8,152.0,214.4,394.5,403.0,52.5,102.3,164.9,169.4,2130.2,1951.4,178.8,164659.2,150844.5,13814.7,167820.6,153740.7,14079.9
Oil tanker,322,160,37191.5,69541.0,2005.4,2007.4,2009.0,2009.1,684.4,2314.7,2948.4,3004.6,89.5,259.4,677.1,682.7,44.0,89.7,51.0,49.7,3561.1,2605.5,955.7,275052.4,201328.6,73723.8,280333.4,205194.1,75139.3
Offshore,183,59,2225.2,1867.8,2005.0,2008.4,2011.0,2010.6,770.2,2534.8,3203.7,2829.6,118.0,630.6,710.2,708.8,50.0,375.2,252.1,274.5,843.5,678.7,164.7,63203.1,50843.9,12359.2,64416.6,51820.1,12596.5
Ferry-RoPax,149,5,25.9,5.9,1969.1,1976.8,1974.3,1972.0,126.8,1043.0,182.0,169.0,11.0,403.7,437.9,414.9,38.0,246.2,178.5,131.0,64.8,32.3,32.5,4863.4,2425.2,2438.2,4956.8,2471.8,2485.0
Vehicle,98,61,5959.4,2010.5,2007.3,2007.3,2007.4,2007.1,462.6,1459.8,1295.8,1339.3,39.5,103.2,272.2,276.1,9.0,9.7,9.1,9.2,364.6,353.7,10.9,28226.6,27386.1,840.5,28768.5,27911.9,856.6
Cruise,67,28,1770.0,169.8,2000.3,1994.1,2004.9,2003.6,216.3,475.5,362.5,375.8,16.0,34.3,43.4,47.1,9.0,9.2,8.9,8.8,351.3,308.2,43.1,27208.6,23874.7,3333.9,27731.0,24333.1,3397.9
Service - tug,62,26,74.9,68.1,1988.8,1993.9,2006.0,2006.7,501.1,1063.3,1148.1,1323.6,102.0,405.6,456.3,444.7,52.5,318.2,189.5,192.2,85.2,72.6,12.5,6458.4,5516.8,941.6,6582.4,5622.7,959.7
Service - other,33,24,622.1,401.6,2007.2,2006.9,2010.2,2010.1,1431.7,4633.8,3320.5,3047.9,305.0,691.0,760.0,644.0,72.0,177.9,361.2,228.1,239.1,221.1,17.9,18124.3,16777.0,1347.4,18472.3,17099.1,1373.3
Miscellaneous - fishing,12,2,2.0,1.1,1962.7,1978.0,1992.6,1988.3,175.8,1167.4,729.9,545.2,20.0,211.8,472.4,420.7,160.0,131.5,70.4,80.3,6.5,3.3,3.2,489.3,248.5,240.8,498.7,253.2,245.5
Ro-Ro,4,2,55.0,28.2,2003.8,1994.5,2012.8,2012.5,760.3,537.0,764.3,753.6,63.0,76.0,61.5,61.8,35.5,111.0,29.2,30.7,10.6,8.1,2.5,817.1,625.9,191.2,832.8,637.9,194.9
Refrigerated bulk,3,3,75.3,81.7,1997.0,1997.0,1998.0,1998.1,3601.3,2808.1,2690.7,2749.2,231.0,210.3,245.3,248.0,6.0,6.0,6.0,6.0,30.8,30.3,0.4,2352.6,2318.9,33.7,2397.7,2363.4,34.3
Ferry-pax only,1,1,2.1,0.2,1999.0,1999.0,1999.0,1999.0,12449.6,12449.6,12449.6,12449.6,3388.0,3388.0,3388.0,3388.0,663.0,663.0,663.0,663.0,8.2,7.2,1.0,616.4,539.6,76.8,628.2,549.9,78.3
Other liquids tankers,1,1,66.6,92.5,2014.0,2014.0,2014.0,2014.0,2359.3,2359.3,2359.3,2359.3,401.0,401.0,401.0,401.0,3.0,3.0,3.0,3.0,5.6,5.6,0.0,430.7,429.2,1.5,439.0,437.4,1.6
