Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,1732,741,5294.1,7789.5,1998.5,2000.8,2005.7,2005.8,486.8,824.5,965.6,982.4,55.0,94.4,286.4,292.1,36.0,49.7,86.7,88.8,1359.2,1211.9,147.3,102589.7,91513.6,11076.1,104559.5,93270.7,11288.8
Container,827,136,7719.8,9172.3,2004.5,2005.5,2005.0,2005.0,388.8,458.7,517.5,520.0,32.0,45.0,69.3,69.2,14.0,22.5,21.2,20.9,1730.7,1516.4,214.4,129845.2,113749.2,16096.0,132338.2,115933.2,16405.0
Ferry-RoPax,429,8,3118.4,898.5,2000.0,1998.5,2000.7,2001.2,227.5,286.5,302.7,301.5,15.0,17.1,19.8,19.7,7.0,7.5,17.8,17.7,715.5,534.7,180.8,53723.5,40147.7,13575.9,54755.0,40918.5,13836.5
Bulk carrier,416,333,30878.6,53204.4,2008.5,2010.2,2011.2,2011.1,854.6,2943.3,2960.9,2981.1,100.5,282.8,599.3,602.3,28.5,63.6,113.9,116.0,3021.6,2896.9,124.8,231474.6,221937.8,9536.9,235919.0,226199.0,9720.0
Chemical tanker,363,235,7699.4,12456.8,2005.8,2007.0,2009.4,2009.5,538.0,1307.5,1580.9,1620.9,49.0,118.6,332.4,336.5,21.0,41.0,61.5,62.0,1379.8,1143.9,235.9,104886.8,87008.0,17878.8,106900.6,88678.5,18222.0
Oil tanker,223,122,7371.7,13558.4,2001.4,2007.9,2008.6,2008.7,446.8,843.0,854.8,869.7,42.0,90.5,184.7,186.4,37.0,56.0,62.7,62.8,1043.1,630.1,413.0,78893.1,47660.0,31233.0,80407.8,48575.1,31832.7
Ro-Ro,145,13,862.0,609.8,1994.8,1995.3,1998.1,1998.2,317.4,502.4,333.1,334.6,22.0,40.8,27.5,27.6,1.0,11.1,18.0,15.9,186.7,152.9,33.8,13974.1,11438.0,2536.2,14242.4,11657.6,2584.8
Refrigerated bulk,133,28,301.7,274.6,1988.8,1991.4,1989.2,1989.6,637.2,735.2,701.2,702.0,63.0,85.0,102.4,103.0,13.0,34.2,39.8,43.8,223.8,175.7,48.2,16831.5,13210.3,3621.3,17154.7,13463.9,3690.8
Cruise,58,30,1026.1,106.5,1999.7,1995.3,2007.2,2005.3,255.9,331.4,348.3,349.1,18.5,26.8,33.4,34.0,8.0,9.4,13.1,11.6,247.6,205.6,42.0,18594.5,15441.4,3153.1,18951.5,15737.9,3213.7
Miscellaneous - fishing,35,23,41.3,22.9,1984.6,1985.6,1988.5,1988.5,566.6,3074.9,3213.7,2692.6,83.0,366.4,892.5,920.3,64.0,431.2,2313.4,2131.7,69.5,38.9,30.6,5218.2,2922.2,2295.9,5318.4,2978.3,2340.0
Service - tug,32,17,5.1,2.9,1987.5,1993.0,1988.9,1995.2,335.7,359.7,502.2,454.9,52.0,211.4,306.0,573.8,19.0,231.5,479.8,810.4,23.0,12.9,10.1,1728.4,971.9,756.5,1761.5,990.5,771.0
Service - other,14,12,45.3,55.9,1987.6,1987.9,1996.2,1996.5,428.4,770.9,1170.9,1358.3,99.0,955.7,255.0,222.7,143.5,491.1,324.6,336.0,50.9,30.4,20.5,3821.4,2286.0,1535.4,3894.8,2329.9,1564.9
Liquefied gas tanker,13,6,1366.5,955.0,2006.6,2007.3,2006.0,2005.9,683.7,818.9,1091.6,1090.9,60.0,70.8,110.4,111.0,25.0,48.0,62.9,61.4,159.4,132.6,26.8,10133.3,8099.7,2033.6,10327.8,8255.2,2072.6
Other liquids tankers,10,2,28.6,44.6,1990.8,2002.0,2003.8,2002.4,802.0,696.4,639.7,646.9,101.0,78.0,74.1,76.4,20.0,11.0,9.5,10.4,16.2,12.4,3.8,1219.7,932.0,287.7,1243.1,949.9,293.2
Offshore,3,3,5.2,5.8,1998.7,1998.7,1999.3,1998.9,382.9,336.9,291.8,305.4,44.0,46.3,48.4,47.3,5.0,416.0,373.5,370.9,5.1,1.9,3.3,385.2,140.5,244.8,392.6,143.2,249.5
Vehicle,2,1,20.6,7.7,1998.0,1998.0,1998.0,1998.0,179.5,179.5,179.5,179.5,18.5,18.5,18.8,18.8,25.5,25.5,25.9,25.9,2.0,1.6,0.5,152.6,117.5,35.1,155.6,119.8,35.8
Yacht,1,1,0.1,0.2,1958.0,1958.0,1958.0,1958.0,369.0,369.0,369.0,369.0,69.0,69.0,69.0,69.0,53.0,53.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
