Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,1744,740,2711.5,3897.4,1998.6,2000.8,2002.7,2002.7,356.1,476.3,494.2,491.2,46.0,66.2,100.2,99.3,30.0,53.8,94.9,91.6,841.9,698.2,143.7,63263.6,52476.5,10787.2,64478.3,53484.0,10994.3
Container,832,139,6842.2,8072.0,2004.5,2005.5,2005.9,2005.9,467.0,448.9,456.4,455.2,37.0,41.8,55.7,55.6,13.0,32.9,20.3,19.9,1558.4,1382.1,176.3,116891.5,103653.6,13237.9,119135.8,105643.8,13492.0
Ferry-RoPax,426,7,2928.1,847.3,2000.0,2000.0,2000.9,2001.5,226.5,280.1,286.2,286.1,15.0,18.3,21.8,21.8,10.0,6.3,21.0,21.1,716.7,548.9,167.8,53810.2,41214.2,12596.0,54843.3,42005.5,12837.8
Bulk carrier,426,341,10932.6,18739.7,2008.5,2010.2,2009.1,2009.0,843.8,991.6,1021.3,1022.2,85.0,126.2,217.0,215.7,67.0,95.0,111.6,112.2,1134.3,971.4,162.9,85699.7,73468.9,12230.8,87345.2,74879.5,12465.7
Chemical tanker,370,238,3590.0,5685.9,2005.8,2007.0,2008.4,2008.6,491.8,696.1,719.7,722.4,61.5,133.5,157.4,158.3,26.0,56.6,60.7,61.8,1166.0,823.9,342.1,87653.7,61968.7,25685.0,89336.6,63158.5,26178.1
Oil tanker,220,120,8975.3,16384.4,2001.4,2007.9,2009.1,2009.2,484.8,1074.5,1052.0,1061.8,49.0,117.4,213.3,213.3,44.0,60.6,65.3,65.5,1207.4,782.1,425.3,91066.5,59134.7,31931.8,92815.0,60270.0,32544.9
Ro-Ro,144,13,931.6,658.7,1994.7,1995.3,1997.4,1997.6,319.6,555.3,361.5,363.2,20.0,45.5,32.6,32.5,8.0,59.6,18.7,18.6,215.0,182.3,32.8,16129.8,13669.5,2460.3,16439.5,13932.0,2507.6
Refrigerated bulk,135,29,280.6,249.5,1988.7,1991.4,1990.0,1989.9,645.4,586.2,637.5,622.1,61.0,54.9,81.3,79.8,25.0,64.2,65.1,69.4,259.3,158.5,100.9,19481.0,11908.8,7572.2,19855.0,12137.4,7717.6
Cruise,58,30,1002.2,97.3,1999.7,1995.3,2008.9,2007.3,245.2,279.5,340.2,318.7,17.0,23.5,42.2,38.7,9.0,8.1,9.0,8.9,240.1,207.9,32.2,18029.8,15609.6,2420.2,18376.0,15909.3,2466.6
Miscellaneous - fishing,35,22,20.1,9.7,1984.5,1985.5,1987.6,1987.3,1028.6,1994.0,1613.1,1202.0,185.0,465.5,711.7,629.6,47.0,768.4,2039.1,1898.3,84.0,35.5,48.5,6304.4,2664.8,3639.6,6425.4,2716.0,3709.5
Service - tug,32,18,3.2,1.8,1987.9,1992.5,1989.8,1992.8,245.9,379.9,310.8,290.7,35.5,148.3,260.1,251.0,49.0,68.8,80.7,81.1,12.3,9.1,3.1,920.3,686.0,234.3,938.0,699.2,238.8
Service - other,18,17,86.7,111.7,1994.9,1997.1,1994.4,1996.0,602.2,979.5,1034.8,1024.9,194.5,419.2,569.6,520.3,157.0,397.9,405.9,398.2,47.2,30.6,16.6,3541.1,2297.4,1243.7,3609.1,2341.5,1267.6
Liquefied gas tanker,13,6,1880.6,1298.6,2006.6,2007.3,2006.0,2006.0,1786.2,1210.2,1502.3,1483.3,112.0,94.4,152.8,152.2,31.0,87.8,27.4,28.4,197.0,179.2,17.8,12279.1,10940.1,1339.0,12514.8,11150.2,1364.7
Other liquids tankers,11,2,28.9,46.1,1990.5,2002.0,2000.3,1998.9,575.7,573.0,619.8,639.2,86.0,66.2,94.3,98.8,19.0,39.5,45.2,43.9,20.8,14.3,6.5,1563.3,1076.2,487.1,1593.3,1096.9,496.4
Offshore,2,2,10.7,10.3,1998.5,1998.5,2000.6,2000.3,593.1,593.1,763.9,701.2,66.5,66.5,96.1,92.5,79.5,79.5,141.7,134.1,3.6,2.7,0.9,272.4,204.9,67.6,277.7,208.8,68.9
Vehicle,2,1,385.1,144.3,1998.0,1998.0,1998.0,1998.0,3351.3,3351.3,3351.3,3351.3,217.0,217.0,276.4,276.4,31.5,31.5,28.6,28.6,31.2,30.6,0.6,2380.2,2336.9,43.4,2425.9,2381.7,44.2
Yacht,1,1,0.1,0.2,1958.0,1958.0,1958.0,1958.0,393.4,393.4,393.4,393.4,60.0,60.0,60.0,60.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
