Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Ferry-RoPax,344,5,6898.7,2169.3,2008.6,2003.2,2008.8,2008.8,787.4,857.6,785.5,785.4,45.0,55.6,45.7,45.6,3.0,8.4,5.2,5.2,1743.0,1706.7,36.3,130865.3,128139.5,2725.8,133377.9,130599.8,2778.1
Service - tug,72,9,7.1,4.4,2007.2,1998.8,2004.4,2007.4,188.1,326.2,358.5,312.4,186.0,374.7,1201.9,1016.9,42.5,55.9,197.7,173.7,45.5,37.2,8.3,3415.3,2791.0,624.4,3480.9,2844.6,636.4
Miscellaneous - fishing,46,10,10.2,2.9,1982.8,1982.6,1982.9,1982.7,1036.8,1925.3,1924.5,1790.5,139.0,213.0,583.5,562.5,116.0,233.2,1393.8,1302.6,78.5,29.6,48.8,5892.1,2225.9,3666.2,6005.2,2268.6,3736.6
Service - other,38,11,53.9,68.6,1979.5,1988.7,1989.9,1991.6,421.9,602.8,606.4,655.3,113.0,191.2,432.2,496.7,41.0,93.0,94.8,105.0,54.2,41.4,12.8,4071.8,3109.4,962.4,4150.0,3169.1,980.9
Offshore,11,1,14.7,12.9,2002.0,2002.0,2002.0,2002.0,1286.7,1286.7,1487.5,1487.5,320.0,320.0,864.9,864.9,148.0,148.0,163.2,163.2,28.5,20.4,8.1,2142.3,1531.3,611.0,2183.4,1560.7,622.7
Oil tanker,5,2,3.8,6.5,1985.2,1997.5,1999.4,2000.9,106.1,124.7,53.6,51.1,109.0,142.5,523.9,485.9,60.0,123.8,290.5,272.3,43.0,23.6,19.5,3231.5,1769.3,1462.3,3293.6,1803.2,1490.3
Bulk carrier,5,5,18.1,29.9,2012.6,2012.6,2013.9,2014.1,147.0,134.6,137.2,136.6,53.0,61.2,74.3,75.5,41.0,52.2,53.0,53.8,3.1,1.9,1.3,235.8,139.1,96.7,240.3,141.8,98.6
General cargo,4,4,0.9,1.5,1994.2,1994.2,1995.2,1992.8,69.1,160.9,84.8,91.1,56.5,83.5,88.7,98.9,22.5,23.8,24.1,22.5,0.8,0.6,0.2,58.4,42.1,16.3,59.5,42.9,16.6
Chemical tanker,3,3,2.9,4.3,2006.3,2006.3,2003.1,2003.6,68.9,86.9,61.0,57.4,62.0,57.3,42.8,45.1,22.0,28.0,24.6,25.3,3.7,1.8,1.8,274.6,138.4,136.2,279.9,141.1,138.8
Container,2,2,27.5,32.2,2003.0,2003.0,2004.3,2003.7,1075.4,1075.4,1072.7,1073.8,161.0,161.0,160.8,160.9,19.0,19.0,20.9,20.1,8.8,8.3,0.4,657.2,627.0,30.1,669.8,639.1,30.7
Refrigerated bulk,1,1,0.7,0.7,1978.0,1978.0,1978.0,1978.0,511.7,511.7,511.7,511.7,118.0,118.0,118.0,118.0,5.0,5.0,5.0,5.0,1.1,1.1,0.0,83.5,80.8,2.7,85.1,82.3,2.8
