Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Genova,2264,529,45634.8,38242.1,2000.6,2004.8,2005.0,2006.2,460.7,947.2,642.9,803.4,30.0,82.8,112.2,123.7,12.0,35.0,26.2,26.8,7860.7,6870.3,990.4,606824.1,530902.0,75922.1,618475.2,541095.3,77379.8
Livorno,1646,687,42246.9,26688.0,2001.9,2004.9,2006.1,2006.1,526.5,993.9,722.1,964.7,40.0,101.8,118.5,151.6,12.0,35.0,27.0,37.1,5642.1,4747.9,894.2,432293.1,363731.2,68561.9,440593.1,370714.8,69878.3
Venezia,1391,552,33816.5,27468.2,2003.6,2004.4,2005.8,2006.9,824.1,1250.4,785.5,1037.3,62.0,120.7,121.5,174.6,13.0,42.2,36.8,64.3,6300.2,5625.6,674.6,486797.5,434927.3,51870.1,496144.0,443277.9,52866.1
Ravenna,1139,669,16332.6,25382.3,2003.5,2004.5,2005.8,2006.1,969.1,1111.8,1150.0,1202.1,88.0,117.5,140.4,140.3,23.0,57.1,67.0,68.6,2250.2,1933.6,316.6,173077.1,148931.7,24145.3,176400.2,151791.2,24608.9
Trieste,1089,181,39970.6,23248.6,2006.0,2002.5,2008.2,2008.5,1185.1,858.5,986.7,853.5,65.0,84.1,111.6,113.0,15.0,33.4,25.4,29.0,6488.0,6045.6,442.5,502345.1,468121.4,34223.8,511990.2,477109.3,34880.9
Savona,888,250,17581.0,8367.8,2002.4,2003.8,2007.1,2006.3,370.2,1159.8,574.6,844.8,28.0,104.0,139.5,165.2,10.0,47.0,25.7,60.6,2415.9,2093.0,322.8,186792.1,161884.8,24907.4,190378.5,164993.0,25385.6
Gioia Tauro,759,218,53996.5,53835.7,2003.6,2005.4,2007.6,2006.9,767.8,1501.3,1407.3,1334.8,66.0,115.4,178.3,172.7,18.0,37.5,27.0,27.8,5889.7,5563.7,326.0,455434.8,430428.1,25006.8,464179.2,438692.3,25486.9
Bari,695,110,9215.7,3023.3,1995.8,2001.6,1995.7,2000.4,296.4,1153.3,511.9,648.0,18.0,110.5,567.5,565.9,9.0,59.6,125.7,116.7,2292.3,1899.4,392.9,176513.9,146409.1,30104.8,179903.0,149220.2,30682.8
Augusta,682,378,13762.4,21819.8,2006.0,2006.4,2009.1,2009.3,821.8,1378.8,1264.8,1237.8,84.0,136.8,258.8,254.2,29.0,62.1,59.0,59.5,2587.0,2054.9,532.1,199155.7,158422.2,40733.5,202979.5,161463.9,41515.6
Napoli,616,281,16809.6,11467.0,2005.9,2004.3,2009.7,2007.2,767.7,924.3,842.7,1049.1,70.5,104.3,95.0,130.3,20.0,38.1,23.8,32.5,2818.2,2497.1,321.2,217430.5,192891.9,24538.6,221605.1,196595.4,25009.8
