Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Livorno,4372,517,32529.6,18180.2,2002.8,2003.5,2003.6,2004.6,163.4,262.4,227.9,259.9,12.0,27.4,25.4,32.6,10.0,41.0,19.7,28.3,7135.7,5509.2,1626.6,550415.6,425588.5,124827.1,560983.6,433759.8,127223.8
Napoli,2785,435,19236.0,9115.6,1994.9,2000.5,2001.7,2002.8,207.2,550.4,253.0,279.6,16.0,73.3,43.0,48.0,12.0,63.5,25.9,33.7,4954.8,3691.9,1262.9,380632.1,284206.4,96425.8,387940.3,289663.1,98277.1
Genova,2630,359,22430.0,7808.0,2002.0,2003.1,2002.8,2004.1,211.5,337.1,260.4,210.4,14.0,56.3,44.4,55.1,11.0,57.9,19.2,26.6,5442.4,4630.4,812.1,419376.5,357526.9,61849.6,427428.5,364391.4,63037.1
Olbia,2593,78,15327.7,3385.8,1998.2,1996.0,1998.7,1998.0,162.5,322.3,199.5,201.7,10.0,44.2,21.6,43.2,5.0,28.4,20.9,25.8,4026.5,3056.0,970.5,309986.5,235798.1,74188.4,315938.2,240325.4,75612.8
Palermo,2016,129,20292.8,4387.3,1996.8,1996.2,2002.4,2002.0,188.0,493.4,298.7,304.3,14.0,75.6,26.0,27.3,10.0,76.1,13.0,15.7,4739.0,4058.0,681.0,364902.8,313195.4,51707.4,371908.9,319208.8,52700.1
Civitavecchia,1880,274,20168.7,5387.3,2001.0,2002.8,2005.4,2007.2,167.1,269.4,209.3,249.5,13.0,26.9,30.4,76.7,10.0,37.4,17.6,32.1,4201.7,3316.8,884.8,324383.4,256362.4,68021.0,330611.6,261284.6,69327.0
Cagliari,1328,149,11841.7,4448.3,2001.8,2000.1,2003.9,2004.6,299.0,412.2,308.2,335.6,20.0,71.1,23.7,27.7,8.0,50.2,17.0,21.7,2474.5,2058.5,416.0,190976.6,159086.3,31890.3,194643.4,162140.8,32502.6
Venezia,975,318,6158.1,6809.9,2001.3,2002.7,2004.6,2005.7,144.1,483.0,454.4,489.9,35.0,74.5,104.5,128.9,27.0,78.8,72.3,61.7,1857.7,1262.4,595.3,142796.0,97253.5,45542.5,145537.7,99120.8,46416.9
Ravenna,742,282,4973.5,4908.1,2003.3,2005.6,2007.9,2006.9,266.9,507.7,594.0,491.1,42.0,73.0,149.2,112.2,26.0,93.0,103.1,82.4,1120.0,768.4,351.6,85846.8,58964.2,26882.7,87495.1,60096.3,27398.8
La Spezia,685,213,8950.7,8778.7,2006.6,2005.8,2009.1,2009.1,187.0,252.2,228.3,244.1,23.0,60.0,32.3,35.7,19.0,43.1,23.8,26.3,1388.2,1077.6,310.6,107058.2,83169.1,23889.1,109113.7,84765.9,24347.8
Gioia Tauro,681,173,11510.9,12067.6,1999.0,2003.4,2008.6,2008.1,314.3,410.3,448.0,444.2,24.0,30.8,39.8,40.5,26.0,46.3,41.6,40.5,1413.9,1018.5,395.3,109138.9,78737.3,30401.6,111234.3,80249.1,30985.3
