Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,4828,1561,30736.5,42354.5,1999.4,2001.3,2004.1,2003.9,830.1,1179.3,1201.3,1179.4,87.0,126.8,208.7,202.6,29.0,51.6,64.8,65.7,6666.2,5800.4,865.8,510091.3,444803.6,65287.6,519885.0,453343.9,66541.1
Container,4141,698,154963.3,174915.5,2005.0,2005.8,2007.2,2007.1,619.4,838.8,836.7,838.3,51.0,63.5,121.4,121.9,17.0,23.7,26.1,26.1,19389.0,17858.2,1530.9,1497753.5,1380363.7,117389.8,1526510.4,1406866.7,119643.7
Ferry-RoPax,3345,94,55411.3,10568.1,1994.2,1993.1,1999.6,1999.1,332.6,767.3,579.3,591.7,18.0,44.7,141.2,195.0,5.0,30.0,67.9,73.2,14745.1,10320.7,4424.4,1135730.5,795683.4,340047.1,1157536.6,810960.5,346576.0
Chemical tanker,2547,827,42263.9,67569.6,2006.6,2008.2,2008.4,2008.5,849.8,1276.6,1109.1,1113.8,82.0,124.8,193.9,195.5,29.0,41.6,52.3,52.1,8891.1,6900.8,1990.3,684944.3,532231.6,152712.7,698095.2,542450.4,155644.8
Ro-Ro,2264,102,60521.3,28302.6,2005.2,2004.3,2008.0,2007.7,703.0,1399.0,930.4,963.1,41.0,97.4,116.0,124.4,12.0,32.9,24.4,27.0,10155.9,9345.7,810.2,786355.8,723701.5,62654.3,801453.8,737596.5,63857.3
Cruise,1785,142,59180.6,5736.8,2003.4,2000.8,2007.2,2006.3,313.1,405.1,432.8,442.1,20.0,34.8,43.8,45.1,9.0,11.4,10.6,10.7,12538.0,10783.6,1754.4,970817.7,835090.3,135727.4,989457.4,851124.1,138333.3
Bulk carrier,1707,956,55802.8,98092.3,2002.7,2008.0,2008.8,2008.9,1071.8,1351.8,1425.2,1445.5,94.0,138.6,232.5,238.0,25.0,66.3,76.2,75.8,4882.1,4351.1,531.0,377138.6,336370.0,40768.6,384379.6,342828.3,41551.3
Oil tanker,1667,613,100481.2,185079.5,2008.2,2008.6,2008.7,2008.7,888.6,1214.6,1147.2,1150.5,91.0,136.7,228.3,230.0,23.0,48.6,47.2,47.0,9727.1,7364.2,2362.9,752524.7,569959.1,182565.7,766973.2,580902.3,186070.9
Vehicle,892,236,49422.9,16300.3,2004.0,2007.2,2007.3,2006.8,798.2,1379.1,1196.4,1180.2,59.0,94.3,164.7,162.1,12.0,14.2,15.6,16.1,3393.8,3210.9,182.9,262589.7,248471.2,14118.5,267631.5,253241.8,14389.6
Liquefied gas tanker,658,151,44258.5,40080.4,2007.5,2008.1,2007.6,2007.6,864.1,2132.9,2867.9,2743.4,76.0,160.9,307.4,305.7,27.0,45.9,67.0,66.3,6829.3,6272.1,557.3,445527.4,403691.3,41836.1,454081.5,411442.2,42639.3
Service - tug,334,104,203.6,165.5,2001.7,1999.8,2007.1,2006.9,264.1,1049.5,507.0,497.9,65.5,305.8,636.4,559.9,18.5,133.2,149.9,141.2,247.7,208.4,39.3,18631.6,15680.7,2950.9,18989.3,15981.8,3007.5
Offshore,103,48,953.3,1426.8,2006.6,2004.6,2007.7,2008.0,520.6,1793.9,1965.1,2603.3,59.0,393.5,675.1,667.4,37.0,231.3,107.2,81.1,330.2,272.5,57.7,24921.7,20588.1,4333.6,25400.2,20983.4,4416.8
Service - other,96,42,494.5,364.5,1994.9,1996.5,1993.2,1990.8,503.2,1486.6,1687.0,1503.6,54.0,182.7,441.7,400.1,25.5,119.6,199.2,158.4,204.9,180.8,24.1,15518.3,13708.2,1810.1,15816.3,13971.4,1844.9
Ferry-pax only,84,14,40.4,8.1,1990.1,1987.8,1985.5,1983.0,298.8,3469.0,1146.1,1018.9,9.0,314.1,1028.6,1318.2,30.0,90.5,209.6,160.4,61.8,36.6,25.3,4643.8,2744.3,1899.5,4732.9,2797.0,1935.9
Refrigerated bulk,78,25,1076.7,1165.5,2003.1,1996.1,2002.1,2002.1,1303.4,1811.4,1565.3,1551.8,74.0,119.9,165.0,163.7,23.0,58.6,50.5,50.2,517.5,437.2,80.3,39484.3,33439.4,6044.9,40242.4,34081.4,6160.9
Miscellaneous - fishing,62,30,25.2,25.3,1986.5,1992.6,1991.8,1991.5,508.5,2073.3,1611.6,1521.8,65.5,235.9,613.0,475.2,53.0,172.8,156.9,178.8,72.9,56.8,16.1,5483.8,4277.3,1206.5,5589.1,4359.5,1229.6
Other liquids tankers,2,1,82.1,114.0,2014.0,2014.0,2014.0,2014.0,1454.2,1454.2,1454.2,1454.2,136.5,136.5,142.2,142.2,3.5,3.5,4.0,4.0,6.1,6.0,0.1,472.6,463.9,8.7,481.7,472.8,8.9
