Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Livorno,4489,564,33055.2,17643.8,2003.1,2003.7,2003.9,2005.3,164.5,308.0,240.3,244.3,12.0,38.4,46.4,48.2,10.0,33.0,20.4,27.0,7517.3,5821.3,1696.1,579469.5,449344.1,130125.4,590595.3,457971.5,132623.8
Napoli,2835,446,19965.0,11685.3,1994.6,2000.0,2001.5,2003.8,211.3,562.3,249.0,321.7,16.0,66.1,31.4,41.6,12.0,50.2,26.5,40.9,4793.3,3428.8,1364.5,368297.5,264051.4,104246.1,375368.8,269121.2,106247.6
Olbia,2594,76,13686.9,2991.9,1998.3,1995.4,1999.2,1998.4,158.0,266.1,178.0,178.2,10.0,48.2,28.0,36.4,3.0,29.0,13.6,19.6,3560.7,3009.3,551.4,273997.6,232045.5,41952.1,279258.4,236500.8,42757.6
Genova,2504,333,26528.6,9078.9,2002.3,2003.2,2004.1,2004.1,218.4,420.8,308.1,318.2,14.0,73.4,44.3,80.0,10.0,46.3,31.4,62.0,5829.0,4853.7,975.4,449627.1,374925.0,74702.0,458259.9,382123.6,76136.3
Palermo,2049,131,20460.4,4714.1,1996.8,1996.3,2001.6,2001.3,234.4,1302.5,299.1,319.9,14.0,146.7,30.9,39.0,10.0,73.7,26.5,24.6,4929.7,4043.2,886.5,379432.2,311797.7,67634.5,386717.3,317784.3,68933.1
Civitavecchia,1932,276,21972.8,6458.9,2001.7,2003.5,2005.9,2007.4,179.0,373.6,212.4,277.6,13.0,68.7,28.6,74.9,9.0,39.2,25.3,82.3,4420.9,3433.0,987.9,341434.9,265411.4,76023.5,347990.4,270507.3,77483.1
Cagliari,1384,150,13594.8,6777.3,2001.7,2000.2,2003.0,2004.4,302.3,501.3,329.2,345.7,21.0,53.0,29.4,30.6,9.0,38.0,20.3,22.4,2732.1,2215.7,516.5,210873.2,171232.3,39641.0,214922.0,174519.9,40402.1
Venezia,950,296,5737.0,5495.2,2001.7,2003.1,2006.7,2006.8,230.9,785.9,372.2,427.2,21.0,152.1,106.0,102.9,20.0,65.8,49.2,64.0,1714.3,1214.6,499.8,131536.1,93310.2,38225.9,134061.6,95101.8,38959.9
Ravenna,809,318,4536.7,5416.3,2002.8,2004.5,2007.8,2007.7,199.2,562.2,492.8,503.2,30.0,93.0,117.9,94.8,29.0,83.1,79.2,97.7,1117.0,744.7,372.3,85344.4,57047.6,28296.7,86983.0,58143.0,28840.0
La Spezia,743,238,10551.9,9597.8,2006.4,2006.3,2009.9,2009.0,75.8,265.3,221.9,247.2,12.0,32.7,33.7,41.7,21.0,37.6,33.4,39.9,1466.5,1049.2,417.3,113228.1,81128.2,32099.9,115402.1,82685.8,32716.3
Gioia Tauro,681,175,10922.2,11827.9,1998.6,2002.7,2007.3,2007.1,306.8,397.3,389.8,393.5,26.0,37.5,84.6,85.6,21.0,45.7,27.5,28.5,1377.1,1050.7,326.4,106365.3,81228.9,25136.5,108407.6,82788.5,25619.1
Milazzo,680,158,4984.9,7744.9,2001.5,2004.7,2006.0,2006.9,447.8,1075.9,487.9,497.1,36.0,149.8,114.0,104.0,25.0,54.2,54.2,54.8,1442.8,887.8,555.0,110718.8,68052.6,42666.2,112844.6,69359.2,43485.4
Porto Torres,637,50,5487.9,1274.8,2003.7,2002.9,2003.8,2004.3,212.3,607.4,219.6,285.9,14.0,48.2,17.6,34.1,10.0,48.6,15.1,31.6,1208.5,1001.5,206.9,92945.3,77252.0,15693.3,94729.9,78735.3,15994.6
Procida,615,45,400.1,131.4,1983.7,1985.6,1983.6,1981.4,388.8,689.5,571.1,361.6,28.0,62.5,201.5,188.5,8.0,26.1,94.0,88.3,432.1,314.7,117.4,32487.2,23643.4,8843.8,33111.0,24097.4,9013.6
Augusta,571,178,3142.6,4684.3,2003.1,2004.6,2005.2,2005.5,479.6,593.9,503.3,499.7,41.0,62.7,73.9,75.5,26.0,68.7,76.9,58.4,1084.9,668.8,416.1,83294.9,51523.6,31771.2,84894.1,52512.9,32381.3
Piombino,549,101,2309.8,1021.4,1991.7,1998.0,1987.1,1989.2,162.4,491.7,364.7,418.9,14.0,97.3,328.2,370.7,13.0,68.8,47.4,60.7,1013.5,759.5,254.0,77107.6,57850.9,19256.7,78588.0,58961.6,19626.4
Savona,516,181,4729.1,2028.4,2004.5,2004.2,2008.3,2007.8,132.5,454.5,277.8,320.7,15.0,52.0,45.7,69.4,11.0,45.2,20.7,41.3,968.8,788.8,180.1,74876.9,61004.1,13872.8,76314.5,62175.3,14139.2
Catania,496,85,4727.1,2114.6,1999.7,2001.0,2001.2,2001.0,320.4,427.5,468.7,465.6,18.0,41.1,60.0,68.2,8.0,42.9,24.5,28.4,1076.8,848.0,228.9,83106.9,65533.8,17573.1,84702.6,66792.0,17910.5
Trieste,470,106,2642.9,1669.4,1998.0,1997.3,2000.0,2000.1,112.7,421.4,456.8,298.9,17.0,102.4,98.3,70.8,21.0,52.2,101.6,68.2,678.9,446.7,232.1,52108.3,34365.5,17742.8,53108.8,35025.3,18083.5
Lipari,463,59,419.7,244.4,1993.1,1992.4,1993.0,1990.4,451.2,709.4,425.0,409.0,29.0,42.1,83.8,77.3,12.0,32.8,148.5,233.1,486.9,284.1,202.8,36764.3,21419.3,15345.0,37470.2,21830.6,15639.6
Messina,460,121,4288.4,1171.3,2000.6,1998.8,2006.2,2005.0,371.9,1132.8,494.9,648.4,29.0,142.5,171.6,205.9,11.0,73.9,21.3,32.3,1345.7,1117.9,227.8,102908.2,85600.9,17307.3,104884.0,87244.4,17639.6
Salerno,417,125,3925.8,2349.8,2003.3,2003.9,2005.2,2006.9,291.1,326.9,340.4,340.1,17.0,38.4,26.0,31.0,11.0,38.0,31.9,36.8,793.0,550.4,242.6,61176.4,42525.0,18651.4,62351.0,43341.5,19009.5
Pozzuoli,417,36,455.4,189.8,1980.6,1986.4,1980.1,1981.6,349.1,1046.2,746.4,700.3,29.0,209.2,439.6,442.2,7.0,42.4,43.9,44.7,447.1,358.5,88.6,33574.7,26923.5,6651.2,34219.3,27440.4,6778.9
Taranto,395,130,2864.6,4535.8,2006.4,2005.2,2006.7,2006.8,576.0,667.2,649.3,661.0,59.0,170.1,104.1,98.0,36.0,59.8,80.5,82.5,907.2,647.9,259.3,69343.8,49456.4,19887.4,70675.2,50406.0,20269.2
Cetara,389,133,5063.8,3384.6,2002.8,2003.0,2002.7,2004.2,360.8,359.1,438.2,405.9,23.0,28.7,37.2,34.2,15.0,34.2,33.8,31.0,950.4,678.5,271.9,73349.5,52405.7,20943.7,74757.8,53411.9,21345.8
Trapani,383,79,606.8,187.3,1986.4,1996.4,1987.0,1989.0,189.1,727.9,269.0,292.5,10.0,71.2,74.0,90.3,12.0,56.3,70.2,130.4,372.3,202.1,170.3,28218.3,15316.3,12902.0,28760.1,15610.4,13149.7
Capri,375,58,663.2,193.4,1990.1,1991.9,1994.8,1996.7,557.3,937.9,476.5,327.0,33.0,84.0,516.4,305.4,12.0,25.3,55.7,40.3,482.7,398.3,84.4,36352.7,30000.7,6351.9,37050.6,30576.7,6473.9
