Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Riga,209,154,1255.9,2022.5,1998.9,2001.5,2006.5,2007.9,237.5,417.9,523.3,510.5,21.0,32.3,104.1,92.1,29.0,90.1,126.5,120.6,241.6,145.3,96.2,18146.0,10918.2,7227.8,18494.4,11127.8,7366.6
Ventspils,171,97,182.1,261.7,1992.1,1996.3,2001.6,2003.1,286.0,638.8,256.6,249.4,30.0,149.4,113.2,57.8,21.0,68.7,91.6,46.6,139.6,81.6,58.0,10484.7,6132.9,4351.8,10686.0,6250.7,4435.3
Roja,83,68,345.8,429.7,1996.5,1998.9,2002.7,2007.1,307.5,660.8,635.6,551.4,20.0,95.8,88.1,49.7,15.0,37.2,39.1,46.8,76.4,51.1,25.3,5746.5,3845.9,1900.6,5856.8,3919.7,1937.1
Mersrags,79,62,347.7,526.5,1996.2,1998.3,2004.7,2006.6,419.0,1127.2,732.5,691.6,37.0,179.0,222.6,128.5,14.0,75.0,117.5,116.5,119.3,91.8,27.5,8990.7,6922.9,2067.8,9163.4,7055.9,2107.5
Liepaja,73,58,51.3,68.7,1988.5,1989.8,1996.6,1998.1,198.5,815.6,246.9,236.3,20.0,216.1,230.0,93.0,18.0,113.0,56.4,29.8,60.5,44.9,15.6,4539.3,3370.0,1169.3,4626.5,3434.7,1191.8
Engure,53,42,219.5,354.7,1996.4,1998.8,2005.8,2006.5,402.4,714.8,874.9,892.1,43.0,70.3,116.0,112.7,8.0,16.3,22.6,22.4,41.7,35.6,6.1,3162.0,2705.0,457.1,3222.7,2756.9,465.8
Skulte,11,11,15.6,16.6,1996.1,1996.1,1999.3,2003.3,254.4,3711.6,503.9,399.2,17.0,45.1,89.6,85.4,30.0,1003.6,997.9,285.6,30.7,4.1,26.6,2304.5,309.0,1995.5,2348.7,314.9,2033.8
Lapmezciems,5,5,1.4,2.0,1983.6,1983.6,1984.1,1984.0,292.5,298.6,393.1,405.6,20.0,25.8,42.2,43.4,44.0,30.0,27.6,27.0,0.8,0.6,0.3,62.0,42.0,20.0,63.2,42.8,20.4
Salacgriva,4,4,1.2,1.1,1997.5,1997.5,2005.1,2001.1,155.1,399.1,154.7,101.8,37.0,184.0,318.0,137.0,29.0,31.2,40.2,47.8,1.8,1.5,0.3,131.7,112.6,19.2,134.3,114.7,19.5
Marupe,1,1,1.0,1.7,1999.0,1999.0,1999.0,1999.0,348.0,348.0,348.0,348.0,21.0,21.0,21.0,21.0,9.0,9.0,9.0,9.0,0.5,0.3,0.1,36.9,25.8,11.1,37.6,26.3,11.3
Karsava,1,1,22.3,21.6,2019.0,2019.0,2019.0,2019.0,147.2,147.2,147.2,147.2,16.0,16.0,16.0,16.0,7.0,7.0,7.0,7.0,0.5,0.3,0.1,35.7,24.8,10.9,36.3,25.3,11.1
