Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Sweden,1597,372,8220.4,4977.6,2002.5,1999.6,2003.0,2005.6,260.7,458.7,289.1,412.7,20.0,58.4,43.1,64.0,7.0,26.5,18.2,18.7,1621.0,1335.8,285.2,121728.8,100278.6,21450.2,124066.0,102204.0,21862.0
Denmark,691,366,3663.1,5919.5,1997.8,2000.3,2006.6,2007.5,514.8,609.2,643.1,649.2,57.0,77.1,86.1,88.3,23.0,28.5,22.1,21.0,714.0,626.5,87.6,53619.3,47043.6,6575.7,54648.8,47946.8,6702.0
Germany,571,205,3989.9,4100.7,1993.5,1999.6,2002.3,2007.8,400.0,648.9,567.8,762.8,39.0,108.2,74.2,101.5,10.0,38.0,26.2,40.1,829.0,769.7,59.3,62213.4,57753.8,4459.7,63407.9,58862.6,4545.3
United Kingdom of Great Britain and Northern Ireland,504,245,3217.7,5008.6,1999.6,2001.8,2005.6,2006.1,1050.6,1161.5,1275.6,1287.2,125.0,134.7,158.8,160.6,48.0,57.1,82.9,84.8,765.2,661.7,103.5,57526.3,49713.3,7813.0,58630.8,50667.8,7963.0
Finland,372,144,859.9,1154.5,2002.3,2002.8,2004.9,2004.8,353.3,444.4,419.6,420.9,37.0,50.8,52.2,53.8,27.0,44.3,50.1,52.9,286.2,213.5,72.7,21456.2,15999.4,5456.8,21868.1,16306.6,5561.6
Netherlands,306,230,4885.4,8197.8,2005.3,2006.0,2009.0,2009.4,925.1,1049.9,1223.2,1241.3,103.0,127.6,178.4,183.1,25.5,41.3,59.5,62.2,816.7,709.1,107.6,61422.6,53273.6,8149.0,62601.9,54296.4,8305.5
Poland,301,143,517.8,660.6,1994.2,1997.9,2004.0,2004.6,342.3,466.6,362.6,357.9,41.0,108.0,79.2,70.2,35.0,90.2,79.7,75.4,293.4,193.6,99.8,22034.6,14539.0,7495.6,22457.6,14818.2,7639.5
Estonia,252,170,876.8,999.2,1998.1,1999.4,2003.1,2004.4,278.9,392.6,395.7,364.5,29.0,66.1,105.9,128.0,13.0,36.8,40.0,35.2,258.9,185.1,73.8,19424.9,13884.1,5540.8,19797.8,14150.7,5647.1
Lithuania,246,162,809.2,1054.1,1999.4,2003.0,2007.1,2007.4,164.5,258.0,276.7,287.4,24.0,71.2,125.1,141.1,28.0,46.1,36.8,44.8,301.0,209.2,91.8,22603.3,15712.5,6890.7,23037.3,16014.2,7023.0
Russian Federation,204,144,1224.5,1873.2,2000.9,2002.3,2007.8,2008.1,430.0,516.4,497.6,489.1,48.0,83.6,131.7,131.1,45.0,72.3,70.3,72.8,281.3,204.9,76.4,21172.6,15429.0,5743.6,21579.1,15725.2,5853.9
Belgium,111,83,1121.7,1820.9,2004.7,2004.7,2008.8,2009.3,946.6,1028.4,1181.6,1191.7,105.0,117.1,128.2,129.5,38.0,50.6,87.0,91.6,207.9,172.9,35.0,15614.4,12985.0,2629.4,15914.2,13234.3,2679.9
Norway,102,75,350.6,506.2,2000.1,2000.4,2003.9,2003.9,681.7,761.9,754.7,743.9,69.0,81.8,83.9,82.9,25.5,41.7,55.4,59.7,118.2,94.0,24.2,8879.1,7065.7,1813.4,9049.6,7201.3,1848.2
Spain,60,50,2240.5,3751.3,2007.7,2007.9,2010.7,2010.8,2232.3,2245.1,2440.8,2431.5,205.5,211.2,227.9,226.3,26.5,51.9,48.9,50.8,287.9,270.2,17.7,21871.6,20517.1,1354.5,22291.5,20911.1,1380.5
France,47,43,1041.4,1751.1,2004.6,2004.9,2009.8,2009.9,1196.7,1466.9,1922.5,1968.8,132.0,161.6,262.1,269.2,36.0,50.9,80.7,83.5,161.6,147.2,14.4,12223.7,11129.1,1094.7,12458.4,11342.7,1115.7
Ireland,43,40,254.5,381.2,2004.6,2004.2,2005.6,2005.8,1466.5,1499.6,1542.8,1540.7,163.0,168.5,163.8,164.2,35.0,40.9,39.5,39.9,74.1,69.5,4.6,5591.4,5240.0,351.4,5698.8,5340.6,358.1
Italy,23,23,2934.9,5411.7,2008.9,2008.9,2010.1,2010.1,3542.0,3712.5,3698.5,3699.0,358.0,355.9,355.3,355.6,207.0,233.0,264.1,268.0,289.7,253.8,35.9,22174.4,19393.6,2780.7,22600.1,19766.0,2834.1
Morocco,21,21,1389.4,2343.8,2008.2,2008.2,2009.7,2009.8,2477.4,2530.5,2578.7,2585.2,232.0,239.6,236.7,237.1,107.0,129.4,120.1,119.1,210.4,157.5,52.9,16060.2,11971.9,4088.3,16368.6,12201.8,4166.8
