Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,2691,781,6256.5,8912.4,1999.0,2000.3,2002.0,2002.1,528.5,719.6,690.1,696.5,60.0,85.3,115.6,116.4,32.0,47.0,57.9,56.5,1879.3,1638.1,241.3,141219.4,123093.8,18125.6,143930.8,125457.2,18473.6
Ferry-RoPax,1012,7,7093.8,1365.5,2001.1,1995.9,1999.2,1998.8,174.7,371.1,259.7,237.4,12.0,20.4,29.1,24.2,3.0,6.3,15.9,11.8,1403.8,1191.5,212.3,105405.8,89463.6,15942.3,107429.6,91181.3,16248.3
Bulk carrier,574,370,33014.4,58843.0,2008.8,2010.5,2012.0,2012.0,729.5,2154.4,2127.8,2139.7,97.0,222.5,462.6,464.4,32.0,72.6,108.5,109.7,3152.9,2951.2,201.7,240366.3,224989.5,15376.8,244981.3,229309.3,15672.1
Chemical tanker,491,296,7947.6,12779.1,2005.9,2007.7,2009.5,2009.7,720.3,1156.5,1258.0,1284.4,77.0,120.0,274.6,278.8,24.0,44.5,64.0,64.1,1734.4,1379.0,355.4,131286.3,104404.4,26881.9,133807.0,106408.9,27398.0
Container,235,65,2124.1,2478.1,2005.0,2004.9,2007.3,2007.1,460.2,619.7,603.1,600.8,44.0,55.1,68.0,67.4,13.0,19.9,19.6,19.7,486.6,433.7,52.9,36469.5,32492.5,3977.0,37169.7,33116.4,4053.4
Oil tanker,195,86,9719.0,17525.6,1996.1,2005.3,2009.6,2009.7,383.6,1988.0,2261.9,2306.6,58.0,204.7,409.3,410.8,28.0,57.8,74.2,73.5,1299.6,1073.4,226.1,98925.7,81699.5,17226.2,100825.1,83268.1,17556.9
Miscellaneous - fishing,170,33,31.9,16.8,1984.0,1983.5,1982.3,1980.1,550.3,1193.1,750.0,675.1,93.0,460.2,767.5,629.8,27.5,105.5,231.6,159.8,154.5,126.1,28.3,11596.5,9469.7,2126.7,11819.1,9651.6,2167.6
Liquefied gas tanker,103,14,488.3,556.7,1999.3,2000.9,2002.2,2002.1,394.0,1143.2,773.0,767.5,30.0,94.0,131.6,131.3,14.0,44.1,28.9,29.1,150.5,117.3,33.2,11391.7,8869.4,2522.4,11610.5,9039.7,2570.8
Service - tug,69,25,11.1,5.2,1983.5,1988.3,1985.0,1984.5,341.5,509.6,404.4,382.2,60.0,325.6,378.2,323.9,41.0,58.8,67.9,71.7,33.3,28.2,5.0,2496.8,2118.1,378.7,2544.7,2158.8,385.9
Cruise,42,23,623.4,71.0,1999.4,1999.1,2004.5,2004.2,253.9,353.2,366.7,362.5,17.0,26.5,39.6,39.0,8.0,8.7,10.2,10.3,172.2,145.6,26.6,12933.9,10938.5,1995.4,13182.2,11148.5,2033.7
Service - other,22,14,31.1,36.8,1986.8,1990.9,1988.0,1987.9,436.9,947.0,941.1,1063.5,68.0,276.7,715.8,694.6,25.0,66.8,52.3,54.2,23.7,20.4,3.3,1782.0,1534.1,247.9,1816.2,1563.5,252.7
Refrigerated bulk,20,17,73.5,78.0,1993.7,1992.2,1993.4,1993.1,457.3,836.6,601.7,608.0,46.5,115.6,104.7,104.3,25.5,36.6,45.5,46.5,58.7,43.5,15.3,4413.1,3264.3,1148.8,4497.8,3326.9,1170.9
Ro-Ro,4,4,60.1,36.8,1996.5,1996.5,2000.9,1999.9,969.2,891.9,1002.8,964.2,85.0,91.5,121.6,117.8,17.0,27.8,19.8,20.1,11.7,10.5,1.3,880.5,785.3,95.3,897.4,800.3,97.1
Other liquids tankers,1,1,191.1,265.3,2014.0,2014.0,2014.0,2014.0,6766.7,6766.7,6766.7,6766.7,910.0,910.0,910.0,910.0,124.0,124.0,124.0,124.0,19.3,17.1,2.2,1486.2,1317.3,168.9,1514.7,1342.6,172.2
