Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Ventspils,2022,799,30519.8,49206.4,2002.5,2003.4,2009.8,2010.2,394.3,1205.7,984.3,1611.6,45.0,143.5,358.0,391.5,17.0,51.7,80.4,87.0,4710.6,3999.0,711.7,357193.2,303202.1,53991.1,364051.3,309023.6,55027.8
Liepaja,1649,642,6501.3,8100.4,1995.9,2000.0,2002.0,2005.0,427.8,717.0,658.9,836.3,48.0,97.1,187.7,231.4,25.0,47.9,45.8,56.0,1559.8,1387.6,172.3,117455.7,104506.4,12949.3,119710.9,106513.0,13197.9
Riga,1191,579,22136.7,32720.9,2002.3,2003.8,2009.7,2011.7,521.3,1219.1,1064.1,1713.6,56.0,136.6,370.4,442.5,23.0,50.6,78.0,89.4,2861.7,2534.0,327.7,216568.4,191864.5,24704.0,220726.6,195548.2,25178.3
Roja,401,292,3882.7,5571.5,2001.1,2001.3,2006.2,2007.9,652.2,957.5,1040.8,1169.3,63.0,100.1,222.1,246.5,26.0,47.4,92.1,100.8,744.9,633.3,111.6,56111.9,47718.0,8393.9,57189.3,48634.2,8555.1
Mersrags,230,183,3933.9,6389.0,2002.3,2002.2,2008.4,2009.3,678.6,1105.0,1617.9,1735.6,65.5,110.2,357.9,373.0,27.0,54.8,129.6,142.8,575.4,510.5,64.9,43656.1,38750.9,4905.1,44494.3,39495.0,4999.3
Skulte,65,42,133.4,182.3,2002.0,2001.8,2003.2,2003.2,459.1,543.4,548.6,551.3,44.0,55.2,62.5,62.9,30.0,48.3,43.0,43.7,44.5,35.6,8.9,3341.1,2672.1,669.0,3405.2,2723.4,681.8
Salacgriva,45,34,74.7,102.3,2000.2,1999.6,2002.8,2003.0,413.2,565.5,548.5,549.7,52.0,62.4,80.8,81.9,24.0,30.2,28.5,28.7,22.2,20.3,1.8,1665.8,1527.9,138.0,1697.8,1557.2,140.6
Lapmezciems,14,14,342.4,518.8,2002.0,2002.0,2012.2,2012.1,677.4,1045.2,1445.4,1356.0,56.5,137.3,569.6,536.8,18.0,33.9,86.0,82.8,42.3,37.9,4.4,3217.0,2882.6,334.4,3278.8,2938.0,340.8
Engure,9,9,70.1,107.8,2003.7,2003.7,2007.8,2008.3,895.6,1107.8,1027.8,1024.4,88.0,123.0,134.1,134.6,31.0,36.8,35.6,36.0,15.6,14.4,1.2,1174.6,1082.7,91.9,1197.2,1103.5,93.7
Ainazi,1,1,0.8,1.0,1986.0,1986.0,1986.0,1986.0,241.3,241.3,241.3,241.3,25.0,25.0,25.0,25.0,22.0,22.0,22.0,22.0,0.2,0.2,0.0,16.6,15.7,1.0,16.9,16.0,1.0
Marupe,1,1,3.1,5.1,1999.0,1999.0,1999.0,1999.0,1028.9,1028.9,1028.9,1028.9,104.0,104.0,104.0,104.0,74.0,74.0,74.0,74.0,1.9,1.7,0.3,146.1,126.9,19.2,148.9,129.4,19.5
Karsava,1,1,66.9,64.8,2019.0,2019.0,2019.0,2019.0,441.6,441.6,441.6,441.6,58.0,58.0,58.0,58.0,11.0,11.0,11.0,11.0,1.4,1.2,0.2,107.0,89.9,17.1,109.0,91.6,17.4
