Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Ventspils,252,169,675.2,1021.4,1993.6,1997.2,2002.8,2004.3,316.5,777.9,574.3,568.6,31.0,93.9,159.7,109.3,14.0,59.7,67.0,63.9,231.5,172.7,58.8,17462.1,13040.5,4421.6,17797.4,13290.9,4506.5
Mersrags,114,93,668.2,1167.9,1998.7,2000.4,2009.4,2009.8,286.6,635.7,510.7,522.6,23.0,79.2,50.3,48.6,28.0,128.5,125.3,119.5,127.0,60.5,66.5,9539.6,4547.5,4992.1,9722.7,4634.8,5088.0
Roja,105,86,655.4,966.5,1997.9,1999.7,2004.5,2006.5,278.2,584.2,677.5,647.3,22.0,40.0,159.1,144.4,21.0,74.4,127.5,104.4,139.8,91.0,48.8,10503.1,6838.2,3665.0,10704.8,6969.5,3735.3
Riga,87,54,186.8,162.9,1992.9,1995.6,1996.8,2002.4,136.7,305.9,362.4,216.5,23.0,99.5,128.7,61.3,12.0,25.9,21.6,29.2,75.3,55.2,20.1,5655.8,4147.2,1508.5,5764.3,4226.9,1537.5
Liepaja,69,53,109.0,158.7,1992.7,1995.4,2005.3,2007.6,377.7,1061.5,329.2,331.7,27.0,254.8,168.3,68.5,46.0,170.0,170.4,79.8,95.2,50.4,44.8,7148.4,3785.3,3363.1,7285.7,3858.0,3427.7
Engure,52,41,116.5,193.2,1996.8,1999.3,2008.2,2008.7,202.9,316.5,385.6,391.4,20.0,30.5,41.7,41.0,29.5,94.7,113.2,111.4,23.3,14.0,9.3,1752.6,1053.8,698.8,1786.2,1074.0,712.2
Lapmezciems,4,4,7.6,13.5,1991.8,1991.8,2005.3,2005.6,244.4,449.8,276.9,275.5,42.5,60.5,26.1,24.1,268.0,276.5,555.2,558.5,4.4,1.2,3.2,327.8,89.4,238.4,334.1,91.1,242.9
Skulte,4,4,2.3,1.1,1992.8,1992.8,1994.1,2002.0,1772.4,4190.9,633.4,239.5,577.0,1118.2,2228.8,1301.1,234.5,455.0,378.2,222.5,14.5,11.3,3.2,1087.8,847.5,240.2,1108.6,863.8,244.8
Salacgriva,2,2,0.4,0.1,1998.5,1998.5,1997.8,2001.1,1055.3,1055.3,638.9,553.6,37.0,37.0,38.1,33.0,205.5,205.5,210.3,188.2,1.7,0.5,1.2,127.3,34.8,92.5,129.8,35.4,94.3
Jekabpils,1,1,22.3,21.6,2019.0,2019.0,2019.0,2019.0,147.2,147.2,147.2,147.2,16.0,16.0,16.0,16.0,7.0,7.0,7.0,7.0,0.5,0.3,0.1,35.7,24.8,10.9,36.3,25.3,11.1
