Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,216,21,1502.7,1902.7,2007.5,2007.0,2007.7,2007.7,177.1,290.7,291.6,291.0,13.0,38.5,82.4,82.7,33.0,34.1,37.6,37.7,377.0,280.9,96.1,28982.4,21639.7,7342.7,29538.9,22055.2,7483.7
Bulk carrier,146,137,11606.9,19859.8,2011.6,2011.6,2011.7,2011.7,2317.9,2773.2,2785.6,2817.7,225.5,268.3,484.1,486.2,66.5,85.5,97.4,98.0,1102.7,1052.9,49.8,85250.8,81403.2,3847.6,86887.6,82966.1,3921.5
Chemical tanker,141,100,3276.1,5427.3,2011.1,2011.6,2011.6,2011.6,103.7,989.1,865.6,864.6,12.0,97.0,312.0,312.2,43.0,55.3,87.2,87.6,603.2,426.8,176.3,46650.3,33010.3,13639.9,47546.0,33644.1,13901.8
Vehicle,71,60,1187.4,395.6,2008.7,2008.8,2007.0,2006.9,112.6,318.5,287.8,293.3,13.0,31.8,210.4,218.5,4.0,8.4,10.4,10.3,69.3,63.3,6.0,5366.1,4901.2,464.9,5469.1,4995.3,473.8
General cargo,27,26,2172.8,3596.9,2008.0,2008.4,2012.8,2013.0,1512.1,3001.6,3997.9,4138.7,148.0,269.2,579.1,585.6,65.0,74.3,107.1,106.0,208.1,196.2,11.9,16019.6,15123.6,896.0,16327.1,15414.0,913.2
Oil tanker,16,14,662.4,1109.5,2006.1,2006.1,2005.2,2005.3,655.2,1401.7,1213.6,1181.4,72.0,137.1,486.2,474.7,36.5,41.8,44.1,44.4,104.3,77.3,27.0,8071.9,5981.9,2089.9,8226.8,6096.8,2130.0
Liquefied gas tanker,16,3,988.3,1145.3,2010.8,2014.3,2010.5,2010.5,2874.0,1777.7,2577.2,2570.5,215.0,131.2,211.4,211.3,74.5,34.5,80.1,80.1,96.8,77.7,19.0,7433.7,5980.4,1453.3,7576.4,6095.3,1481.2
Miscellaneous - fishing,14,9,132.8,109.8,1984.4,1989.8,1985.6,1986.2,1218.9,6102.9,5414.3,5354.1,1176.0,927.1,1384.9,1399.5,96.0,142.1,120.9,103.1,74.8,70.8,4.0,5616.8,5315.6,301.2,5724.6,5417.6,307.0
Cruise,4,4,35.4,3.7,1994.8,1994.8,1996.6,1995.8,319.7,351.2,375.6,373.5,22.5,31.0,41.1,39.0,8.0,13.5,7.8,7.4,11.3,9.8,1.5,875.1,758.4,116.7,891.9,773.0,118.9
Ferry-pax only,2,2,8.4,1.5,1984.5,1984.5,1993.2,1990.8,7860.2,7860.2,650.0,353.5,512.5,512.5,890.9,785.8,72.0,72.0,24.9,38.0,8.5,7.9,0.6,638.9,590.9,48.1,651.2,602.2,49.0
Service - tug,2,2,3.0,3.0,1996.5,1996.5,1989.0,1986.3,1747.6,1747.6,1928.3,2056.4,1337.0,1337.0,670.8,435.9,7.5,7.5,9.6,10.3,3.3,3.3,0.0,250.5,249.7,0.7,255.3,254.5,0.7
Refrigerated bulk,2,2,45.7,54.8,1992.5,1992.5,1989.6,1989.6,4487.9,4487.9,4478.6,4533.3,341.5,341.5,559.4,560.8,299.5,299.5,251.8,251.6,29.1,20.2,8.9,2212.7,1542.3,670.4,2255.1,1571.9,683.2
Offshore,1,1,3.4,1.7,2013.0,2013.0,2013.0,2013.0,13043.6,13043.6,13043.6,13043.6,2441.0,2441.0,2441.0,2441.0,84.0,84.0,84.0,84.0,9.2,8.9,0.2,687.4,671.4,15.9,700.6,684.3,16.2
