Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Guatemala,135,87,345.4,423.0,2008.7,2008.9,2009.1,2009.7,71.6,124.1,84.6,90.3,8.0,35.8,39.0,45.8,21.0,52.8,46.1,58.7,110.9,54.3,56.6,8549.1,4193.6,4355.5,8713.2,4274.1,4439.1
Nicaragua,121,54,753.1,1023.4,2008.7,2009.9,2008.8,2009.1,200.9,227.6,223.1,220.5,18.0,27.9,25.2,24.6,29.0,37.5,35.6,36.9,141.7,83.8,57.9,10966.7,6485.0,4481.8,11177.3,6609.5,4567.8
Honduras,94,49,683.0,587.5,2008.1,2009.5,2009.1,2009.0,190.5,216.9,206.1,223.2,16.0,35.7,33.2,46.7,30.5,33.8,31.8,45.2,108.7,73.7,35.0,8364.3,5693.3,2671.0,8524.9,5802.6,2722.3
Panama,67,53,1567.9,2450.4,2008.4,2008.1,2009.6,2009.6,882.8,916.5,913.5,920.2,73.0,128.3,98.8,100.8,39.0,49.6,44.3,44.8,247.7,202.0,45.7,19151.3,15627.8,3523.6,19519.0,15927.8,3591.2
Mexico,57,33,1567.0,2313.5,2008.6,2009.8,2010.2,2010.8,789.8,1348.0,1135.2,1224.6,69.0,169.0,162.5,178.1,13.0,89.2,74.1,81.8,248.9,215.1,33.8,19228.3,16624.6,2603.7,19597.5,16943.8,2653.7
United States of America,56,46,4449.7,5835.3,2011.4,2011.7,2011.2,2011.9,2577.5,2548.4,2511.4,2602.9,256.0,299.4,272.4,304.5,53.0,87.6,71.1,83.8,480.9,429.4,51.5,36979.8,33110.0,3869.8,37689.8,33745.7,3944.1
Peru,23,20,1326.5,2098.1,2011.3,2011.8,2011.7,2011.9,1772.8,1962.4,1947.6,1966.3,155.0,190.8,196.9,201.4,49.0,99.5,96.9,100.2,163.6,146.6,17.0,12663.5,11354.4,1309.1,12906.6,11572.4,1334.2
Costa Rica,22,19,219.7,320.4,2002.4,2006.9,2009.3,2010.4,463.7,728.5,515.9,504.2,51.5,79.9,96.0,94.5,81.5,186.7,201.9,168.1,43.6,25.2,18.3,3335.5,1942.8,1392.6,3399.5,1980.1,1419.4
Ecuador,19,18,521.6,766.1,2001.5,2001.3,2006.1,2007.9,1238.1,2903.4,1503.1,1415.2,113.0,369.4,425.3,311.5,18.0,126.0,57.1,50.1,114.7,97.6,17.1,8791.6,7474.4,1317.2,8960.4,7617.9,1342.5
Colombia,16,16,464.5,801.9,2010.6,2010.6,2010.7,2010.7,1045.8,1157.9,1181.9,1183.1,109.0,155.6,192.0,192.5,40.0,50.1,53.6,53.5,50.0,46.1,3.9,3873.6,3570.0,303.6,3948.0,3638.6,309.4
Chile,9,9,738.1,1249.6,2011.2,2011.2,2011.7,2011.7,2710.0,2815.6,2851.8,2857.4,282.0,316.4,336.3,338.1,111.0,102.6,107.5,108.5,69.0,65.2,3.7,5326.4,5043.0,283.3,5428.6,5139.9,288.8
China,5,5,1343.6,2238.7,2010.8,2010.8,2011.4,2011.6,8563.9,8570.6,8582.3,8597.5,742.0,723.6,722.5,722.9,145.0,129.4,135.8,140.1,123.1,120.0,3.1,9528.5,9290.6,237.9,9711.4,9468.9,242.5
Japan,5,5,2217.8,1069.4,2009.4,2009.4,2009.2,2010.2,7627.0,8188.4,8243.7,8059.8,564.0,685.0,718.0,715.8,24.0,52.2,36.9,86.2,118.6,117.2,1.4,9186.8,9078.4,108.5,9363.2,9252.7,110.6
Canada,3,3,290.5,484.8,2011.3,2011.3,2012.7,2012.8,3616.6,3599.6,3608.0,3607.8,340.0,388.7,417.2,423.3,66.0,65.3,69.3,68.8,23.9,23.1,0.9,1843.5,1778.4,65.1,1878.9,1812.6,66.4
India,3,3,28.4,44.3,1993.0,1993.0,1998.4,1998.6,1006.7,1148.7,1739.4,1784.8,93.0,89.3,158.8,160.9,148.0,150.3,257.2,260.5,3.9,3.0,0.9,297.7,231.5,66.1,303.4,236.0,67.4
Sri Lanka,3,1,9.4,16.4,2010.0,2010.0,2010.0,2010.0,73.3,73.3,95.7,95.7,24.0,24.0,31.4,31.4,34.0,34.0,95.4,95.4,0.8,0.3,0.6,64.5,21.5,43.0,65.7,21.9,43.8
United Arab Emirates,2,2,160.3,297.9,2002.0,2002.0,2006.3,2006.4,1743.2,1743.2,2315.7,2364.9,158.5,158.5,241.2,243.2,96.5,96.5,164.5,166.1,13.1,11.2,1.9,1012.1,863.1,148.9,1031.5,879.7,151.8
Venezuela (Bolivarian Republic of),2,2,94.1,126.3,2012.0,2012.0,2013.9,2013.3,1959.3,1959.3,1923.5,1933.7,225.5,225.5,204.2,210.9,39.5,39.5,44.0,42.6,15.3,13.2,2.1,1181.9,1022.2,159.7,1204.6,1041.8,162.8
Belgium,2,2,344.9,563.0,2013.0,2013.0,2013.0,2013.0,5822.5,5822.5,5823.4,5825.4,646.0,646.0,647.1,648.0,140.5,140.5,140.5,140.6,46.5,39.2,7.3,3578.7,3027.7,551.0,3647.4,3085.8,561.6
Puerto Rico,2,2,67.6,112.8,2016.5,2016.5,2016.3,2016.4,2762.8,2762.8,2762.1,2739.0,196.5,196.5,208.1,207.1,86.0,86.0,109.5,107.5,15.3,10.9,4.4,1168.6,836.6,332.0,1191.0,852.7,338.4
"Korea, Republic of",1,1,263.7,438.6,2005.0,2005.0,2005.0,2005.0,8771.4,8771.4,8771.4,8771.4,694.0,694.0,694.0,694.0,34.0,34.0,34.0,34.0,31.2,29.9,1.3,2419.9,2320.0,99.9,2466.4,2364.5,101.8
Jamaica,1,1,40.1,70.1,2010.0,2010.0,2010.0,2010.0,1523.3,1523.3,1523.3,1523.3,160.0,160.0,160.0,160.0,262.0,262.0,262.0,262.0,13.5,7.2,6.3,1047.2,561.3,485.9,1067.3,572.1,495.2
