Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,215,20,1888.1,2402.9,2007.5,2007.0,2007.6,2007.6,197.5,356.1,367.1,368.1,17.0,25.9,60.8,61.2,26.0,26.5,23.1,23.3,406.8,333.6,73.1,31395.2,25793.4,5601.8,31998.0,26288.6,5709.3
Bulk carrier,149,140,5997.0,10184.4,2011.6,2011.6,2012.2,2012.2,954.1,1417.2,1410.9,1415.4,140.0,188.6,373.8,375.9,78.0,97.7,109.1,108.9,589.0,530.7,58.4,45538.8,41045.7,4493.2,46413.2,41833.8,4579.4
Chemical tanker,140,99,3960.8,6571.3,2011.0,2011.5,2011.9,2011.9,871.2,1117.1,1051.5,1052.3,73.5,126.2,248.2,247.7,37.5,61.0,85.4,84.9,670.9,497.3,173.6,51755.5,38428.1,13327.4,52749.3,39166.0,13583.3
Vehicle,70,59,3559.6,1150.0,2008.7,2008.8,2008.6,2008.6,182.5,818.5,875.1,864.5,16.0,70.7,446.1,464.9,10.0,13.7,18.2,18.2,195.9,186.8,9.1,15169.0,14466.4,702.6,15460.3,14744.2,716.1
General cargo,24,23,872.1,1336.8,2007.9,2008.3,2009.1,2009.4,989.9,1708.9,1847.1,1790.2,85.0,173.7,376.7,359.1,27.0,72.1,103.7,105.5,115.0,105.3,9.7,8843.9,8116.7,727.2,9013.7,8272.5,741.2
Oil tanker,16,14,731.5,1260.0,2006.1,2006.1,2005.5,2005.5,247.7,1387.7,1340.0,1341.6,53.0,148.0,398.3,393.5,27.0,45.4,61.7,64.5,108.6,88.5,20.1,8404.9,6850.7,1554.3,8566.3,6982.2,1584.1
Liquefied gas tanker,16,3,661.3,768.4,2010.8,2014.3,2011.2,2011.3,1702.4,1778.4,1724.4,1724.7,166.0,185.7,193.9,193.8,35.5,36.8,40.5,40.5,70.0,59.2,10.8,5367.7,4554.8,812.9,5470.8,4642.2,828.5
Miscellaneous - fishing,14,9,94.5,70.8,1981.4,1985.2,1988.6,1989.6,1189.9,4873.2,4182.3,3788.7,128.5,698.7,1498.5,1449.3,119.5,402.7,357.5,394.7,55.1,42.5,12.5,4135.0,3192.9,942.1,4214.4,3254.2,960.2
Cruise,4,4,16.5,2.0,1994.8,1994.8,1993.0,1992.5,89.6,161.8,174.9,206.4,13.0,17.8,28.9,30.8,9.5,9.0,6.7,6.3,4.7,3.3,1.4,362.4,257.0,105.4,369.4,261.9,107.5
Ferry-pax only,2,2,5.2,1.7,1984.5,1984.5,1974.3,1973.6,500.2,500.2,398.6,394.4,26.0,26.0,38.4,39.2,215.5,215.5,372.3,382.5,2.7,0.6,2.0,202.0,48.8,153.2,205.9,49.7,156.2
Service - tug,2,2,1.5,1.4,1996.5,1996.5,1990.7,1987.3,946.9,946.9,971.7,989.3,259.5,259.5,182.0,136.5,95.0,95.0,119.7,134.1,1.9,1.8,0.1,144.9,135.2,9.7,147.7,137.8,9.9
Refrigerated bulk,2,2,5.4,6.4,1992.5,1992.5,1994.3,1994.3,528.9,528.9,529.6,525.5,46.0,46.0,58.0,57.7,170.5,170.5,108.2,109.5,7.3,2.0,5.3,550.7,153.6,397.2,561.3,156.5,404.8
Offshore,1,1,1.3,0.7,2013.0,2013.0,2013.0,2013.0,5171.2,5171.2,5171.2,5171.2,1921.0,1921.0,1921.0,1921.0,60.0,60.0,60.0,60.0,6.4,6.2,0.2,478.7,467.3,11.4,487.9,476.3,11.6
