Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,543,98,6206.2,7111.1,2004.3,2004.6,2005.9,2005.8,149.5,447.4,440.5,451.3,15.0,36.7,65.5,67.9,16.0,22.8,20.1,20.0,1005.9,862.8,143.0,77540.7,66628.2,10912.5,79029.4,67907.5,11122.0
General cargo,344,175,1932.0,2559.7,1997.2,1998.8,2002.2,2003.6,1046.3,948.0,1097.9,1080.5,99.5,98.4,174.1,180.8,32.0,62.5,76.7,79.9,459.3,380.8,78.6,35175.9,29228.6,5947.3,35851.3,29789.8,6061.5
Vehicle,252,86,26018.7,8440.1,2005.4,2006.6,2006.1,2005.6,1169.1,3277.9,2337.1,2317.4,79.0,216.6,301.2,297.9,10.0,14.6,14.0,14.0,1637.1,1589.5,47.6,126776.9,123096.9,3680.0,129211.0,125460.4,3750.7
Bulk carrier,148,128,8925.2,16361.5,2007.6,2009.0,2011.1,2011.0,1154.4,1447.3,1667.0,1695.0,96.0,146.7,357.2,364.7,48.5,77.4,66.7,64.3,608.2,542.9,65.2,47007.1,41987.2,5019.9,47909.6,42793.3,5116.3
Chemical tanker,145,98,2976.7,4841.8,2007.3,2007.6,2008.5,2008.5,876.8,940.9,966.1,968.3,76.0,86.1,108.4,108.9,29.0,39.5,41.4,41.3,481.4,364.1,117.3,37234.9,28179.9,9055.0,37949.8,28721.0,9228.8
Cruise,92,30,1042.0,121.5,1999.0,2002.5,1999.8,2000.0,119.2,274.7,266.0,292.7,13.5,25.0,53.9,56.3,10.0,17.8,13.0,13.2,320.2,231.1,89.1,24753.5,17876.2,6877.3,25228.8,18219.4,7009.3
Service - tug,25,5,2.3,1.5,1995.1,1987.6,1994.6,1997.0,211.2,845.0,428.7,518.3,118.0,659.1,570.7,655.3,41.0,131.2,309.5,356.7,15.1,12.1,3.0,1131.5,905.8,225.8,1153.3,923.2,230.1
Ferry-pax only,9,2,1.2,0.3,1989.0,1989.0,1989.0,1989.0,404.4,1053.3,666.9,1025.0,14.0,22.5,23.8,27.9,10.0,39.8,49.0,60.9,2.3,1.0,1.3,175.1,75.0,100.2,178.5,76.4,102.1
Oil tanker,7,5,75.2,120.0,2007.9,2007.4,2006.1,2006.1,766.0,582.8,476.3,448.5,107.0,81.9,100.5,100.3,37.0,55.2,38.7,38.6,23.8,12.3,11.6,1839.5,944.6,894.9,1874.8,962.8,912.0
Service - other,3,3,2.5,1.1,2005.7,2005.7,2005.9,2006.8,426.2,845.2,546.2,551.6,67.0,127.7,141.2,162.5,21.0,31.7,48.4,37.7,3.2,3.0,0.2,242.7,228.5,14.2,247.4,232.9,14.4
Offshore,2,2,6.7,3.3,1998.0,1998.0,1985.7,1985.7,1366.2,1366.2,1030.2,1029.5,101.0,101.0,62.4,62.2,37.5,37.5,56.4,56.4,2.4,1.6,0.8,180.6,122.7,58.0,184.1,125.0,59.1
Ro-Ro,1,1,1.1,0.7,1971.0,1971.0,1971.0,1971.0,345.2,345.2,345.2,345.2,43.0,43.0,43.0,43.0,15.0,15.0,15.0,15.0,0.4,0.3,0.1,28.0,19.7,8.3,28.5,20.1,8.4
Miscellaneous - fishing,1,1,0.1,0.0,1986.0,1986.0,1986.0,1986.0,394.7,394.7,394.7,394.7,10.0,10.0,10.0,10.0,91.0,91.0,91.0,91.0,0.3,0.0,0.2,20.8,2.7,18.1,21.2,2.7,18.5
Refrigerated bulk,1,1,16.7,20.0,1994.0,1994.0,1994.0,1994.0,1985.6,1985.6,1985.6,1985.6,107.0,107.0,107.0,107.0,14.0,14.0,14.0,14.0,8.1,7.2,0.9,620.0,551.9,68.1,631.9,562.5,69.4
