Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Koper,1529,612,46095.2,37780.6,2003.2,2004.5,2006.8,2008.0,765.0,1265.0,1186.7,1029.0,61.0,114.2,241.7,212.3,17.0,48.2,29.4,45.0,4474.0,3935.1,538.9,345524.8,304179.4,41345.4,352158.9,310019.7,42139.2
Piran,35,15,96.5,14.2,1994.6,1999.3,2005.7,2005.4,118.6,334.2,222.3,95.0,13.0,23.7,48.5,48.4,12.0,21.1,14.5,15.0,45.9,28.1,17.8,3515.5,2154.8,1360.7,3583.0,2196.2,1386.8
Izola,2,2,55.6,19.3,2010.0,2010.0,2013.7,2012.9,484.8,484.8,634.9,341.9,32.5,32.5,56.2,51.2,32.0,32.0,23.6,25.4,3.8,3.1,0.7,294.3,239.7,54.6,299.9,244.3,55.6
Vransko,1,1,1.1,0.7,1971.0,1971.0,1971.0,1971.0,345.2,345.2,345.2,345.2,43.0,43.0,43.0,43.0,15.0,15.0,15.0,15.0,0.4,0.3,0.1,28.0,19.7,8.3,28.5,20.1,8.4
Zgornji Jakobski Dol,1,1,6.3,3.1,1984.0,1984.0,1984.0,1984.0,1003.9,1003.9,1003.9,1003.9,57.0,57.0,57.0,57.0,59.0,59.0,59.0,59.0,1.4,0.7,0.7,108.0,53.1,54.9,110.1,54.1,56.0
Lucija,1,1,0.1,0.1,2002.0,2002.0,2002.0,2002.0,193.8,193.8,193.8,193.8,15.0,15.0,15.0,15.0,21.0,21.0,21.0,21.0,0.1,0.0,0.1,8.1,3.6,4.5,8.2,3.6,4.6
Zagorje Ob Savi,1,1,0.1,0.0,1986.0,1986.0,1986.0,1986.0,394.7,394.7,394.7,394.7,10.0,10.0,10.0,10.0,91.0,91.0,91.0,91.0,0.3,0.0,0.2,20.8,2.7,18.1,21.2,2.7,18.5
Lukovica Pri Domzalah,1,1,46.6,14.7,2003.0,2003.0,2003.0,2003.0,840.6,840.6,840.6,840.6,55.0,55.0,55.0,55.0,32.0,32.0,32.0,32.0,0.9,0.5,0.3,66.9,40.9,26.0,68.2,41.7,26.5
Vremski Britof,1,1,904.3,1749.4,2011.0,2011.0,2011.0,2011.0,9802.9,9802.9,9802.9,9802.9,1116.0,1116.0,1116.0,1116.0,13.0,13.0,13.0,13.0,38.3,38.2,0.1,2963.3,2956.5,6.7,3020.2,3013.3,6.9
Zgornji Leskovec,1,1,0.8,0.5,2012.0,2012.0,2012.0,2012.0,1915.5,1915.5,1915.5,1915.5,301.0,301.0,301.0,301.0,1.0,1.0,1.0,1.0,2.6,2.6,0.0,197.7,197.5,0.1,201.5,201.3,0.1
