Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Italy,624,243,3433.6,3981.7,2004.0,2004.5,2005.3,2006.5,85.5,422.9,239.7,292.6,17.5,60.9,73.8,81.2,24.0,40.6,41.2,46.8,746.1,534.5,211.6,57436.6,41209.8,16226.8,58539.4,42001.0,16538.3
Greece,176,102,3213.1,2139.2,1996.9,1998.9,2000.9,2004.0,847.2,830.7,790.5,869.3,73.0,90.8,76.3,91.0,43.0,61.3,50.1,73.7,523.2,433.1,90.1,40420.0,33483.8,6936.2,41196.1,34126.7,7069.4
Croatia,153,73,471.7,362.6,2002.9,2001.9,2006.8,2008.7,136.6,228.3,169.1,151.7,17.0,32.2,21.6,23.6,23.0,47.5,29.3,44.6,134.8,83.0,51.8,10354.6,6393.2,3961.4,10553.4,6515.9,4037.4
Israel,106,27,3731.5,3520.8,2002.4,2003.7,2005.9,2006.6,1348.0,1380.0,1370.4,1372.3,98.0,108.6,95.5,96.4,13.0,36.8,36.2,38.7,567.2,540.3,26.9,43736.9,41691.5,2045.4,44576.6,42492.0,2084.7
Turkey,98,74,3065.5,2386.4,2004.3,2004.4,2007.8,2007.5,1142.5,1200.5,1163.7,1168.7,98.0,119.1,102.4,115.8,39.5,60.4,50.3,56.0,354.3,304.0,50.2,27346.7,23484.0,3862.7,27871.7,23934.9,3936.8
Egypt,58,31,1174.5,1524.0,1997.7,1995.8,2003.9,2003.0,1263.4,1274.5,1268.0,1259.2,119.5,175.0,118.4,121.8,28.5,52.8,29.2,29.5,225.5,210.8,14.7,17399.6,16278.5,1121.2,17733.7,16591.0,1142.7
Spain,36,31,1623.6,1961.0,2008.3,2008.5,2009.5,2010.4,1669.4,1722.0,1670.4,1781.8,151.0,160.5,158.5,180.7,61.0,104.1,109.4,139.8,184.2,159.8,24.3,14244.6,12369.5,1875.1,14518.1,12607.0,1911.1
Malta,36,32,1163.1,1321.8,2003.8,2003.2,2006.9,2007.5,742.1,758.2,767.3,767.2,61.5,73.1,61.0,61.3,35.0,79.8,76.1,102.1,152.7,125.3,27.5,11810.4,9691.6,2118.9,12037.2,9877.7,2159.5
Morocco,33,7,1952.0,701.5,2010.8,2009.3,2011.0,2010.6,1664.5,1749.8,1699.5,1721.4,115.0,171.1,132.1,149.5,40.0,63.2,48.1,53.5,164.1,148.6,15.6,12708.9,11505.8,1203.1,12952.9,11726.7,1226.2
United States of America,23,22,6506.5,7467.6,2009.0,2008.7,2011.3,2012.2,6412.5,5663.7,5822.2,6377.9,493.0,445.4,484.4,573.1,61.0,79.6,97.6,116.6,490.6,471.0,19.6,37940.1,36423.8,1516.4,38668.6,37123.1,1545.5
Gibraltar,23,23,1486.4,2704.1,2010.1,2010.1,2010.1,2010.0,1699.5,1700.0,1691.5,1691.3,147.0,232.9,248.5,252.9,135.0,181.7,197.0,197.7,160.0,137.9,22.1,12388.0,10681.9,1706.1,12625.9,10887.0,1738.9
France,21,21,284.3,194.1,2004.6,2004.6,2004.5,2005.3,455.4,687.0,809.0,595.1,83.0,74.4,97.3,98.8,31.0,41.2,26.0,27.5,31.2,25.8,5.4,2404.5,1991.8,412.6,2450.6,2030.1,420.6
Singapore,21,20,6988.2,7321.8,2009.9,2009.6,2009.1,2009.9,6364.7,6466.8,6447.5,6441.0,544.0,513.5,480.9,525.8,83.0,75.8,70.0,73.9,555.0,543.9,11.1,42992.1,42132.0,860.1,43817.5,42940.9,876.6
Libya,21,9,319.1,382.5,1993.5,1994.6,2001.9,2001.4,928.7,949.5,978.4,967.1,75.0,89.9,77.9,79.7,13.0,32.7,19.0,10.9,57.7,54.6,3.1,4445.9,4211.5,234.4,4531.3,4292.4,238.9
Lebanon,15,7,68.0,67.3,1976.9,1979.1,1983.8,1985.8,1414.8,1391.4,1424.6,1418.8,160.0,152.8,149.4,148.0,29.0,31.1,32.0,30.9,18.4,17.7,0.7,1390.5,1336.3,54.2,1417.2,1362.0,55.2
Algeria,15,6,117.0,133.7,1996.7,2002.3,1998.8,1999.3,1154.4,1252.3,1205.8,1192.3,132.0,159.5,149.1,155.4,66.0,79.6,85.8,91.6,29.0,23.0,6.1,2222.2,1765.3,456.9,2264.8,1799.2,465.7
Belgium,13,12,2284.4,806.7,2008.8,2008.7,2009.0,2008.7,3150.1,3180.5,3179.1,3172.9,212.0,232.3,229.4,234.3,54.0,52.3,52.7,52.6,136.3,129.3,7.0,10516.7,9976.3,540.4,10718.6,10167.8,550.8
Germany,13,13,2546.9,834.1,2005.3,2005.3,2005.6,2005.4,3405.7,3425.4,3428.3,3427.3,221.0,217.8,218.7,218.8,36.0,39.0,38.8,39.0,155.8,150.2,5.6,11999.8,11567.7,432.1,12230.2,11789.8,440.4
Tunisia,9,8,49.8,71.2,2001.3,2000.1,2005.4,2005.3,955.8,1204.4,1231.4,1220.3,153.0,178.4,203.1,202.6,76.0,74.1,73.7,73.5,15.3,13.7,1.6,1169.7,1049.8,119.9,1192.2,1069.9,122.3
Russian Federation,9,8,996.4,1812.1,2004.3,2004.0,2011.1,2011.2,2312.2,3091.0,3876.6,3925.1,322.0,368.2,522.4,524.7,108.0,178.2,152.4,153.7,102.8,95.3,7.5,7917.9,7338.6,579.3,8069.9,7479.5,590.4
Netherlands,7,7,609.4,904.9,2002.6,2002.6,2006.7,2008.4,3116.8,3612.3,4443.9,4921.2,306.0,348.9,546.4,624.5,30.0,44.7,88.1,97.5,70.6,67.6,3.0,5435.1,5205.3,229.8,5539.5,5305.2,234.2
Ukraine,4,4,217.3,373.1,2013.2,2013.2,2013.4,2013.5,1566.4,1616.3,1592.8,1588.3,177.0,207.2,186.4,182.4,61.0,76.5,86.1,86.5,24.5,22.6,1.9,1890.8,1745.4,145.4,1927.1,1778.9,148.2
South Africa,4,4,1672.7,3236.7,2009.5,2009.5,2007.8,2007.7,6790.0,6712.2,6848.3,6850.5,649.0,743.8,786.4,789.7,178.5,245.5,236.2,232.7,100.0,94.8,5.2,7736.6,7334.7,401.9,7885.1,7475.5,409.6
